Exercício;Competência;Credor;Fonte;Repasse
2026;JANEIRO;SAS;1.500.000.0000;R$ 343.933,84
2026;JANEIRO;CÂMARA;1.500.000.0000;R$ 1.749.314,10
2026;JANEIRO;CÂMARA;1.500.000.0000;R$ 1.658,82
