Código;Especificação;Previsto Janeiro;Previsto Fevereiro;Previsto Março;Previsto Abril;Previsto Maio;Previsto Junho;Previsto Julho;Previsto Agosto;Previsto Setembro;Previsto Outubro;Previsto Novembro;Previsto Dezembro;Total Previsto;Realizado Janeiro;Realizado Fevereiro;Realizado Março;Realizado Abril;Realizado Maio;Realizado Junho;Realizado Julho;Realizado Agosto;Realizado Setembro;Realizado Outubro;Realizado Novembro;Realizado Dezembro;Total Realizado;Diferença Janeiro;Diferença Fevereiro;Diferença Março;Diferença Abril;Diferença Maio;Diferença Junho;Diferença Julho;Diferença Agosto;Diferença Setembro;Diferença Outubro;Diferença Novembro;Diferença Dezembro;Total Diferença
1.621.000.0000;Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual;422.579,13;9.011.668,52;603.245,56;3.947.633,05;9.804.872,47;1.278.115,66;1.075.188,09;1.230.150,52;1.874.965,02;608.109,64;499.245,56;634.329,63;30.990.102,85;284.442,00;6.330.961,33;227.602,53;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6.843.005,86;-138.137,13;-2.680.707,19;-375.643,03;-3.947.633,05;-9.804.872,47;-1.278.115,66;-1.075.188,09;-1.230.150,52;-1.874.965,02;-608.109,64;-499.245,56;-634.329,63;-24.147.096,99
1.621.000.3210;Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8.587,94;8.521,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17.108,96;8.587,94;8.521,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17.108,96
1.621.000.3220;Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;71,86;62,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;134,13;71,86;62,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;134,13
1.632.000.0000;Transferências do Estado referentes a Convênios e Instrumentos Congêneres Vinculados à Saúde;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;58.105,70;50.345,13;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;108.450,83;58.105,70;50.345,13;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;108.450,83
1.660.000.0000;Transferência de Recursos do Fundo Nacional de Assistência Social - FNAS;73.068,54;166.240,52;168.302,54;162.688,26;160.566,76;67.571,53;301.165,35;158.616,36;213.443,99;161.741,25;161.776,72;382.367,81;2.177.549,63;42.221,53;114.184,29;110.471,55;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;266.877,37;-30.847,01;-52.056,23;-57.830,99;-162.688,26;-160.566,76;-67.571,53;-301.165,35;-158.616,36;-213.443,99;-161.741,25;-161.776,72;-382.367,81;-1.910.672,26
1.661.000.0000;Transferência de Recursos dos Fundos Estaduais de Assistência Social;7.070,26;7.070,26;7.070,26;7.070,26;7.070,26;7.070,26;324.540,65;59.981,99;59.981,99;59.981,99;59.981,99;112.893,63;719.783,80;6.701,54;5.661,13;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12.362,67;-368,72;-1.409,13;-7.070,26;-7.070,26;-7.070,26;-7.070,26;-324.540,65;-59.981,99;-59.981,99;-59.981,99;-59.981,99;-112.893,63;-707.421,13
1.665.000.0000;Transferências de Convênios e Instrumentos Congêneres Vinculados à Assistência Social;176,24;176,24;176,24;176,24;176,24;176,24;176,24;176,24;176,24;176,24;176,24;176,23;2.114,87;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-176,24;-176,24;-176,24;-176,24;-176,24;-176,24;-176,24;-176,24;-176,24;-176,24;-176,24;-176,23;-2.114,87
1.700.000.0000;Outras Transferências de Convênios ou Instrumentos Congêneres da União;249.128,05;249.128,05;249.128,05;249.128,05;249.128,05;249.128,05;249.128,05;249.128,05;249.128,05;249.128,05;249.128,05;249.128,03;2.989.536,58;10.468,04;1.159.805,45;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.170.273,49;-238.660,01;910.677,40;-249.128,05;-249.128,05;-249.128,05;-249.128,05;-249.128,05;-249.128,05;-249.128,05;-249.128,05;-249.128,05;-249.128,03;-1.819.263,09
1.701.000.0000;Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9.927,81;8.038,93;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17.966,74;9.927,81;8.038,93;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17.966,74
1.701.000.0000;Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9.927,81;8.038,93;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17.966,74;9.927,81;8.038,93;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17.966,74
1.704.000.0000;Transferências da União Referentes a Compensações Financeiras pela Exploração de Recursos Naturais;596.164,43;672.797,97;643.619,25;537.816,92;599.121,42;531.434,92;487.993,85;505.925,20;578.026,09;517.452,86;484.332,05;373.641,61;6.528.326,57;364.292,25;377.349,06;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;741.641,31;-231.872,18;-295.448,91;-643.619,25;-537.816,92;-599.121,42;-531.434,92;-487.993,85;-505.925,20;-578.026,09;-517.452,86;-484.332,05;-373.641,61;-5.786.685,26
1.706.000.3110;Transferência Especial da União - Transferências da União decorrentes de emendas parlamentares individuais;18.887,48;18.887,48;18.887,48;18.887,48;18.887,48;18.887,48;18.887,48;18.887,48;18.887,48;18.887,48;18.887,48;18.887,50;226.649,78;16.256,61;14.058,21;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;30.314,82;-2.630,87;-4.829,27;-18.887,48;-18.887,48;-18.887,48;-18.887,48;-18.887,48;-18.887,48;-18.887,48;-18.887,48;-18.887,48;-18.887,50;-196.334,96
1.707.000.0000;Transferências da União – inciso I do art. 5º da Lei Complementar 173/2020;154,24;154,24;154,24;154,24;154,24;154,24;154,24;154,24;154,24;154,24;154,24;154,20;1.850,84;242,83;210,39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;453,22;88,59;56,15;-154,24;-154,24;-154,24;-154,24;-154,24;-154,24;-154,24;-154,24;-154,24;-154,20;-1.397,62
1.708.000.0000;Transferência da União Referente à Compensação Financeira de Recursos Minerais;1.658,25;5.822,48;3.855,56;3.947,36;3.773,32;2.595,85;2.318,50;2.431,57;5.531,77;3.285,62;70.945,49;28.828,18;134.993,95;8.564,84;7.942,05;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16.506,89;6.906,59;2.119,57;-3.855,56;-3.947,36;-3.773,32;-2.595,85;-2.318,50;-2.431,57;-5.531,77;-3.285,62;-70.945,49;-28.828,18;-118.487,06
1.710.000.3210;Identificação das Transferências dos Estados decorrentes de emendas parlamentares individuais;13.637,76;13.637,76;13.637,76;13.637,76;13.637,76;13.637,76;13.637,76;13.637,76;13.637,76;13.637,76;13.637,76;13.637,72;163.653,08;13.110,16;11.358,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24.468,46;-527,60;-2.279,46;-13.637,76;-13.637,76;-13.637,76;-13.637,76;-13.637,76;-13.637,76;-13.637,76;-13.637,76;-13.637,76;-13.637,72;-139.184,62
1.710.000.3220;Identificação das Transferências dos Estados decorrentes de emendas parlamentares de bancada;2.908,61;2.908,61;2.908,61;2.908,61;2.908,61;2.908,61;2.908,61;2.908,61;2.908,61;2.908,61;2.908,61;2.908,62;34.903,33;11.480,90;9.948,36;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;21.429,26;8.572,29;7.039,75;-2.908,61;-2.908,61;-2.908,61;-2.908,61;-2.908,61;-2.908,61;-2.908,61;-2.908,61;-2.908,61;-2.908,62;-13.474,07
1.710.010.0000;Transferência Especial dos Estados (Transf. Esp. Estado - Acordo Judicial Reparação Impactos Socioeconômicos e Ambientais-Barragem Brumadinho);17.540,38;17.540,38;17.540,38;17.540,38;17.540,38;17.540,38;17.540,38;17.540,38;17.540,38;17.540,38;17.540,38;17.540,34;210.484,52;17.970,27;14.030,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;32.000,54;429,89;-3.510,11;-17.540,38;-17.540,38;-17.540,38;-17.540,38;-17.540,38;-17.540,38;-17.540,38;-17.540,38;-17.540,38;-17.540,34;-178.483,98
1.718.000.0000;Auxílio Financeiro - Outorga Crédito Tributário ICMS - Art. 5º, Inciso V, EC nº 123/2022;2.833,52;2.833,52;2.833,52;2.833,52;2.833,52;2.833,52;2.833,52;2.833,52;2.833,52;2.833,52;2.833,52;2.833,56;34.002,28;3.924,83;3.400,62;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7.325,45;1.091,31;567,10;-2.833,52;-2.833,52;-2.833,52;-2.833,52;-2.833,52;-2.833,52;-2.833,52;-2.833,52;-2.833,52;-2.833,56;-26.676,83
1.719.000.0000;Transferências da Política Nacional Aldir Blanc de Fomento à Cultura - Lei nº 14.399/202;6.155,40;6.155,40;6.155,40;6.155,40;6.155,40;6.155,40;6.155,40;6.155,40;6.155,40;6.155,40;6.155,40;6.155,47;73.864,87;886.245,06;7.315,49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;893.560,55;880.089,66;1.160,09;-6.155,40;-6.155,40;-6.155,40;-6.155,40;-6.155,40;-6.155,40;-6.155,40;-6.155,40;-6.155,40;-6.155,47;819.695,68
1.720.000.0000;Transferência da União referentes às participações na exploração de Petróleo e Gás Natural destinadas ao FEP - Lei 9.478/1997;168.878,38;186.757,39;199.757,43;167.129,06;185.591,19;167.633,72;164.449,74;175.143,09;188.097,11;174.734,18;166.891,46;171.508,70;2.116.571,45;149.525,23;167.730,37;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;317.255,60;-19.353,15;-19.027,02;-199.757,43;-167.129,06;-185.591,19;-167.633,72;-164.449,74;-175.143,09;-188.097,11;-174.734,18;-166.891,46;-171.508,70;-1.799.315,85
1.750.000.0000;Recursos da Contribuição de Intervenção no Domínio Econômico - CIDE;76.272,47;5.554,81;5.554,81;71.369,57;5.554,81;5.554,81;77.950,03;5.554,81;5.554,81;81.896,69;5.554,81;5.554,83;351.927,26;42.105,02;6.005,64;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;48.110,66;-34.167,45;450,83;-5.554,81;-71.369,57;-5.554,81;-5.554,81;-77.950,03;-5.554,81;-5.554,81;-81.896,69;-5.554,81;-5.554,83;-303.816,60
1.751.000.0000;Recursos da Contribuição para o Custeio do Serviço de Iluminação Pública - COSIP;1.081.410,22;951.463,89;953.284,58;984.940,82;1.142.052,20;971.484,18;1.004.746,37;1.124.446,51;844.728,03;894.845,43;890.973,17;817.808,00;11.662.183,40;1.080.373,95;1.026.977,55;609.268,81;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.716.620,31;-1.036,27;75.513,66;-344.015,77;-984.940,82;-1.142.052,20;-971.484,18;-1.004.746,37;-1.124.446,51;-844.728,03;-894.845,43;-890.973,17;-817.808,00;-8.945.563,09
1.752.000.0000;Recursos Vinculados ao Trânsito;215.571,01;183.082,31;171.183,86;188.290,66;191.560,81;172.617,30;199.707,96;167.970,23;231.417,64;199.033,86;168.624,57;167.737,31;2.256.797,52;183.923,83;159.394,53;95.958,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;439.276,84;-31.647,18;-23.687,78;-75.225,38;-188.290,66;-191.560,81;-172.617,30;-199.707,96;-167.970,23;-231.417,64;-199.033,86;-168.624,57;-167.737,31;-1.817.520,68
1.753.000.0000;Recursos Provenientes de Taxas, Contribuições e Preços Públicos;444.558,67;612.619,36;486.207,14;1.824.824,96;4.129.256,94;1.194.114,51;1.333.038,23;1.275.613,99;1.467.567,72;2.469.421,09;1.820.332,94;1.503.824,42;18.561.379,97;1.882.876,80;1.988.008,77;2.241.809,53;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6.112.695,10;1.438.318,13;1.375.389,41;1.755.602,39;-1.824.824,96;-4.129.256,94;-1.194.114,51;-1.333.038,23;-1.275.613,99;-1.467.567,72;-2.469.421,09;-1.820.332,94;-1.503.824,42;-12.448.684,87
1.754.000.0000;Recursos de Operações de Crédito;1.866.455,03;1.866.455,03;1.866.455,03;1.866.455,03;1.866.455,03;1.866.455,03;1.866.455,03;1.866.455,03;1.866.455,03;1.866.455,03;1.866.455,03;1.866.454,99;22.397.460,32;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1.866.455,03;-1.866.455,03;-1.866.455,03;-1.866.455,03;-1.866.455,03;-1.866.455,03;-1.866.455,03;-1.866.455,03;-1.866.455,03;-1.866.455,03;-1.866.455,03;-1.866.454,99;-22.397.460,32
