Código;Especificação;Previsto Janeiro;Previsto Fevereiro;Previsto Março;Previsto Abril;Previsto Maio;Previsto Junho;Previsto Julho;Previsto Agosto;Previsto Setembro;Previsto Outubro;Previsto Novembro;Previsto Dezembro;Total Previsto;Realizado Janeiro;Realizado Fevereiro;Realizado Março;Realizado Abril;Realizado Maio;Realizado Junho;Realizado Julho;Realizado Agosto;Realizado Setembro;Realizado Outubro;Realizado Novembro;Realizado Dezembro;Total Realizado;Diferença Janeiro;Diferença Fevereiro;Diferença Março;Diferença Abril;Diferença Maio;Diferença Junho;Diferença Julho;Diferença Agosto;Diferença Setembro;Diferença Outubro;Diferença Novembro;Diferença Dezembro;Total Diferença
1.1.1.4.51.1.4.00.00.00;Imposto sobre Serviços de Qualquer Natureza - Dívida Ativa - Multas e Juros;24.662,70;21.438,47;17.354,82;18.247,07;18.507,23;18.525,63;22.420,35;21.749,39;36.798,78;44.627,26;88.855,52;85.831,73;419.018,95;36.027,59;29.737,05;29.867,52;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;95.632,16;11.364,89;8.298,58;12.512,70;-18.247,07;-18.507,23;-18.525,63;-22.420,35;-21.749,39;-36.798,78;-44.627,26;-88.855,52;-85.831,73;-323.386,79
1.1.2.1.01.0.1.01.00.00;Taxa Licença p/ Func. Estab.Com.,Ind.e Prest.Servi;2.732,93;3.347,08;7.587,41;10.076,88;17.157,02;7.925,49;11.138,41;15.986,01;40.145,43;800.338,47;351.578,24;321.986,63;1.590.000,00;9.303,49;7.053,18;7.280,61;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;23.637,28;6.570,56;3.706,10;-306,80;-10.076,88;-17.157,02;-7.925,49;-11.138,41;-15.986,01;-40.145,43;-800.338,47;-351.578,24;-321.986,63;-1.566.362,72
1.1.2.1.01.0.1.02.00.00;Taxa de Licença para Execução de Obras;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4.487,40;4.487,40;838,87;1.885,91;2.062,91;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4.787,69;838,87;1.885,91;2.062,91;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-4.487,40;300,29
1.1.2.1.01.0.1.03.00.00;Taxa de Utilização de Área de Domínio Público;5.427,68;188.098,55;16.289,75;12.482,04;20.852,24;22.777,19;85.165,78;4.471,61;27.229,69;128.346,03;193.897,53;138.053,67;843.091,76;393,88;4.579,59;1.853,82;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6.827,29;-5.033,80;-183.518,96;-14.435,93;-12.482,04;-20.852,24;-22.777,19;-85.165,78;-4.471,61;-27.229,69;-128.346,03;-193.897,53;-138.053,67;-836.264,47
1.1.2.1.01.0.1.04.00.00;Taxa de Aprovação do Projeto de Construção Civil;5.553,75;9.256,25;11.767,27;9.256,25;16.207,13;8.330,63;19.438,13;19.438,13;13.884,38;12.033,13;12.958,75;17.586,87;155.710,67;4.579,20;2.526,30;3.350,95;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10.456,45;-974,55;-6.729,95;-8.416,32;-9.256,25;-16.207,13;-8.330,63;-19.438,13;-19.438,13;-13.884,38;-12.033,13;-12.958,75;-17.586,87;-145.254,22
1.1.2.1.01.0.1.05.00.00;Taxa de Alinhamento e Nivelamento;3.032,61;7.854,80;4.421,76;6.245,04;3.866,85;4.534,01;18.101,51;6.891,55;8.071,63;8.028,28;5.624,20;3.422,79;80.095,03;7.126,66;2.929,66;3.798,57;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13.854,89;4.094,05;-4.925,14;-623,19;-6.245,04;-3.866,85;-4.534,01;-18.101,51;-6.891,55;-8.071,63;-8.028,28;-5.624,20;-3.422,79;-66.240,14
1.1.2.1.01.0.1.06.00.00;Taxa de Apreensão, Depósito ou Liberação de Animais;0,00;0,00;0,00;0,00;0,00;0,00;473,27;0,00;837,33;618,90;1.456,19;3.569,69;6.955,38;2.357,88;0,00;1.094,73;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3.452,61;2.357,88;0,00;1.094,73;0,00;0,00;0,00;-473,27;0,00;-837,33;-618,90;-1.456,19;-3.569,69;-3.502,77
1.1.2.1.01.0.1.07.00.00;Outras Taxas de Inspeção, Controle e Fiscalização;4.043,87;853,39;298,70;512,06;725,42;1.652,25;5.077,93;1.356,97;699,30;631,55;802,24;128,04;16.781,72;2.588,34;673,62;252,62;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3.514,58;-1.455,53;-179,77;-46,08;-512,06;-725,42;-1.652,25;-5.077,93;-1.356,97;-699,30;-631,55;-802,24;-128,04;-13.267,14
1.1.2.1.01.0.2.01.00.00;Multas e Juros-Taxas Insp.Cont.Fiscalização;15,28;1,88;38,21;108,58;266,11;131,35;252,58;408,41;615,90;536,55;793,45;176,39;3.344,69;207,39;144,06;154,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;506,05;192,11;142,18;116,39;-108,58;-266,11;-131,35;-252,58;-408,41;-615,90;-536,55;-793,45;-176,39;-2.838,64
1.1.2.1.01.0.3.01.00.00;Divida Ativa-Taxas Insp.Cont.Fiscalização;32.017,50;56.524,53;54.965,69;47.642,94;45.451,94;24.232,52;42.081,73;79.325,89;105.648,30;119.163,61;58.097,17;37.538,72;702.690,54;23.714,27;31.384,18;24.869,82;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;79.968,27;-8.303,23;-25.140,35;-30.095,87;-47.642,94;-45.451,94;-24.232,52;-42.081,73;-79.325,89;-105.648,30;-119.163,61;-58.097,17;-37.538,72;-622.722,27
1.1.2.1.01.0.4.01.00.00;Multas e Juros Divida Ativa-Taxas Insp.Cont.Fiscal;17.837,35;23.740,32;21.750,81;21.514,19;25.212,56;14.549,19;14.021,49;16.466,46;17.976,38;24.182,14;20.295,73;20.958,10;238.504,72;9.165,93;10.252,35;10.063,83;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;29.482,11;-8.671,42;-13.487,97;-11.686,98;-21.514,19;-25.212,56;-14.549,19;-14.021,49;-16.466,46;-17.976,38;-24.182,14;-20.295,73;-20.958,10;-209.022,61
1.1.2.1.01.0.4.03.00.00;Taxa de Utilização de Área de Domínio Público - Multa e Juros	de Divida Ativa;413,71;0,00;161,12;1.790,12;264,97;161,17;107,24;3.463,00;3.553,13;553,20;1.110,11;663,71;12.241,48;125,82;172,52;69,91;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;368,25;-287,89;172,52;-91,21;-1.790,12;-264,97;-161,17;-107,24;-3.463,00;-3.553,13;-553,20;-1.110,11;-663,71;-11.873,23
1.1.2.2.01.0.1.01.00.00;Taxa de Cemitérios;15.702,75;12.967,81;19.835,27;23.180,32;23.346,99;18.212,38;34.096,58;27.941,99;33.209,50;25.887,65;28.926,87;31.719,17;295.027,28;797,20;1.347,22;51.271,72;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;53.416,14;-14.905,55;-11.620,59;31.436,45;-23.180,32;-23.346,99;-18.212,38;-34.096,58;-27.941,99;-33.209,50;-25.887,65;-28.926,87;-31.719,17;-241.611,14
1.1.2.2.01.0.1.02.00.00;Taxa de Coleta e Tratamento de Lixo;44.096,05;77.585,81;171.693,20;1.481.363,19;3.767.219,78;871.834,42;867.702,46;845.327,30;887.261,52;870.351,48;762.110,21;663.784,89;11.310.330,31;15.548,71;0,00;3.351,77;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18.900,48;-28.547,34;-77.585,81;-168.341,43;-1.481.363,19;-3.767.219,78;-871.834,42;-867.702,46;-845.327,30;-887.261,52;-870.351,48;-762.110,21;-663.784,89;-11.291.429,83
1.1.2.2.01.0.1.03.00.00;Serviços Registro Certificação e Fiscalização;6.754,94;7.121,60;8.434,30;8.611,39;27.787,74;36.065,33;17.657,77;6.545,04;20.633,07;16.607,53;25.457,08;2.347,13;184.022,92;12.912,21;11.033,56;25.660,15;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;49.605,92;6.157,27;3.911,96;17.225,85;-8.611,39;-27.787,74;-36.065,33;-17.657,77;-6.545,04;-20.633,07;-16.607,53;-25.457,08;-2.347,13;-134.417,00
1.1.2.2.01.0.1.04.00.00;Outras Taxas pela Prestação de Serviços;122.927,80;44.337,98;21.442,75;43.066,15;15.503,75;29.531,35;75.432,34;34.049,73;30.470,16;46.505,82;37.493,55;14.182,97;514.944,35;15.487,81;7.344,59;5.649,97;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;28.482,37;-107.439,99;-36.993,39;-15.792,78;-43.066,15;-15.503,75;-29.531,35;-75.432,34;-34.049,73;-30.470,16;-46.505,82;-37.493,55;-14.182,97;-486.461,98
1.1.2.2.01.0.2.01.00.00;Multas e Juros-Taxas pela Prest.Serviços;412,06;23,14;108,13;20,86;2.268,82;2.934,59;5.095,14;7.794,82;11.556,00;10.573,01;7.031,58;5.750,20;53.568,35;2.045,70;53,74;107,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.206,54;1.633,64;30,60;-1,03;-20,86;-2.268,82;-2.934,59;-5.095,14;-7.794,82;-11.556,00;-10.573,01;-7.031,58;-5.750,20;-51.361,81
1.1.2.2.01.0.3.01.00.00;Divida Ativa - Taxas pela Prest.Serviços;93.645,58;92.161,80;71.065,47;77.493,48;79.014,74;68.563,56;69.252,34;137.518,75;198.954,62;321.435,42;193.269,74;126.027,68;1.528.403,18;127.711,73;91.769,55;67.610,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;287.091,61;34.066,15;-392,25;-3.455,14;-77.493,48;-79.014,74;-68.563,56;-69.252,34;-137.518,75;-198.954,62;-321.435,42;-193.269,74;-126.027,68;-1.241.311,57
1.1.2.2.01.0.4.01.00.00;Multas e Juros Divida Ativa-Taxas pela Prest.Serviços;47.851,03;47.188,97;34.700,60;39.045,91;41.380,11;39.586,44;23.975,67;25.771,61;23.608,97;42.027,18;77.254,98;69.884,90;512.276,37;41.012,01;35.008,31;27.594,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;103.614,59;-6.839,02;-12.180,66;-7.106,33;-39.045,91;-41.380,11;-39.586,44;-23.975,67;-25.771,61;-23.608,97;-42.027,18;-77.254,98;-69.884,90;-408.661,78
1.2.1.5.01.1.1.01.00.00;CPSSS do Servidor Civil Ativo - Prefeitura;492.808,10;967.826,68;0,00;1.036.351,69;0,00;489.326,21;484.773,90;483.616,82;483.589,58;485.610,30;573.927,25;1.502.169,47;7.000.000,00;0,00;186.643,70;186.822,51;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;373.466,21;-492.808,10;-781.182,98;186.822,51;-1.036.351,69;0,00;-489.326,21;-484.773,90;-483.616,82;-483.589,58;-485.610,30;-573.927,25;-1.502.169,47;-6.626.533,79
1.2.1.5.01.1.1.02.00.00;CPSSS do Servidor Civil Ativo - Câmara;0,00;45.539,04;0,00;48.458,12;24.386,36;0,00;23.079,49;48.596,57;0,00;46.449,27;0,00;68.491,15;305.000,00;26.509,69;26.752,52;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;53.262,21;26.509,69;-18.786,52;0,00;-48.458,12;-24.386,36;0,00;-23.079,49;-48.596,57;0,00;-46.449,27;0,00;-68.491,15;-251.737,79
1.2.1.5.01.1.1.03.00.00;CPSSS do Servidor Civil Ativo - FMS;179.965,04;361.804,86;0,00;379.502,59;0,00;184.957,93;184.093,46;182.635,31;182.084,69;180.507,60;180.397,41;544.051,11;2.560.000,00;0,00;189.276,50;188.087,16;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;377.363,66;-179.965,04;-172.528,36;188.087,16;-379.502,59;0,00;-184.957,93;-184.093,46;-182.635,31;-182.084,69;-180.507,60;-180.397,41;-544.051,11;-2.182.636,34
1.2.1.5.01.1.1.04.00.00;CPSSS do Servidor Civil Ativo - SAS;73.328,85;74.503,19;74.503,19;176.805,12;0,00;101.592,81;93.385,97;91.429,85;92.477,47;92.239,72;92.699,16;277.034,67;1.240.000,00;1.307,98;101.305,87;101.903,15;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;204.517,00;-72.020,87;26.802,68;27.399,96;-176.805,12;0,00;-101.592,81;-93.385,97;-91.429,85;-92.477,47;-92.239,72;-92.699,16;-277.034,67;-1.035.483,00
1.2.1.5.01.1.1.05.00.00;CPSSS do Servidor Civil Ativo - SIMPAS;6.039,86;6.021,85;6.039,86;13.173,47;0,00;6.403,88;6.331,58;6.331,58;6.331,58;6.331,58;6.331,58;12.663,18;82.000,00;0,00;6.115,73;6.115,73;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12.231,46;-6.039,86;93,88;75,87;-13.173,47;0,00;-6.403,88;-6.331,58;-6.331,58;-6.331,58;-6.331,58;-6.331,58;-12.663,18;-69.768,54
1.2.1.5.01.1.1.06.00.00;CPSSS do Servidor Civil Ativo - Outras Entidades;311,46;983,30;983,30;2.585,30;983,30;2.478,20;4.186,94;1.004,04;1.004,04;1.722,82;2.858,57;6.098,73;25.200,00;595,84;2.272,88;3.034,81;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5.903,53;284,38;1.289,58;2.051,51;-2.585,30;-983,30;-2.478,20;-4.186,94;-1.004,04;-1.004,04;-1.722,82;-2.858,57;-6.098,73;-19.296,47
1.2.1.5.01.1.1.07.00.00;CPSSS do Servidor Civil Ativo - Educação;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;306.943,04;302.897,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;609.840,42;0,00;306.943,04;302.897,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;609.840,42
1.2.1.5.01.1.1.08.00.00;CPSSS do Servidor Civil Ativo - Semas;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13.037,50;13.156,61;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;26.194,11;0,00;13.037,50;13.156,61;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;26.194,11
1.2.1.5.01.2.1.01.00.00;CPSSS do Servidor Civil Inativo - SIMPAS;111.785,66;101.029,20;100.350,35;273.525,15;0,00;119.407,56;117.170,99;118.102,85;118.199,81;116.138,71;116.316,03;429.973,69;1.722.000,00;0,00;111.684,71;111.015,47;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;222.700,18;-111.785,66;10.655,51;10.665,12;-273.525,15;0,00;-119.407,56;-117.170,99;-118.102,85;-118.199,81;-116.138,71;-116.316,03;-429.973,69;-1.499.299,82
1.2.4.1.50.0.1.00.00.00;Contribuição para o Custeio do Serviço de Iluminação Pública;1.462.584,67;1.443.033,84;1.427.995,78;1.504.728,71;1.768.495,33;1.485.508,89;1.543.316,94;1.745.393,27;1.872.758,84;2.073.439,18;2.098.209,65;1.901.890,79;20.327.355,89;1.625.690,70;1.586.486,38;1.206.096,34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4.418.273,42;163.106,03;143.452,54;-221.899,44;-1.504.728,71;-1.768.495,33;-1.485.508,89;-1.543.316,94;-1.745.393,27;-1.872.758,84;-2.073.439,18;-2.098.209,65;-1.901.890,79;-15.909.082,47
1.2.4.1.50.0.3.00.00.00;Contribuição para o Custeio do Serviço de Iluminação Pública - Divida Ativa;7.430,67;9.827,89;24.457,23;8.063,27;11.391,58;5.641,87;6.595,12;13.662,08;52.481,96;29.901,92;16.717,33;13.315,96;199.486,88;20.847,90;12.713,04;8.586,94;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;42.147,88;13.417,23;2.885,15;-15.870,29;-8.063,27;-11.391,58;-5.641,87;-6.595,12;-13.662,08;-52.481,96;-29.901,92;-16.717,33;-13.315,96;-157.339,00
1.2.4.1.50.0.4.00.00.00;Contribuição para o Custeio do Serviço de Iluminação Pública - Multa e Juros de Divida Ativa;6.688,72;9.099,36;14.031,41;7.180,53;14.188,36;5.098,29;4.235,19;3.883,91;11.191,01;6.906,04;12.059,40;11.867,94;106.430,16;6.754,65;5.009,59;3.853,71;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15.617,95;65,93;-4.089,77;-10.177,70;-7.180,53;-14.188,36;-5.098,29;-4.235,19;-3.883,91;-11.191,01;-6.906,04;-12.059,40;-11.867,94;-90.812,21
1.3.1.1.01.1.1.01.00.00;Alugueis e Arrendamentos;7.896,35;11.234,58;14.984,80;13.503,27;8.451,15;9.770,40;13.059,17;10.966,59;15.615,97;11.320,90;11.320,90;10.056,01;138.180,09;10.999,31;11.056,55;10.618,58;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;32.674,44;3.102,96;-178,03;-4.366,22;-13.503,27;-8.451,15;-9.770,40;-13.059,17;-10.966,59;-15.615,97;-11.320,90;-11.320,90;-10.056,01;-105.505,65
1.3.1.1.01.1.1.02.00.00;Alugueis - Outros;1.277,61;1.277,61;1.277,61;1.277,61;1.277,61;1.277,61;1.277,61;1.277,61;1.277,61;1.277,61;1.277,61;1.277,61;15.331,32;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1.277,61;-1.277,61;-1.277,61;-1.277,61;-1.277,61;-1.277,61;-1.277,61;-1.277,61;-1.277,61;-1.277,61;-1.277,61;-1.277,61;-15.331,32
1.3.1.1.01.1.1.03.00.00;Arrendamentos;1.152,11;1.152,11;1.152,11;1.152,11;1.152,11;1.152,11;1.152,11;1.152,11;1.152,11;1.152,11;1.152,11;1.152,14;13.825,35;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1.152,11;-1.152,11;-1.152,11;-1.152,11;-1.152,11;-1.152,11;-1.152,11;-1.152,11;-1.152,11;-1.152,11;-1.152,11;-1.152,14;-13.825,35
1.3.1.1.01.2.1.01.00.00;Foros;2.504,29;23.216,28;23.601,92;90.614,37;142.389,54;124.304,20;39.641,03;81.734,36;67.360,25;121.326,33;99.731,56;74.313,95;890.738,08;88.591,82;24.121,26;3.236,49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;115.949,57;86.087,53;904,98;-20.365,43;-90.614,37;-142.389,54;-124.304,20;-39.641,03;-81.734,36;-67.360,25;-121.326,33;-99.731,56;-74.313,95;-774.788,51
1.3.1.1.01.2.1.02.00.00;Laudêmios;672,67;4.100,17;303,78;786,63;3.880,80;0,00;8.370,27;0,00;0,00;1.012,49;619,85;2.277,27;22.023,93;670,79;0,00;966,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.637,01;-1,88;-4.100,17;662,44;-786,63;-3.880,80;0,00;-8.370,27;0,00;0,00;-1.012,49;-619,85;-2.277,27;-20.386,92
1.3.1.1.01.2.2.01.00.00;Multas e Juros-Foros,Laudêmios Tarifas Ocupação;5,66;0,00;0,00;0,00;313,42;162,06;604,75;237,68;668,34;2.584,83;216,11;295,88;5.088,73;26,29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;26,29;20,63;0,00;0,00;0,00;-313,42;-162,06;-604,75;-237,68;-668,34;-2.584,83;-216,11;-295,88;-5.062,44
1.3.1.1.01.2.3.01.00.00;Dívida Ativa-Foros,Laudêmios,Tarifas Ocupação;4.110,74;5.192,56;4.195,12;4.987,97;8.906,57;3.561,74;1.908,72;8.639,90;10.398,04;12.814,80;8.808,88;7.289,88;80.814,92;11.567,21;2.691,89;1.466,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15.725,40;7.456,47;-2.500,67;-2.728,82;-4.987,97;-8.906,57;-3.561,74;-1.908,72;-8.639,90;-10.398,04;-12.814,80;-8.808,88;-7.289,88;-65.089,52
1.3.1.1.01.2.4.01.00.00;Multas e Juros Dívida Ativa-Foros,Laud.Tarifas Ocupação;1.979,55;2.563,33;2.144,00;2.349,53;4.507,84;1.708,55;963,30;1.024,65;1.240,74;1.209,38;5.029,49;4.150,15;28.870,51;2.837,68;1.077,67;612,82;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4.528,17;858,13;-1.485,66;-1.531,18;-2.349,53;-4.507,84;-1.708,55;-963,30;-1.024,65;-1.240,74;-1.209,38;-5.029,49;-4.150,15;-24.342,34
1.3.1.1.99.0.1.01.00.00;Outras Receitas Imobiliárias;832,03;832,03;832,03;832,03;832,03;832,03;832,03;832,03;832,03;832,03;832,03;831,99;9.984,32;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-832,03;-832,03;-832,03;-832,03;-832,03;-832,03;-832,03;-832,03;-832,03;-832,03;-832,03;-831,99;-9.984,32
