Entidade;Número do Organograma;Descrição do organograma;Número da ação;Descrição da ação;Número do programa;Descrição do programa;Número da função;Descrição da função;Número da subfunção;Descrição da subfunção;Número da despesa;Natureza de Despesa;Descrição da natureza de despesa;Recurso;Descrição do recurso;Valor empenhado da despesa
PREFEITURA MUNICIPAL DE BARBACENA;16.001;SEMOP;2.100;MANUTENÇAO DA SEMOP;11;APOIO A ADMINISTRAÇAO PUBLICA;15;Urbanismo;451;Infra-Estrutura Urbana;140;3.3.90.39.10.00.00.00;LOCAÇÃO DE IMÓVEIS;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;99.000,00
PREFEITURA MUNICIPAL DE BARBACENA;16.001;SEMOP;2.100;MANUTENÇAO DA SEMOP;11;APOIO A ADMINISTRAÇAO PUBLICA;15;Urbanismo;451;Infra-Estrutura Urbana;140;3.3.90.39.05.00.00.00;SERVIÇOS TÉCNICOS PROFISSIONAIS;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;13.018,80
PREFEITURA MUNICIPAL DE BARBACENA;16.001;SEMOP;2.100;MANUTENÇAO DA SEMOP;11;APOIO A ADMINISTRAÇAO PUBLICA;15;Urbanismo;451;Infra-Estrutura Urbana;140;3.3.90.39.30.00.00.00;SERVIÇOS DE ÁGUA E ESGOTO;1.753.000.0000;RECURSOS PROVENIENTES DE TAXAS, CONTRIBUIÇÕES E PREÇOS PÚBLICOS;21.840,00
PREFEITURA MUNICIPAL DE BARBACENA;16.001;SEMOP;2.100;MANUTENÇAO DA SEMOP;11;APOIO A ADMINISTRAÇAO PUBLICA;15;Urbanismo;451;Infra-Estrutura Urbana;145;3.3.90.93.03.00.00.00;OUTRAS INDENIZAÇÕES E RESTITUIÇÕES;2.700.000.0000;OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS OU INSTRUMENTOS CONGÊNERES DA UNIÃO;16.096,69
PREFEITURA MUNICIPAL DE BARBACENA;16.001;SEMOP;1.027;CONSTRUÇAO, AMPLIAÇAO, RECUPERAÇÃO E MELHORIA DE VIAS PUBLICAS;27;MOBILIDADE URBANA;15;Urbanismo;451;Infra-Estrutura Urbana;197;3.3.90.39.99.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;1.700,00
PREFEITURA MUNICIPAL DE BARBACENA;19.001;SEFAZ;2.108;MANUTENÇAO DA SEFAZ;11;APOIO A ADMINISTRAÇAO PUBLICA;4;Administração;123;Administração Financeira;207;3.3.90.14.05.00.00.00;DIÁRIAS DE DEMAIS SERVIDORES;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;336,84
PREFEITURA MUNICIPAL DE BARBACENA;19.001;SEFAZ;2.108;MANUTENÇAO DA SEFAZ;11;APOIO A ADMINISTRAÇAO PUBLICA;4;Administração;123;Administração Financeira;207;3.3.90.14.04.00.00.00;DIÁRIAS DE SECRETÁRIOS;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;252,63
PREFEITURA MUNICIPAL DE BARBACENA;19.001;SEFAZ;2.106;MELHORIA DO PROGRAMA NOTA FISCAL PREMIADA;23;MELHORIA DA RECEITA MUNICIPAL;4;Administração;123;Administração Financeira;235;3.3.90.31.00.00.00.00;PREMIAÇÕES CULTURAIS, ARTÍSTICAS, CIENT., DESPORT;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;4.000,00
PREFEITURA MUNICIPAL DE BARBACENA;23.001;AGM;2.131;MANUTENÇAO DA AGM;11;APOIO A ADMINISTRAÇAO PUBLICA;3;Essencial à Justiça;122;Administração Geral;265;3.3.90.39.99.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;186.000,00
PREFEITURA MUNICIPAL DE BARBACENA;25.001;SEMAS;2.309;MANUTENÇAO DE AÇÕES DA ASSISTÊNCIA SOCIAL;11;APOIO A ADMINISTRAÇAO PUBLICA;8;Assistência Social;122;Administração Geral;294;3.3.90.14.04.00.00.00;DIÁRIAS DE SECRETÁRIOS;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;926,31
PREFEITURA MUNICIPAL DE BARBACENA;25.001;SEMAS;2.309;MANUTENÇAO DE AÇÕES DA ASSISTÊNCIA SOCIAL;11;APOIO A ADMINISTRAÇAO PUBLICA;8;Assistência Social;122;Administração Geral;300;3.3.90.40.99.00.00.00;OUTROS SERV. DE TECNOL. DA INF. E COMUNIC. - PJ;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;6.740,00
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.312;MANUTENÇÃO DE BENEFICIOS EVENTUAIS;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;393;3.3.90.48.00.00.00.00;OUTROS AUXÍLIOS FINANCEIROS A PESSOAS FÍSICAS;1.661.000.0000;TRANSFERÊNCIA DE RECURSOS DOS FUNDOS ESTADUAIS DE ASSISTÊNCIA SOCIAL;6.564,00
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.313;SERVIÇO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;395;3.3.50.43.00.00.00.00;SUBVENÇÕES SOCIAIS;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;167.960,32
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.313;SERVIÇO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;395;3.3.50.43.00.00.00.00;SUBVENÇÕES SOCIAIS;1.660.000.0000;TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS;36.000,00
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;409;3.3.90.39.30.00.00.00;SERVIÇOS DE ÁGUA E ESGOTO;1.660.000.0000;TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS;12.048,00
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.608;CONTRATOS E PARCERIAS COM ENTIDADES DE ASSISTENCIA SOCIAL;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;418;3.3.50.43.00.00.00.00;SUBVENÇÕES SOCIAIS;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;318.033,80
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.608;CONTRATOS E PARCERIAS COM ENTIDADES DE ASSISTENCIA SOCIAL;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;418;3.3.50.43.00.00.00.00;SUBVENÇÕES SOCIAIS;1.501.000.0000;OUTROS RECURSOS NÃO VINCULADOS;612.500,00
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.315;MANUTENÇAO DO CREAS - PAEFI;57;PROTEÇÃO SOCIAL ESPECIAL DE MÉDIA COMPLEXIDADE;8;Assistência Social;244;Assistência Comunitária;427;3.3.90.36.14.00.00.00;LOCAÇÃO DE IMÓVEIS;1.660.000.0000;TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS;45.717,60
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.310;MANUTENÇÃO DA CASA DE ACOLHIMENTO INSTITUCIONAL CRIANÇA E ADOLESCENTE;58;PROTEÇÃO SOCIAL ESPECIAL DE ALTA COMPLEXIDADE;8;Assistência Social;244;Assistência Comunitária;441;3.3.90.36.14.00.00.00;LOCAÇÃO DE IMÓVEIS;1.660.000.0000;TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS;43.350,23
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.665;MANUTENÇÃO DA CASA DE PASSAGEM;58;PROTEÇÃO SOCIAL ESPECIAL DE ALTA COMPLEXIDADE;8;Assistência Social;244;Assistência Comunitária;457;3.3.90.36.14.00.00.00;LOCAÇÃO DE IMÓVEIS;1.661.000.0000;TRANSFERÊNCIA DE RECURSOS DOS FUNDOS ESTADUAIS DE ASSISTÊNCIA SOCIAL;33.807,78
PREFEITURA MUNICIPAL DE BARBACENA;26.001;SEMAD;2.055;MANUTENÇÃO DA SEMAD;11;APOIO A ADMINISTRAÇAO PUBLICA;4;Administração;122;Administração Geral;511;3.3.90.39.30.00.00.00;SERVIÇOS DE ÁGUA E ESGOTO;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;5.500,00
PREFEITURA MUNICIPAL DE BARBACENA;26.001;SEMAD;2.055;MANUTENÇÃO DA SEMAD;11;APOIO A ADMINISTRAÇAO PUBLICA;4;Administração;122;Administração Geral;511;3.3.90.39.10.00.00.00;LOCAÇÃO DE IMÓVEIS;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;168.821,80
PREFEITURA MUNICIPAL DE BARBACENA;26.001;SEMAD;2.055;MANUTENÇÃO DA SEMAD;11;APOIO A ADMINISTRAÇAO PUBLICA;4;Administração;122;Administração Geral;512;3.3.90.40.99.00.00.00;OUTROS SERV. DE TECNOL. DA INF. E COMUNIC. - PJ;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;17.939,26
PREFEITURA MUNICIPAL DE BARBACENA;26.001;SEMAD;2.055;MANUTENÇÃO DA SEMAD;11;APOIO A ADMINISTRAÇAO PUBLICA;4;Administração;122;Administração Geral;513;3.3.90.47.00.00.00.00;OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;22.374,60
PREFEITURA MUNICIPAL DE BARBACENA;26.001;SEMAD;2.056;PESSOAL E ENCARGOS SOCIAIS DA SEMAD;11;APOIO A ADMINISTRAÇAO PUBLICA;4;Administração;122;Administração Geral;520;3.1.90.11.42.00.00.00;FÉRIAS VENCIDAS E PROPORCIONAIS;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;4.698,85
PREFEITURA MUNICIPAL DE BARBACENA;26.001;SEMAD;2.741;MANUTENÇÃO DE ATIVIDADES DA GESTÃO DE RECURSOS HUMANOS;26;MODERNIZAÇÃO DA ADMINISTRAÇÃO PÚBLICA;4;Administração;122;Administração Geral;532;3.3.90.39.05.00.00.00;SERVIÇOS TÉCNICOS PROFISSIONAIS;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;32.663,10
PREFEITURA MUNICIPAL DE BARBACENA;29.002;FUNDO MUN DE DES SUSTENT E DEFESA AMBIENTAL FUNDAL;2.253;PROMOÇAO, DESENVOLVIMENTO E FORTALECIMENTO DA ECONOMIA DE BARBACENA E REGIAO;22;FOMENTO ECONOMICO;23;Comércio e Serviços;122;Administração Geral;1199;4.4.90.61.01.00.00.00;AQUISIÇÃO DE IMÓVEIS DE DOMÍNIO PÚBLICO;2.501.000.0000;OUTROS RECURSOS NÃO VINCULADOS;4.200.000,00
PREFEITURA MUNICIPAL DE BARBACENA;30.001;SESP;2.063;MANUTENÇÃO DA SESP;11;APOIO A ADMINISTRAÇAO PUBLICA;15;Urbanismo;452;Serviços Urbanos;624;3.3.90.14.04.00.00.00;DIÁRIAS DE SECRETÁRIOS;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;926,31
PREFEITURA MUNICIPAL DE BARBACENA;30.001;SESP;2.063;MANUTENÇÃO DA SESP;11;APOIO A ADMINISTRAÇAO PUBLICA;15;Urbanismo;452;Serviços Urbanos;629;3.3.90.39.99.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;106.000,00
PREFEITURA MUNICIPAL DE BARBACENA;30.001;SESP;2.063;MANUTENÇÃO DA SESP;11;APOIO A ADMINISTRAÇAO PUBLICA;15;Urbanismo;452;Serviços Urbanos;629;3.3.90.39.99.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;1.501.000.0000;OUTROS RECURSOS NÃO VINCULADOS;50.000,00
PREFEITURA MUNICIPAL DE BARBACENA;30.001;SESP;2.672;MANUTENÇÃO DO TERMINAL RODOVIÁRIO DE BARBACENA;11;APOIO A ADMINISTRAÇAO PUBLICA;15;Urbanismo;452;Serviços Urbanos;653;3.3.90.39.30.00.00.00;SERVIÇOS DE ÁGUA E ESGOTO;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;60.000,00
PREFEITURA MUNICIPAL DE BARBACENA;30.001;SESP;2.672;MANUTENÇÃO DO TERMINAL RODOVIÁRIO DE BARBACENA;11;APOIO A ADMINISTRAÇAO PUBLICA;15;Urbanismo;452;Serviços Urbanos;653;3.3.90.39.15.00.00.00;MANUTENÇÃO E CONSERVAÇÃO DE MÁQUINAS E EQUIPAM.;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;23.840,70
PREFEITURA MUNICIPAL DE BARBACENA;30.001;SESP;1.036;MANUTENÇÃO NA INFRAESTRUTURA URBANA;17;INFRAESTRUTURA URBANA E RURAL;15;Urbanismo;452;Serviços Urbanos;660;4.4.90.51.01.00.00.00;OBRAS E INSTALAÇÕES DE DOMÍNIO PÚBLICO;1.753.000.0000;RECURSOS PROVENIENTES DE TAXAS, CONTRIBUIÇÕES E PREÇOS PÚBLICOS;200.000,00
PREFEITURA MUNICIPAL DE BARBACENA;30.001;SESP;2.161;MANUTENÇAO DAS ATIVIDADES DE LIMPEZA URBANA E DESTINAÇAO FINAL DE RESIDUOS;18;MEIO AMBIENTE E SANEAMENTO BASICO;17;Saneamento;452;Serviços Urbanos;690;3.3.90.39.61.00.00.00;LIMPEZA E CONSERVAÇÃO;1.704.000.0000;TRANSFERÊNCIAS DA UNIÃO REFERENTES A COMPENSAÇÕES FINANCEIRAS PELA EXPLORAÇÃO DE RECURSOS NATURAIS;710.479,00
PREFEITURA MUNICIPAL DE BARBACENA;30.001;SESP;2.161;MANUTENÇAO DAS ATIVIDADES DE LIMPEZA URBANA E DESTINAÇAO FINAL DE RESIDUOS;18;MEIO AMBIENTE E SANEAMENTO BASICO;17;Saneamento;452;Serviços Urbanos;690;3.3.90.39.73.00.00.00;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE CARGAS;1.704.000.0000;TRANSFERÊNCIAS DA UNIÃO REFERENTES A COMPENSAÇÕES FINANCEIRAS PELA EXPLORAÇÃO DE RECURSOS NATURAIS;2.341.010,00
PREFEITURA MUNICIPAL DE BARBACENA;30.001;SESP;2.161;MANUTENÇAO DAS ATIVIDADES DE LIMPEZA URBANA E DESTINAÇAO FINAL DE RESIDUOS;18;MEIO AMBIENTE E SANEAMENTO BASICO;17;Saneamento;452;Serviços Urbanos;690;3.3.90.39.61.00.00.00;LIMPEZA E CONSERVAÇÃO;1.753.000.0000;RECURSOS PROVENIENTES DE TAXAS, CONTRIBUIÇÕES E PREÇOS PÚBLICOS;2.505.946,69
PREFEITURA MUNICIPAL DE BARBACENA;31.002;FUNDO MUNICIPAL DE MEIO AMBIENTE - FMMA;2.435;MANUTENÇÃO DE AÇÕES DE CUIDADOS AOS ANIMAIS;19;POLÍTICA MUNICIPAL DE MEIO AMBIENTE E BEM-ESTAR ANIMAL;18;Gestão Ambiental;541;Preservação e Conservação Ambiental;725;3.3.90.39.99.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;17.450,00
PREFEITURA MUNICIPAL DE BARBACENA;32.001;SEDUC;2.125;MANUTENÇÃO DA SEDUC;11;APOIO A ADMINISTRAÇAO PUBLICA;12;Educação;122;Administração Geral;749;3.3.90.40.99.00.00.00;OUTROS SERV. DE TECNOL. DA INF. E COMUNIC. - PJ;1.500.000.1001;RECURSOS NÃO VINCULADOS DE IMPOSTOS (EDUCAÇÃO);29.465,10
PREFEITURA MUNICIPAL DE BARBACENA;32.001;SEDUC;2.080;MANUTENCAO DAS UNIDADES DE ENSINO DA EDUCACAO INFANTIL;14;GESTÃO DA EDUCAÇÃO INFANTIL;12;Educação;365;Educação Infantil;819;3.3.90.30.04.00.00.00;GÁS ENGARRAFADO;1.500.000.1001;RECURSOS NÃO VINCULADOS DE IMPOSTOS (EDUCAÇÃO);17.428,93
PREFEITURA MUNICIPAL DE BARBACENA;32.001;SEDUC;2.135;MANUTENÇÃO DE CRECHES;14;GESTÃO DA EDUCAÇÃO INFANTIL;12;Educação;365;Educação Infantil;835;3.3.90.30.04.00.00.00;GÁS ENGARRAFADO;1.500.000.1001;RECURSOS NÃO VINCULADOS DE IMPOSTOS (EDUCAÇÃO);8.124,36
PREFEITURA MUNICIPAL DE BARBACENA;32.001;SEDUC;2.203;MANUTENÇAO DAS UNIDADES DE ENSINO FUNDAMENTAL;15;GESTÃO DO ENSINO FUNDAMENTAL;12;Educação;361;Ensino Fundamental;787;3.3.90.30.04.00.00.00;GÁS ENGARRAFADO;1.500.000.1001;RECURSOS NÃO VINCULADOS DE IMPOSTOS (EDUCAÇÃO);37.684,91
PREFEITURA MUNICIPAL DE BARBACENA;32.001;SEDUC;2.203;MANUTENÇAO DAS UNIDADES DE ENSINO FUNDAMENTAL;15;GESTÃO DO ENSINO FUNDAMENTAL;12;Educação;361;Ensino Fundamental;789;3.3.90.39.30.00.00.00;SERVIÇOS DE ÁGUA E ESGOTO;1.500.000.1001;RECURSOS NÃO VINCULADOS DE IMPOSTOS (EDUCAÇÃO);200.000,00
PREFEITURA MUNICIPAL DE BARBACENA;32.001;SEDUC;2.081;MANUTENÇÃO DA EDUCAÇÃO DE JOVENS E ADULTOS;16;GESTÃO DA EDUCAÇÃO DE JOVENS E ADULTOS;12;Educação;366;Educação de Jovens e Adultos;872;3.3.90.30.04.00.00.00;GÁS ENGARRAFADO;1.500.000.1001;RECURSOS NÃO VINCULADOS DE IMPOSTOS (EDUCAÇÃO);823,42
PREFEITURA MUNICIPAL DE BARBACENA;32.001;SEDUC;2.221;MANUTENÇÃO DO ATENDIMENTO EDUCACIONAL ESPECIALIZADO;38;GESTÃO DA EDUCAÇÃO ESPECIAL;12;Educação;367;Educação Especial;884;3.3.90.30.04.00.00.00;GÁS ENGARRAFADO;1.500.000.1001;RECURSOS NÃO VINCULADOS DE IMPOSTOS (EDUCAÇÃO);8.014,52
PREFEITURA MUNICIPAL DE BARBACENA;33.001;SSP;2.266;MANUTENÇÃO DA SSP;11;APOIO A ADMINISTRAÇAO PUBLICA;6;Segurança Pública;122;Administração Geral;958;3.3.90.93.03.00.00.00;OUTRAS INDENIZAÇÕES E RESTITUIÇÕES;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;317,35
PREFEITURA MUNICIPAL DE BARBACENA;33.003;FUNDO MUNICIPAL DE TRANSPORTES E TRÂNSITO - FMTT;2.156;GESTAO OPERACIONAL DO TRANSITO MUNICIPAL;27;MOBILIDADE URBANA;15;Urbanismo;451;Infra-Estrutura Urbana;1014;3.3.90.39.99.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;1.752.000.0000;RECURSOS VINCULADOS AO TRÂNSITO;28.440,00
PREFEITURA MUNICIPAL DE BARBACENA;33.003;FUNDO MUNICIPAL DE TRANSPORTES E TRÂNSITO - FMTT;2.156;GESTAO OPERACIONAL DO TRANSITO MUNICIPAL;27;MOBILIDADE URBANA;15;Urbanismo;451;Infra-Estrutura Urbana;1014;3.3.90.39.12.00.00.00;LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS;1.752.000.0000;RECURSOS VINCULADOS AO TRÂNSITO;895.003,66
PREFEITURA MUNICIPAL DE BARBACENA;33.003;FUNDO MUNICIPAL DE TRANSPORTES E TRÂNSITO - FMTT;2.156;GESTAO OPERACIONAL DO TRANSITO MUNICIPAL;27;MOBILIDADE URBANA;15;Urbanismo;451;Infra-Estrutura Urbana;1015;3.3.90.40.99.00.00.00;OUTROS SERV. DE TECNOL. DA INF. E COMUNIC. - PJ;1.752.000.0000;RECURSOS VINCULADOS AO TRÂNSITO;2.880,00
PREFEITURA MUNICIPAL DE BARBACENA;33.003;FUNDO MUNICIPAL DE TRANSPORTES E TRÂNSITO - FMTT;2.156;GESTAO OPERACIONAL DO TRANSITO MUNICIPAL;27;MOBILIDADE URBANA;15;Urbanismo;451;Infra-Estrutura Urbana;1015;3.3.90.40.01.00.00.00;LOCAÇÃO DE EQUIPAMENTOS DE TIC;1.752.000.0000;RECURSOS VINCULADOS AO TRÂNSITO;83.732,04
PREFEITURA MUNICIPAL DE BARBACENA;34.001;SECULT;2.277;MANUTENÇÃO DA SECULT;11;APOIO A ADMINISTRAÇAO PUBLICA;13;Cultura;122;Administração Geral;1029;3.3.90.40.99.00.00.00;OUTROS SERV. DE TECNOL. DA INF. E COMUNIC. - PJ;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;2.760,00
