Entidade;Número do Organograma;Descrição do organograma;Número da ação;Descrição da ação;Número do programa;Descrição do programa;Número da função;Descrição da função;Número da subfunção;Descrição da subfunção;Número da despesa;Natureza de Despesa;Descrição da natureza de despesa;Recurso;Descrição do recurso;Valor orçado atualizado da despesa
PREFEITURA MUNICIPAL DE BARBACENA;14.003;FUNDO MUNICIPAL DE CULTURA;2.343;MANUTENÇÃO DE AÇÕES PARA EXECUÇÃO DA LEI PAULO GUSTAVO - LEI N° 195/2022;62;VALORIZAÇÃO E AMPLITUDE CULTURAL;13;Cultura;392;Difusão Cultural;989;3.3.60.45.00.00.00.00;SUBVENÇÕES ECONÔMICAS;1.715.000.0000;TRANSFERÊNCIAS DESTINADAS AO SETOR CULTURAL - LC Nº 195/2022 - ART. 5º - AUDIOVISUAL;344.884,97
PREFEITURA MUNICIPAL DE BARBACENA;14.003;FUNDO MUNICIPAL DE CULTURA;2.343;MANUTENÇÃO DE AÇÕES PARA EXECUÇÃO DA LEI PAULO GUSTAVO - LEI N° 195/2022;62;VALORIZAÇÃO E AMPLITUDE CULTURAL;13;Cultura;392;Difusão Cultural;990;3.3.50.41.00.00.00.00;CONTRIBUIÇÕES;1.715.000.0000;TRANSFERÊNCIAS DESTINADAS AO SETOR CULTURAL - LC Nº 195/2022 - ART. 5º - AUDIOVISUAL;96.537,52
PREFEITURA MUNICIPAL DE BARBACENA;14.003;FUNDO MUNICIPAL DE CULTURA;2.343;MANUTENÇÃO DE AÇÕES PARA EXECUÇÃO DA LEI PAULO GUSTAVO - LEI N° 195/2022;62;VALORIZAÇÃO E AMPLITUDE CULTURAL;13;Cultura;392;Difusão Cultural;991;3.3.90.31.00.00.00.00;PREMIAÇÕES CULTURAIS, ARTÍSTICAS, CIENT., DESPORT;1.716.000.0000;TRANSFERÊNCIAS DESTINADAS AO SETOR CULTURAL - LC Nº 195/2022 - ART. 8º - DEMAIS SETORES DA CULTURA;332.747,09
PREFEITURA MUNICIPAL DE BARBACENA;14.003;FUNDO MUNICIPAL DE CULTURA;2.478;SUBSIDIAR TRANSPORTE PARA BANDAS DE MÚSICA E DE CONGADO PARA PARTICIPAÇÃO NOS EVENTOS FORA DA CIDADE;62;VALORIZAÇÃO E AMPLITUDE CULTURAL;13;Cultura;392;Difusão Cultural;270;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;40.000,00
PREFEITURA MUNICIPAL DE BARBACENA;14.004;FUNDO MUN. PATRIM. ART, HIST. E CULTURAL - FUMPAC;2.338;MANUTENÇÃO, REF. E ADEQ. DOS APARELHOS CULTURAIS E PATRIMÔNIO HISTÓRICO CULTURAL;62;VALORIZAÇÃO E AMPLITUDE CULTURAL;13;Cultura;392;Difusão Cultural;271;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;0,00
PREFEITURA MUNICIPAL DE BARBACENA;14.004;FUNDO MUN. PATRIM. ART, HIST. E CULTURAL - FUMPAC;2.338;MANUTENÇÃO, REF. E ADEQ. DOS APARELHOS CULTURAIS E PATRIMÔNIO HISTÓRICO CULTURAL;62;VALORIZAÇÃO E AMPLITUDE CULTURAL;13;Cultura;392;Difusão Cultural;272;3.3.90.35.00.00.00.00;SERVIÇOS DE CONSULTORIA;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;29.160,00
PREFEITURA MUNICIPAL DE BARBACENA;14.004;FUNDO MUN. PATRIM. ART, HIST. E CULTURAL - FUMPAC;2.338;MANUTENÇÃO, REF. E ADEQ. DOS APARELHOS CULTURAIS E PATRIMÔNIO HISTÓRICO CULTURAL;62;VALORIZAÇÃO E AMPLITUDE CULTURAL;13;Cultura;392;Difusão Cultural;273;3.3.90.36.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;0,00
PREFEITURA MUNICIPAL DE BARBACENA;14.004;FUNDO MUN. PATRIM. ART, HIST. E CULTURAL - FUMPAC;2.338;MANUTENÇÃO, REF. E ADEQ. DOS APARELHOS CULTURAIS E PATRIMÔNIO HISTÓRICO CULTURAL;62;VALORIZAÇÃO E AMPLITUDE CULTURAL;13;Cultura;392;Difusão Cultural;274;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;107.440,08
PREFEITURA MUNICIPAL DE BARBACENA;14.004;FUNDO MUN. PATRIM. ART, HIST. E CULTURAL - FUMPAC;2.338;MANUTENÇÃO, REF. E ADEQ. DOS APARELHOS CULTURAIS E PATRIMÔNIO HISTÓRICO CULTURAL;62;VALORIZAÇÃO E AMPLITUDE CULTURAL;13;Cultura;392;Difusão Cultural;275;3.3.90.47.00.00.00.00;OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;0,00
PREFEITURA MUNICIPAL DE BARBACENA;14.004;FUNDO MUN. PATRIM. ART, HIST. E CULTURAL - FUMPAC;2.338;MANUTENÇÃO, REF. E ADEQ. DOS APARELHOS CULTURAIS E PATRIMÔNIO HISTÓRICO CULTURAL;62;VALORIZAÇÃO E AMPLITUDE CULTURAL;13;Cultura;392;Difusão Cultural;276;4.4.90.51.00.00.00.00;OBRAS E INSTALAÇÕES;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;21,46
PREFEITURA MUNICIPAL DE BARBACENA;14.004;FUNDO MUN. PATRIM. ART, HIST. E CULTURAL - FUMPAC;2.338;MANUTENÇÃO, REF. E ADEQ. DOS APARELHOS CULTURAIS E PATRIMÔNIO HISTÓRICO CULTURAL;62;VALORIZAÇÃO E AMPLITUDE CULTURAL;13;Cultura;392;Difusão Cultural;276;4.4.90.51.00.00.00.00;OBRAS E INSTALAÇÕES;2.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;244.515,46
PREFEITURA MUNICIPAL DE BARBACENA;14.004;FUNDO MUN. PATRIM. ART, HIST. E CULTURAL - FUMPAC;2.338;MANUTENÇÃO, REF. E ADEQ. DOS APARELHOS CULTURAIS E PATRIMÔNIO HISTÓRICO CULTURAL;62;VALORIZAÇÃO E AMPLITUDE CULTURAL;13;Cultura;392;Difusão Cultural;277;4.4.90.52.00.00.00.00;EQUIPAMENTOS E MATERIAL PERMANENTE;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;94,78
PREFEITURA MUNICIPAL DE BARBACENA;14.004;FUNDO MUN. PATRIM. ART, HIST. E CULTURAL - FUMPAC;2.338;MANUTENÇÃO, REF. E ADEQ. DOS APARELHOS CULTURAIS E PATRIMÔNIO HISTÓRICO CULTURAL;62;VALORIZAÇÃO E AMPLITUDE CULTURAL;13;Cultura;392;Difusão Cultural;950;3.3.90.92.00.00.00.00;DESPESAS DE EXERCÍCIOS ANTERIORES;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;4.320,00
PREFEITURA MUNICIPAL DE BARBACENA;14.005;FUNDO MUNICIPAL DE TURISMO;2.257;REALIZAÇAO DA EXPOSIÇAO AGROPECUARIA DE BARBACENA;40;CALENDÁRIO OFICIAL DE EVENTOS;4;Administração;122;Administração Geral;278;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;2.132.944,64
PREFEITURA MUNICIPAL DE BARBACENA;14.005;FUNDO MUNICIPAL DE TURISMO;2.257;REALIZAÇAO DA EXPOSIÇAO AGROPECUARIA DE BARBACENA;40;CALENDÁRIO OFICIAL DE EVENTOS;4;Administração;122;Administração Geral;953;3.3.90.47.00.00.00.00;OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;50.000,00
PREFEITURA MUNICIPAL DE BARBACENA;14.005;FUNDO MUNICIPAL DE TURISMO;2.256;REALIZAÇAO DO CARNAVAL;40;CALENDÁRIO OFICIAL DE EVENTOS;4;Administração;392;Difusão Cultural;279;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;0,00
PREFEITURA MUNICIPAL DE BARBACENA;14.005;FUNDO MUNICIPAL DE TURISMO;2.256;REALIZAÇAO DO CARNAVAL;40;CALENDÁRIO OFICIAL DE EVENTOS;4;Administração;392;Difusão Cultural;280;3.3.90.36.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;0,00
PREFEITURA MUNICIPAL DE BARBACENA;14.005;FUNDO MUNICIPAL DE TURISMO;2.256;REALIZAÇAO DO CARNAVAL;40;CALENDÁRIO OFICIAL DE EVENTOS;4;Administração;392;Difusão Cultural;281;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;150.000,00
PREFEITURA MUNICIPAL DE BARBACENA;14.005;FUNDO MUNICIPAL DE TURISMO;2.261;REALIZAÇAO DA FESTA DAS ROSAS E FLORES;40;CALENDÁRIO OFICIAL DE EVENTOS;4;Administração;392;Difusão Cultural;282;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;25.970,62
PREFEITURA MUNICIPAL DE BARBACENA;14.005;FUNDO MUNICIPAL DE TURISMO;2.261;REALIZAÇAO DA FESTA DAS ROSAS E FLORES;40;CALENDÁRIO OFICIAL DE EVENTOS;4;Administração;392;Difusão Cultural;282;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;2.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;1.553.105,50
PREFEITURA MUNICIPAL DE BARBACENA;14.005;FUNDO MUNICIPAL DE TURISMO;2.261;REALIZAÇAO DA FESTA DAS ROSAS E FLORES;40;CALENDÁRIO OFICIAL DE EVENTOS;4;Administração;392;Difusão Cultural;282;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;2.753.000.0000;RECURSOS PROVENIENTES DE TAXAS, CONTRIBUIÇÕES E PREÇOS PÚBLICOS;842.445,01
PREFEITURA MUNICIPAL DE BARBACENA;14.005;FUNDO MUNICIPAL DE TURISMO;2.261;REALIZAÇAO DA FESTA DAS ROSAS E FLORES;40;CALENDÁRIO OFICIAL DE EVENTOS;4;Administração;392;Difusão Cultural;975;3.3.90.47.00.00.00.00;OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS;2.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;38.000,00
PREFEITURA MUNICIPAL DE BARBACENA;14.005;FUNDO MUNICIPAL DE TURISMO;2.256;REALIZAÇAO DO CARNAVAL;40;CALENDÁRIO OFICIAL DE EVENTOS;13;Cultura;392;Difusão Cultural;922;3.3.90.47.00.00.00.00;OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;5.519,51
PREFEITURA MUNICIPAL DE BARBACENA;14.005;FUNDO MUNICIPAL DE TURISMO;2.670;APOIO A REALIZAÇÃO DE EVENTOS E FESTIVIDADES EM GERAL;40;CALENDÁRIO OFICIAL DE EVENTOS;13;Cultura;392;Difusão Cultural;290;3.3.50.41.00.00.00.00;CONTRIBUIÇÕES;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;0,00
PREFEITURA MUNICIPAL DE BARBACENA;14.005;FUNDO MUNICIPAL DE TURISMO;2.670;APOIO A REALIZAÇÃO DE EVENTOS E FESTIVIDADES EM GERAL;40;CALENDÁRIO OFICIAL DE EVENTOS;13;Cultura;392;Difusão Cultural;291;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;606.853,20
PREFEITURA MUNICIPAL DE BARBACENA;14.005;FUNDO MUNICIPAL DE TURISMO;2.670;APOIO A REALIZAÇÃO DE EVENTOS E FESTIVIDADES EM GERAL;40;CALENDÁRIO OFICIAL DE EVENTOS;13;Cultura;392;Difusão Cultural;291;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;1.501.000.0000;OUTROS RECURSOS NÃO VINCULADOS;57.268,66
PREFEITURA MUNICIPAL DE BARBACENA;14.005;FUNDO MUNICIPAL DE TURISMO;2.670;APOIO A REALIZAÇÃO DE EVENTOS E FESTIVIDADES EM GERAL;40;CALENDÁRIO OFICIAL DE EVENTOS;13;Cultura;392;Difusão Cultural;291;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;2.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;710.631,01
PREFEITURA MUNICIPAL DE BARBACENA;14.005;FUNDO MUNICIPAL DE TURISMO;2.670;APOIO A REALIZAÇÃO DE EVENTOS E FESTIVIDADES EM GERAL;40;CALENDÁRIO OFICIAL DE EVENTOS;13;Cultura;392;Difusão Cultural;291;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;2.753.000.0000;RECURSOS PROVENIENTES DE TAXAS, CONTRIBUIÇÕES E PREÇOS PÚBLICOS;0,01
PREFEITURA MUNICIPAL DE BARBACENA;14.005;FUNDO MUNICIPAL DE TURISMO;2.671;REALIZAÇÃO DAS FESTIVIDADES DO JUBILIEU DE SÃO JOSÉ OPERÁRIO;40;CALENDÁRIO OFICIAL DE EVENTOS;13;Cultura;392;Difusão Cultural;292;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;116.943,20
PREFEITURA MUNICIPAL DE BARBACENA;14.005;FUNDO MUNICIPAL DE TURISMO;2.671;REALIZAÇÃO DAS FESTIVIDADES DO JUBILIEU DE SÃO JOSÉ OPERÁRIO;40;CALENDÁRIO OFICIAL DE EVENTOS;13;Cultura;392;Difusão Cultural;943;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;6.250,22
PREFEITURA MUNICIPAL DE BARBACENA;14.005;FUNDO MUNICIPAL DE TURISMO;2.734;REALIZAÇÃO DE DEMAIS EVENTOS DO CALENDÁRIO OFICIAL DO MUNICÍPIO;40;CALENDÁRIO OFICIAL DE EVENTOS;13;Cultura;392;Difusão Cultural;293;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;743.088,21
PREFEITURA MUNICIPAL DE BARBACENA;14.005;FUNDO MUNICIPAL DE TURISMO;2.734;REALIZAÇÃO DE DEMAIS EVENTOS DO CALENDÁRIO OFICIAL DO MUNICÍPIO;40;CALENDÁRIO OFICIAL DE EVENTOS;13;Cultura;392;Difusão Cultural;293;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;2.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;3.725.538,07
PREFEITURA MUNICIPAL DE BARBACENA;14.005;FUNDO MUNICIPAL DE TURISMO;2.734;REALIZAÇÃO DE DEMAIS EVENTOS DO CALENDÁRIO OFICIAL DO MUNICÍPIO;40;CALENDÁRIO OFICIAL DE EVENTOS;13;Cultura;392;Difusão Cultural;293;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;2.753.000.0000;RECURSOS PROVENIENTES DE TAXAS, CONTRIBUIÇÕES E PREÇOS PÚBLICOS;0,01
PREFEITURA MUNICIPAL DE BARBACENA;14.005;FUNDO MUNICIPAL DE TURISMO;2.734;REALIZAÇÃO DE DEMAIS EVENTOS DO CALENDÁRIO OFICIAL DO MUNICÍPIO;40;CALENDÁRIO OFICIAL DE EVENTOS;13;Cultura;392;Difusão Cultural;294;3.3.90.47.00.00.00.00;OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;12.844,00
PREFEITURA MUNICIPAL DE BARBACENA;14.005;FUNDO MUNICIPAL DE TURISMO;2.734;REALIZAÇÃO DE DEMAIS EVENTOS DO CALENDÁRIO OFICIAL DO MUNICÍPIO;40;CALENDÁRIO OFICIAL DE EVENTOS;13;Cultura;392;Difusão Cultural;294;3.3.90.47.00.00.00.00;OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS;2.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;24.600,00
PREFEITURA MUNICIPAL DE BARBACENA;14.005;FUNDO MUNICIPAL DE TURISMO;2.734;REALIZAÇÃO DE DEMAIS EVENTOS DO CALENDÁRIO OFICIAL DO MUNICÍPIO;40;CALENDÁRIO OFICIAL DE EVENTOS;13;Cultura;392;Difusão Cultural;294;3.3.90.47.00.00.00.00;OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS;2.753.000.0000;RECURSOS PROVENIENTES DE TAXAS, CONTRIBUIÇÕES E PREÇOS PÚBLICOS;11.000,00
PREFEITURA MUNICIPAL DE BARBACENA;14.005;FUNDO MUNICIPAL DE TURISMO;2.734;REALIZAÇÃO DE DEMAIS EVENTOS DO CALENDÁRIO OFICIAL DO MUNICÍPIO;40;CALENDÁRIO OFICIAL DE EVENTOS;13;Cultura;392;Difusão Cultural;934;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;9.720,77
PREFEITURA MUNICIPAL DE BARBACENA;14.005;FUNDO MUNICIPAL DE TURISMO;2.734;REALIZAÇÃO DE DEMAIS EVENTOS DO CALENDÁRIO OFICIAL DO MUNICÍPIO;40;CALENDÁRIO OFICIAL DE EVENTOS;13;Cultura;392;Difusão Cultural;934;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;2.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;86.095,75
PREFEITURA MUNICIPAL DE BARBACENA;14.005;FUNDO MUNICIPAL DE TURISMO;2.734;REALIZAÇÃO DE DEMAIS EVENTOS DO CALENDÁRIO OFICIAL DO MUNICÍPIO;40;CALENDÁRIO OFICIAL DE EVENTOS;13;Cultura;392;Difusão Cultural;934;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;2.753.000.0000;RECURSOS PROVENIENTES DE TAXAS, CONTRIBUIÇÕES E PREÇOS PÚBLICOS;0,01
PREFEITURA MUNICIPAL DE BARBACENA;14.005;FUNDO MUNICIPAL DE TURISMO;1.452;ADEQUAÇÃO DA COMTUR, FUMTUR E POLÍTICA MUNICIPAL DE TURISMO;64;BARBACENA DESTINO TURÍSTICO;4;Administração;695;Turismo;283;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;734,68
PREFEITURA MUNICIPAL DE BARBACENA;14.005;FUNDO MUNICIPAL DE TURISMO;2.732;IMPLANTAÇÃO E MANUTENÇÃO DO CENTRO DE APOIO TURÍSTICO (CAT);64;BARBACENA DESTINO TURÍSTICO;4;Administração;695;Turismo;284;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;440,00
PREFEITURA MUNICIPAL DE BARBACENA;14.005;FUNDO MUNICIPAL DE TURISMO;2.732;IMPLANTAÇÃO E MANUTENÇÃO DO CENTRO DE APOIO TURÍSTICO (CAT);64;BARBACENA DESTINO TURÍSTICO;4;Administração;695;Turismo;285;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;667,62
PREFEITURA MUNICIPAL DE BARBACENA;14.005;FUNDO MUNICIPAL DE TURISMO;2.732;IMPLANTAÇÃO E MANUTENÇÃO DO CENTRO DE APOIO TURÍSTICO (CAT);64;BARBACENA DESTINO TURÍSTICO;4;Administração;695;Turismo;286;4.4.90.52.00.00.00.00;EQUIPAMENTOS E MATERIAL PERMANENTE;1.753.000.0000;RECURSOS PROVENIENTES DE TAXAS, CONTRIBUIÇÕES E PREÇOS PÚBLICOS;0,00
PREFEITURA MUNICIPAL DE BARBACENA;14.005;FUNDO MUNICIPAL DE TURISMO;2.733;REALIZAÇÃO E APOIO A ATIVIDADES, CAPACITAÇÕES, CONCURSOS E AÇÕES TURÍSTICAS;64;BARBACENA DESTINO TURÍSTICO;4;Administração;695;Turismo;287;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;320,20
PREFEITURA MUNICIPAL DE BARBACENA;14.005;FUNDO MUNICIPAL DE TURISMO;2.733;REALIZAÇÃO E APOIO A ATIVIDADES, CAPACITAÇÕES, CONCURSOS E AÇÕES TURÍSTICAS;64;BARBACENA DESTINO TURÍSTICO;4;Administração;695;Turismo;288;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;0,00
PREFEITURA MUNICIPAL DE BARBACENA;14.005;FUNDO MUNICIPAL DE TURISMO;2.733;REALIZAÇÃO E APOIO A ATIVIDADES, CAPACITAÇÕES, CONCURSOS E AÇÕES TURÍSTICAS;64;BARBACENA DESTINO TURÍSTICO;4;Administração;695;Turismo;288;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;1.753.000.0000;RECURSOS PROVENIENTES DE TAXAS, CONTRIBUIÇÕES E PREÇOS PÚBLICOS;9.656,06
PREFEITURA MUNICIPAL DE BARBACENA;14.005;FUNDO MUNICIPAL DE TURISMO;2.733;REALIZAÇÃO E APOIO A ATIVIDADES, CAPACITAÇÕES, CONCURSOS E AÇÕES TURÍSTICAS;64;BARBACENA DESTINO TURÍSTICO;4;Administração;695;Turismo;289;4.4.90.52.00.00.00.00;EQUIPAMENTOS E MATERIAL PERMANENTE;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;0,00
PREFEITURA MUNICIPAL DE BARBACENA;14.005;FUNDO MUNICIPAL DE TURISMO;2.733;REALIZAÇÃO E APOIO A ATIVIDADES, CAPACITAÇÕES, CONCURSOS E AÇÕES TURÍSTICAS;64;BARBACENA DESTINO TURÍSTICO;4;Administração;695;Turismo;992;3.3.50.41.00.00.00.00;CONTRIBUIÇÕES;1.753.000.0000;RECURSOS PROVENIENTES DE TAXAS, CONTRIBUIÇÕES E PREÇOS PÚBLICOS;18.465,00
PREFEITURA MUNICIPAL DE BARBACENA;15.001;SEGOV;2.068;PESSOAL E ENCARGOS SOCIAIS DA SEGOV;11;APOIO A ADMINISTRAÇAO PUBLICA;4;Administração;122;Administração Geral;295;3.1.90.04.00.00.00.00;CONTRATAÇÃO POR TEMPO DETERMINADO;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;10.314,42
PREFEITURA MUNICIPAL DE BARBACENA;15.001;SEGOV;2.068;PESSOAL E ENCARGOS SOCIAIS DA SEGOV;11;APOIO A ADMINISTRAÇAO PUBLICA;4;Administração;122;Administração Geral;296;3.1.90.11.00.00.00.00;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;1.226.845,28
PREFEITURA MUNICIPAL DE BARBACENA;15.001;SEGOV;2.068;PESSOAL E ENCARGOS SOCIAIS DA SEGOV;11;APOIO A ADMINISTRAÇAO PUBLICA;4;Administração;122;Administração Geral;297;3.1.90.13.00.00.00.00;OBRIGAÇÕES PATRONAIS;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;137.553,79
PREFEITURA MUNICIPAL DE BARBACENA;15.001;SEGOV;2.068;PESSOAL E ENCARGOS SOCIAIS DA SEGOV;11;APOIO A ADMINISTRAÇAO PUBLICA;4;Administração;122;Administração Geral;298;3.1.91.13.00.00.00.00;OBRIGAÇÕES PATRONAIS;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;154.164,76
PREFEITURA MUNICIPAL DE BARBACENA;15.001;SEGOV;2.068;PESSOAL E ENCARGOS SOCIAIS DA SEGOV;11;APOIO A ADMINISTRAÇAO PUBLICA;4;Administração;122;Administração Geral;299;3.3.90.08.00.00.00.00;OUTROS BENEFÍCIOS ASSISTENCIAIS-SERVIDOR/MILITAR;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;1.000,00
PREFEITURA MUNICIPAL DE BARBACENA;15.001;SEGOV;2.068;PESSOAL E ENCARGOS SOCIAIS DA SEGOV;11;APOIO A ADMINISTRAÇAO PUBLICA;4;Administração;122;Administração Geral;300;3.3.90.18.00.00.00.00;AUXÍLIO FINANCEIRO A ESTUDANTES;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;0,00
PREFEITURA MUNICIPAL DE BARBACENA;15.001;SEGOV;2.068;PESSOAL E ENCARGOS SOCIAIS DA SEGOV;11;APOIO A ADMINISTRAÇAO PUBLICA;4;Administração;122;Administração Geral;301;3.3.90.19.00.00.00.00;AUXÍLIO-FARDAMENTO;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;590,64
PREFEITURA MUNICIPAL DE BARBACENA;15.001;SEGOV;2.068;PESSOAL E ENCARGOS SOCIAIS DA SEGOV;11;APOIO A ADMINISTRAÇAO PUBLICA;4;Administração;122;Administração Geral;302;3.3.90.46.00.00.00.00;AUXÍLIO-ALIMENTAÇÃO;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;107.931,59
PREFEITURA MUNICIPAL DE BARBACENA;15.001;SEGOV;2.180;MANUTENÇAO DE DESPESAS COM EVENTOS, FESTIVIDADES, RECEPCOES E HOMENAGENS;11;APOIO A ADMINISTRAÇAO PUBLICA;4;Administração;122;Administração Geral;303;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;0,00
PREFEITURA MUNICIPAL DE BARBACENA;15.001;SEGOV;2.180;MANUTENÇAO DE DESPESAS COM EVENTOS, FESTIVIDADES, RECEPCOES E HOMENAGENS;11;APOIO A ADMINISTRAÇAO PUBLICA;4;Administração;122;Administração Geral;304;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;0,00
