Código;Especificação;Previsto Janeiro;Previsto Fevereiro;Previsto Março;Previsto Abril;Previsto Maio;Previsto Junho;Previsto Julho;Previsto Agosto;Previsto Setembro;Previsto Outubro;Previsto Novembro;Previsto Dezembro;Total Previsto;Realizado Janeiro;Realizado Fevereiro;Realizado Março;Realizado Abril;Realizado Maio;Realizado Junho;Realizado Julho;Realizado Agosto;Realizado Setembro;Realizado Outubro;Realizado Novembro;Realizado Dezembro;Total Realizado;Diferença Janeiro;Diferença Fevereiro;Diferença Março;Diferença Abril;Diferença Maio;Diferença Junho;Diferença Julho;Diferença Agosto;Diferença Setembro;Diferença Outubro;Diferença Novembro;Diferença Dezembro;Total Diferença
1.1.1.3.03.1.1.00.00.00;Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal;1.937.593,23;1.546.150,68;1.719.469,80;2.037.187,77;1.722.096,31;1.572.262,98;1.599.632,33;1.562.219,66;1.254.863,47;2.164.624,04;1.614.288,63;3.214.345,71;21.944.734,61;1.862.746,81;1.373.183,29;1.281.507,13;2.301.869,71;1.483.188,19;1.451.906,38;1.512.777,47;1.578.276,51;1.489.741,06;1.494.283,38;1.517.350,93;2.804.123,19;20.150.954,05;-74.846,42;-172.967,39;-437.962,67;264.681,94;-238.908,12;-120.356,60;-86.854,86;16.056,85;234.877,59;-670.340,66;-96.937,70;-410.222,52;-1.793.780,56
1.1.1.3.03.1.1.00.00.00;Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal;1.937.593,23;1.546.150,68;1.719.469,80;2.037.187,77;1.722.096,31;1.572.262,98;1.599.632,33;1.562.219,66;1.254.863,47;2.164.624,04;1.614.288,63;3.214.345,71;21.944.734,61;1.862.746,81;1.373.183,29;1.281.507,13;2.301.869,71;1.483.188,19;1.451.906,38;1.512.777,47;1.578.276,51;1.489.741,06;1.494.283,38;1.517.350,93;2.804.123,19;20.150.954,05;-74.846,42;-172.967,39;-437.962,67;264.681,94;-238.908,12;-120.356,60;-86.854,86;16.056,85;234.877,59;-670.340,66;-96.937,70;-410.222,52;-1.793.780,56
1.1.1.3.03.4.1.00.00.00;Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal;1.246,45;7.788,74;10.026,66;14.437,42;57.195,24;67.861,49;55.131,12;150.405,89;74.488,63;89.851,53;86.448,87;173.421,50;788.303,54;97.726,94;139.644,62;207.384,16;145.365,21;209.098,05;239.494,77;213.518,71;137.174,25;194.470,59;198.603,16;197.635,24;310.495,45;2.290.611,15;96.480,49;131.855,88;197.357,50;130.927,79;151.902,81;171.633,28;158.387,59;-13.231,64;119.981,96;108.751,63;111.186,37;137.073,95;1.502.307,61
1.1.1.3.03.4.1.00.00.00;Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal;1.246,45;7.788,74;10.026,66;14.437,42;57.195,24;67.861,49;55.131,12;150.405,89;74.488,63;89.851,53;86.448,87;173.421,50;788.303,54;97.726,94;139.644,62;207.384,16;145.365,21;209.098,05;239.494,77;213.518,71;137.174,25;194.470,59;198.603,16;197.635,24;310.495,45;2.290.611,15;96.480,49;131.855,88;197.357,50;130.927,79;151.902,81;171.633,28;158.387,59;-13.231,64;119.981,96;108.751,63;111.186,37;137.073,95;1.502.307,61
1.1.1.4.51.1.1.00.00.00;Imposto sobre Serviços de Qualquer Natureza - ISSQN;573.482,54;831.091,86;607.469,90;602.955,12;1.631.876,75;5.622.734,50;1.682.877,07;2.026.905,47;1.852.380,44;1.857.564,58;1.931.362,32;1.888.329,16;21.109.029,71;2.313.695,67;2.102.636,09;2.123.426,01;2.120.886,91;2.375.655,59;2.491.502,72;2.474.339,02;2.649.183,60;2.611.063,14;2.766.561,65;2.593.856,98;2.737.614,35;29.360.421,73;1.740.213,13;1.271.544,23;1.515.956,11;1.517.931,79;743.778,84;-3.131.231,78;791.461,95;622.278,13;758.682,70;908.997,07;662.494,66;849.285,19;8.251.392,02
1.1.1.4.51.1.1.00.00.00;Imposto sobre Serviços de Qualquer Natureza - ISSQN;573.482,54;831.091,86;607.469,90;602.955,12;1.631.876,75;5.622.734,50;1.682.877,07;2.026.905,47;1.852.380,44;1.857.564,58;1.931.362,32;1.888.329,16;21.109.029,71;2.313.695,67;2.102.636,09;2.123.426,01;2.120.886,91;2.375.655,59;2.491.502,72;2.474.339,02;2.649.183,60;2.611.063,14;2.766.561,65;2.593.856,98;2.737.614,35;29.360.421,73;1.740.213,13;1.271.544,23;1.515.956,11;1.517.931,79;743.778,84;-3.131.231,78;791.461,95;622.278,13;758.682,70;908.997,07;662.494,66;849.285,19;8.251.392,02
1.1.1.4.51.1.2.00.00.00;Imposto sobre Serviços de Qualquer Natureza - Multas e Juros;17.389,91;16.644,42;18.469,45;13.944,07;13.589,97;204.807,54;89.671,47;39.964,63;37.291,87;17.707,92;38.258,27;39.036,83;546.776,35;26.029,38;24.283,24;18.949,42;15.969,75;26.023,61;29.060,75;33.514,58;46.827,62;34.846,95;45.219,91;40.757,99;24.523,60;366.006,80;8.639,47;7.638,82;479,97;2.025,68;12.433,64;-175.746,79;-56.156,89;6.862,99;-2.444,92;27.511,99;2.499,72;-14.513,23;-180.769,55
1.1.1.4.51.1.2.00.00.00;Imposto sobre Serviços de Qualquer Natureza - Multas e Juros;17.389,91;16.644,42;18.469,45;13.944,07;13.589,97;204.807,54;89.671,47;39.964,63;37.291,87;17.707,92;38.258,27;39.036,83;546.776,35;26.029,38;24.283,24;18.949,42;15.969,75;26.023,61;29.060,75;33.514,58;46.827,62;34.846,95;45.219,91;40.757,99;24.523,60;366.006,80;8.639,47;7.638,82;479,97;2.025,68;12.433,64;-175.746,79;-56.156,89;6.862,99;-2.444,92;27.511,99;2.499,72;-14.513,23;-180.769,55
1.1.1.4.51.1.3.00.00.00;Imposto sobre Serviços de Qualquer Natureza - Dívida Ativa;96.876,68;59.430,83;57.662,46;56.928,08;58.233,81;124.683,74;79.113,20;100.210,78;80.902,61;106.514,43;146.148,06;163.289,64;1.129.994,32;104.468,58;116.452,29;143.724,38;76.235,17;73.734,23;67.590,13;55.834,45;70.497,65;54.884,30;81.810,94;49.110,46;64.467,53;958.810,11;7.591,90;57.021,46;86.061,92;19.307,09;15.500,42;-57.093,61;-23.278,75;-29.713,13;-26.018,31;-24.703,49;-97.037,60;-98.822,11;-171.184,21
1.1.1.4.51.1.3.00.00.00;Imposto sobre Serviços de Qualquer Natureza - Dívida Ativa;96.876,68;59.430,83;57.662,46;56.928,08;58.233,81;124.683,74;79.113,20;100.210,78;80.902,61;106.514,43;146.148,06;163.289,64;1.129.994,32;104.468,58;116.452,29;143.724,38;76.235,17;73.734,23;67.590,13;55.834,45;70.497,65;54.884,30;81.810,94;49.110,46;64.467,53;958.810,11;7.591,90;57.021,46;86.061,92;19.307,09;15.500,42;-57.093,61;-23.278,75;-29.713,13;-26.018,31;-24.703,49;-97.037,60;-98.822,11;-171.184,21
1.1.1.4.51.1.4.00.00.00;Imposto sobre Serviços de Qualquer Natureza - Dívida Ativa - Multas e Juros;92.296,47;50.977,32;211.015,35;51.501,94;398.492,01;0,00;60.980,37;127.553,79;52.525,69;49.375,24;69.503,59;65.842,46;1.230.064,23;26.802,88;31.861,58;51.359,70;30.777,40;29.770,76;28.435,34;22.695,49;24.745,73;19.000,32;31.410,85;21.137,66;19.717,40;337.715,11;-65.493,59;-19.115,74;-159.655,65;-20.724,54;-368.721,25;28.435,34;-38.284,88;-102.808,06;-33.525,37;-17.964,39;-48.365,93;-46.125,06;-892.349,12
1.1.1.4.51.1.4.00.00.00;Imposto sobre Serviços de Qualquer Natureza - Dívida Ativa - Multas e Juros;92.296,47;50.977,32;211.015,35;51.501,94;398.492,01;0,00;60.980,37;127.553,79;52.525,69;49.375,24;69.503,59;65.842,46;1.230.064,23;26.802,88;31.861,58;51.359,70;30.777,40;29.770,76;28.435,34;22.695,49;24.745,73;19.000,32;31.410,85;21.137,66;19.717,40;337.715,11;-65.493,59;-19.115,74;-159.655,65;-20.724,54;-368.721,25;28.435,34;-38.284,88;-102.808,06;-33.525,37;-17.964,39;-48.365,93;-46.125,06;-892.349,12
1.1.2.1.01.0.1.01.00.00;Taxa Licença p/ Func. Estab.Com.,Ind.e Prest.Servi;2.702,12;1.863,66;2.796,32;2.167,08;759,33;851,93;4.741,47;1.404,05;974,83;4.541,15;118.031,49;61.348,24;202.181,67;13.577,60;1.683,50;9.225,95;11.713,21;9.228,59;8.349,36;17.808,96;14.536,76;174.854,46;805.863,16;365.454,29;397.905,64;1.830.201,48;10.875,48;-180,16;6.429,63;9.546,13;8.469,26;7.497,43;13.067,49;13.132,71;173.879,63;801.322,01;247.422,80;336.557,40;1.628.019,81
1.1.2.1.01.0.1.01.00.00;Taxa Licença p/ Func. Estab.Com.,Ind.e Prest.Servi;2.702,12;1.863,66;2.796,32;2.167,08;759,33;851,93;4.741,47;1.404,05;974,83;4.541,15;118.031,49;61.348,24;202.181,67;13.577,60;1.683,50;9.225,95;11.713,21;9.228,59;8.349,36;17.808,96;14.536,76;174.854,46;805.863,16;365.454,29;397.905,64;1.830.201,48;10.875,48;-180,16;6.429,63;9.546,13;8.469,26;7.497,43;13.067,49;13.132,71;173.879,63;801.322,01;247.422,80;336.557,40;1.628.019,81
1.1.2.1.01.0.1.02.00.00;Taxa de Licença para Execução de Obras;0,00;0,00;0,00;0,00;234,21;436,00;455,98;0,00;2.887,37;31,03;0,00;25,61;4.070,20;28,66;56,04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;84,70;28,66;56,04;0,00;0,00;-234,21;-436,00;-455,98;0,00;-2.887,37;-31,03;0,00;-25,61;-3.985,50
1.1.2.1.01.0.1.02.00.00;Taxa de Licença para Execução de Obras;0,00;0,00;0,00;0,00;234,21;436,00;455,98;0,00;2.887,37;31,03;0,00;25,61;4.070,20;28,66;56,04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;84,70;28,66;56,04;0,00;0,00;-234,21;-436,00;-455,98;0,00;-2.887,37;-31,03;0,00;-25,61;-3.985,50
1.1.2.1.01.0.1.03.00.00;Taxa de Utilização de Área de Domínio Público;463,73;17.104,79;1.526,61;721.373,01;1.303,06;1.617,81;1.438,84;2.285,39;3.102,46;1.055,24;7.944,65;5.493,49;764.709,08;697,80;1.455,89;451,97;579,51;6.651,73;3.845,79;2.999,21;825,47;1.423,87;5.861,03;1.475,40;4.701,96;30.969,63;234,07;-15.648,90;-1.074,64;-720.793,50;5.348,67;2.227,98;1.560,37;-1.459,92;-1.678,59;4.805,79;-6.469,25;-791,53;-733.739,45
1.1.2.1.01.0.1.04.00.00;Taxa de Aprovação do Projeto de Construção Civil;0,00;0,00;0,00;0,00;0,00;0,00;0,00;32,05;4.233,40;3.235,92;1.380,38;2.439,45;11.321,20;12.570,30;10.186,33;13.717,34;3.849,00;11.594,07;17.109,32;17.479,57;10.764,72;19.480,74;7.294,51;7.313,10;7.313,10;138.672,10;12.570,30;10.186,33;13.717,34;3.849,00;11.594,07;17.109,32;17.479,57;10.732,67;15.247,34;4.058,59;5.932,72;4.873,65;127.350,90
1.1.2.1.01.0.1.04.00.00;Taxa de Aprovação do Projeto de Construção Civil;0,00;0,00;0,00;0,00;0,00;0,00;0,00;32,05;4.233,40;3.235,92;1.380,38;2.439,45;11.321,20;12.570,30;10.186,33;13.717,34;3.849,00;11.594,07;17.109,32;17.479,57;10.764,72;19.480,74;7.294,51;7.313,10;7.313,10;138.672,10;12.570,30;10.186,33;13.717,34;3.849,00;11.594,07;17.109,32;17.479,57;10.732,67;15.247,34;4.058,59;5.932,72;4.873,65;127.350,90
1.1.2.1.01.0.1.05.00.00;Taxa de Alinhamento e Nivelamento;6.123,73;3.586,94;3.665,87;2.007,95;8.275,20;2.720,78;8.167,79;7.961,42;3.459,40;9.339,42;4.437,54;6.124,72;65.870,76;5.480,01;5.622,15;5.877,79;3.316,54;8.396,36;7.539,55;8.264,84;9.747,66;6.905,34;7.355,50;4.582,46;6.460,79;79.548,99;-643,72;2.035,21;2.211,92;1.308,59;121,16;4.818,77;97,05;1.786,24;3.445,94;-1.983,92;144,92;336,07;13.678,23
1.1.2.1.01.0.1.05.00.00;Taxa de Alinhamento e Nivelamento;6.123,73;3.586,94;3.665,87;2.007,95;8.275,20;2.720,78;8.167,79;7.961,42;3.459,40;9.339,42;4.437,54;6.124,72;65.870,76;5.480,01;5.622,15;5.877,79;3.316,54;8.396,36;7.539,55;8.264,84;9.747,66;6.905,34;7.355,50;4.582,46;6.460,79;79.548,99;-643,72;2.035,21;2.211,92;1.308,59;121,16;4.818,77;97,05;1.786,24;3.445,94;-1.983,92;144,92;336,07;13.678,23
1.1.2.1.01.0.1.06.00.00;Taxa de Apreensão, Depósito ou Liberação de Animais;1.904,38;0,00;4.404,35;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6.308,73;0,00;0,00;0,00;831,36;1.108,48;1.039,20;0,00;623,52;1.177,76;554,24;0,00;0,00;5.334,56;-1.904,38;0,00;-4.404,35;831,36;1.108,48;1.039,20;0,00;623,52;1.177,76;554,24;0,00;0,00;-974,17
1.1.2.1.01.0.1.06.00.00;Taxa de Apreensão, Depósito ou Liberação de Animais;1.904,38;0,00;4.404,35;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6.308,73;0,00;0,00;0,00;831,36;1.108,48;1.039,20;0,00;623,52;1.177,76;554,24;0,00;0,00;5.334,56;-1.904,38;0,00;-4.404,35;831,36;1.108,48;1.039,20;0,00;623,52;1.177,76;554,24;0,00;0,00;-974,17
1.1.2.1.01.0.1.07.00.00;Outras Taxas de Inspeção, Controle e Fiscalização;0,00;0,00;0,00;0,00;0,00;0,00;0,00;752,53;3.010,12;1.379,64;9.099,30;979,92;15.221,51;2.461,75;464,13;284,75;307,84;96,20;447,07;2.247,29;898,24;361,72;250,12;153,92;538,72;8.511,75;2.461,75;464,13;284,75;307,84;96,20;447,07;2.247,29;145,71;-2.648,40;-1.129,52;-8.945,38;-441,20;-6.709,76
1.1.2.1.01.0.2.01.00.00;Multas e Juros-Taxas Insp.Cont.Fiscalização;482,53;0,00;2,07;5,52;59,12;54,98;57,75;104,03;177,37;354,81;525,78;260,83;2.084,79;12,23;420,21;53,72;379,05;228,82;360,00;404,13;529,10;122,98;481,34;181,58;399,55;3.572,71;-470,30;420,21;51,65;373,53;169,70;305,02;346,38;425,07;-54,39;126,53;-344,20;138,72;1.487,92
1.1.2.1.01.0.2.01.00.00;Multas e Juros-Taxas Insp.Cont.Fiscalização;482,53;0,00;2,07;5,52;59,12;54,98;57,75;104,03;177,37;354,81;525,78;260,83;2.084,79;12,23;420,21;53,72;379,05;228,82;360,00;404,13;529,10;122,98;481,34;181,58;399,55;3.572,71;-470,30;420,21;51,65;373,53;169,70;305,02;346,38;425,07;-54,39;126,53;-344,20;138,72;1.487,92
1.1.2.1.01.0.3.01.00.00;Divida Ativa-Taxas Insp.Cont.Fiscalização;27.445,42;18.434,51;29.846,70;16.214,67;23.581,03;24.305,61;18.411,60;18.041,92;10.287,41;34.342,97;31.914,25;59.167,16;311.993,25;79.940,15;71.251,26;53.424,50;45.567,69;39.036,43;41.884,33;40.689,58;22.496,30;24.292,20;22.416,20;26.202,58;41.224,52;508.425,74;52.494,73;52.816,75;23.577,80;29.353,02;15.455,40;17.578,72;22.277,98;4.454,38;14.004,79;-11.926,77;-5.711,67;-17.942,64;196.432,49
1.1.2.1.01.0.3.01.00.00;Divida Ativa-Taxas Insp.Cont.Fiscalização;27.445,42;18.434,51;29.846,70;16.214,67;23.581,03;24.305,61;18.411,60;18.041,92;10.287,41;34.342,97;31.914,25;59.167,16;311.993,25;79.940,15;71.251,26;53.424,50;45.567,69;39.036,43;41.884,33;40.689,58;22.496,30;24.292,20;22.416,20;26.202,58;41.224,52;508.425,74;52.494,73;52.816,75;23.577,80;29.353,02;15.455,40;17.578,72;22.277,98;4.454,38;14.004,79;-11.926,77;-5.711,67;-17.942,64;196.432,49
1.1.2.1.01.0.4.01.00.00;Multas e Juros Divida Ativa-Taxas Insp.Cont.Fiscal;14.285,04;98.272,39;7.252,85;4.761,77;5.430,61;0,00;4.344,16;4.735,97;2.718,32;4.999,89;4.219,89;7.026,61;158.047,50;17.786,90;23.588,93;17.342,61;15.079,88;15.221,03;20.571,96;19.885,60;11.847,71;11.542,06;11.684,09;13.315,34;22.333,09;200.199,20;3.501,86;-74.683,46;10.089,76;10.318,11;9.790,42;20.571,96;15.541,44;7.111,74;8.823,74;6.684,20;9.095,45;15.306,48;42.151,70
1.1.2.1.01.0.4.01.00.00;Multas e Juros Divida Ativa-Taxas Insp.Cont.Fiscal;14.285,04;98.272,39;7.252,85;4.761,77;5.430,61;0,00;4.344,16;4.735,97;2.718,32;4.999,89;4.219,89;7.026,61;158.047,50;17.786,90;23.588,93;17.342,61;15.079,88;15.221,03;20.571,96;19.885,60;11.847,71;11.542,06;11.684,09;13.315,34;22.333,09;200.199,20;3.501,86;-74.683,46;10.089,76;10.318,11;9.790,42;20.571,96;15.541,44;7.111,74;8.823,74;6.684,20;9.095,45;15.306,48;42.151,70
1.1.2.1.01.0.4.03.00.00;Taxa de Utilização de Área de Domínio Público - Multa e Juros	de Divida Ativa;0,00;0,00;0,00;0,00;8.803,92;708,24;242,80;355,66;78,98;83,67;727,43;102,68;11.103,38;62,35;218,60;0,00;97,23;41,92;319,00;0,00;0,00;32,15;56,80;162,59;254,25;1.244,89;62,35;218,60;0,00;97,23;-8.762,00;-389,24;-242,80;-355,66;-46,83;-26,87;-564,84;151,57;-9.858,49
1.1.2.1.01.0.4.03.00.00;Taxa de Utilização de Área de Domínio Público - Multa e Juros	de Divida Ativa;0,00;0,00;0,00;0,00;8.803,92;708,24;242,80;355,66;78,98;83,67;727,43;102,68;11.103,38;62,35;218,60;0,00;97,23;41,92;319,00;0,00;0,00;32,15;56,80;162,59;254,25;1.244,89;62,35;218,60;0,00;97,23;-8.762,00;-389,24;-242,80;-355,66;-46,83;-26,87;-564,84;151,57;-9.858,49
1.1.2.2.01.0.1.01.00.00;Taxa de Cemitérios;24.112,64;25.036,75;19.905,54;16.762,88;17.432,11;21.015,71;27.141,54;8.896,71;19.990,61;45.401,17;19.761,44;22.141,34;267.598,44;17.036,52;21.049,63;3.970,29;19.190,74;38.264,15;21.028,74;7.888,13;20.623,01;24.910,49;20.084,81;21.334,21;19.599,72;234.980,44;-7.076,12;-3.987,12;-15.935,25;2.427,86;20.832,04;13,03;-19.253,41;11.726,30;4.919,88;-25.316,36;1.572,77;-2.541,62;-32.618,00
1.1.2.2.01.0.1.01.00.00;Taxa de Cemitérios;24.112,64;25.036,75;19.905,54;16.762,88;17.432,11;21.015,71;27.141,54;8.896,71;19.990,61;45.401,17;19.761,44;22.141,34;267.598,44;17.036,52;21.049,63;3.970,29;19.190,74;38.264,15;21.028,74;7.888,13;20.623,01;24.910,49;20.084,81;21.334,21;19.599,72;234.980,44;-7.076,12;-3.987,12;-15.935,25;2.427,86;20.832,04;13,03;-19.253,41;11.726,30;4.919,88;-25.316,36;1.572,77;-2.541,62;-32.618,00
1.1.2.2.01.0.1.02.00.00;Taxa de Coleta e Tratamento de Lixo;41.023,09;48.822,82;820.162,94;3.361.160,21;675.092,00;649.352,69;641.750,63;615.756,24;591.594,07;604.372,80;572.252,85;121.003,75;8.742.344,09;18.364,26;97.698,92;985.822,69;3.430.033,37;731.875,71;689.289,26;700.070,73;668.647,95;651.837,65;674.360,46;566.971,84;106.953,77;9.321.926,61;-22.658,83;48.876,10;165.659,75;68.873,16;56.783,71;39.936,57;58.320,10;52.891,71;60.243,58;69.987,66;-5.281,01;-14.049,98;579.582,52
1.1.2.2.01.0.1.02.00.00;Taxa de Coleta e Tratamento de Lixo;41.023,09;48.822,82;820.162,94;3.361.160,21;675.092,00;649.352,69;641.750,63;615.756,24;591.594,07;604.372,80;572.252,85;121.003,75;8.742.344,09;18.364,26;97.698,92;985.822,69;3.430.033,37;731.875,71;689.289,26;700.070,73;668.647,95;651.837,65;674.360,46;566.971,84;106.953,77;9.321.926,61;-22.658,83;48.876,10;165.659,75;68.873,16;56.783,71;39.936,57;58.320,10;52.891,71;60.243,58;69.987,66;-5.281,01;-14.049,98;579.582,52
1.1.2.2.01.0.1.03.00.00;Serviços Registro Certificação e Fiscalização;5.577,25;11.310,16;3.855,36;4.362,61;25.789,16;23.533,89;21.920,17;22.991,49;16.928,44;7.623,52;19.203,59;12.164,28;175.259,92;7.414,17;6.569,12;5.041,75;6.975,42;3.093,48;10.319,86;8.210,99;10.271,11;5.928,74;6.264,27;8.183,58;6.695,63;84.968,12;1.836,92;-4.741,04;1.186,39;2.612,81;-22.695,68;-13.214,03;-13.709,18;-12.720,38;-10.999,70;-1.359,25;-11.020,01;-5.468,65;-90.291,80
