Código;Especificação;Previsto Janeiro;Previsto Fevereiro;Previsto Março;Previsto Abril;Previsto Maio;Previsto Junho;Previsto Julho;Previsto Agosto;Previsto Setembro;Previsto Outubro;Previsto Novembro;Previsto Dezembro;Total Previsto;Realizado Janeiro;Realizado Fevereiro;Realizado Março;Realizado Abril;Realizado Maio;Realizado Junho;Realizado Julho;Realizado Agosto;Realizado Setembro;Realizado Outubro;Realizado Novembro;Realizado Dezembro;Total Realizado;Diferença Janeiro;Diferença Fevereiro;Diferença Março;Diferença Abril;Diferença Maio;Diferença Junho;Diferença Julho;Diferença Agosto;Diferença Setembro;Diferença Outubro;Diferença Novembro;Diferença Dezembro;Total Diferença
1.661.000.0000;Transferência de Recursos dos Fundos Estaduais de Assistência Social;13.727,63;10.517,72;8.291,68;6.823,88;158.681,45;43.556,80;118.049,16;55.251,28;54.670,89;55.760,37;55.873,33;108.267,28;689.471,47;4.396,44;4.306,92;3.904,02;3.800,64;3.881,11;2.783,68;345.600,25;62.422,05;62.243,44;62.836,59;62.088,07;120.278,51;738.541,72;-9.331,19;-6.210,80;-4.387,66;-3.023,24;-154.800,34;-40.773,12;227.551,09;7.170,77;7.572,55;7.076,22;6.214,74;12.011,23;49.070,25
1.661.000.0000;Transferência de Recursos dos Fundos Estaduais de Assistência Social;13.727,63;10.517,72;8.291,68;6.823,88;158.681,45;43.556,80;118.049,16;55.251,28;54.670,89;55.760,37;55.873,33;108.267,28;689.471,47;4.396,44;4.306,92;3.904,02;3.800,64;3.881,11;2.783,68;345.600,25;62.422,05;62.243,44;62.836,59;62.088,07;120.278,51;738.541,72;-9.331,19;-6.210,80;-4.387,66;-3.023,24;-154.800,34;-40.773,12;227.551,09;7.170,77;7.572,55;7.076,22;6.214,74;12.011,23;49.070,25
1.665.000.0000;Transferências de Convênios e Instrumentos Congêneres Vinculados à Assistência Social;167,85;167,85;167,85;167,85;167,85;167,85;167,85;167,85;167,85;167,85;167,85;167,81;2.014,16;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-167,85;-167,85;-167,85;-167,85;-167,85;-167,85;-167,85;-167,85;-167,85;-167,85;-167,85;-167,81;-2.014,16
1.700.000.0000;Outras Transferências de Convênios ou Instrumentos Congêneres da União;266.291,60;254.129,05;253.980,41;253.454,31;250.301,26;248.233,03;241.551,35;242.032,90;242.025,33;242.579,56;243.290,16;244.858,93;2.982.727,89;6.834,09;6.745,33;6.480,90;6.464,15;7.168,33;5.172,48;2.910,09;1.362,17;260,61;2.530,28;1.628,07;2.502.663,79;2.550.220,29;-259.457,51;-247.383,72;-247.499,51;-246.990,16;-243.132,93;-243.060,55;-238.641,26;-240.670,73;-241.764,72;-240.049,28;-241.662,09;2.257.804,86;-432.507,60
1.700.000.0000;Outras Transferências de Convênios ou Instrumentos Congêneres da União;266.291,60;254.129,05;253.980,41;253.454,31;250.301,26;248.233,03;241.551,35;242.032,90;242.025,33;242.579,56;243.290,16;244.858,93;2.982.727,89;6.834,09;6.745,33;6.480,90;6.464,15;7.168,33;5.172,48;2.910,09;1.362,17;260,61;2.530,28;1.628,07;2.502.663,79;2.550.220,29;-259.457,51;-247.383,72;-247.499,51;-246.990,16;-243.132,93;-243.060,55;-238.641,26;-240.670,73;-241.764,72;-240.049,28;-241.662,09;2.257.804,86;-432.507,60
1.701.000.0000;Outras Transferências de Convênios ou Instrumentos Congêneres dos Estados;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9.515,75;9.599,86;9.481,53;10.642,26;11.690,55;11.500,76;7.683,00;4.730,35;4.998,48;5.272,42;4.399,72;555.359,50;644.874,18;9.515,75;9.599,86;9.481,53;10.642,26;11.690,55;11.500,76;7.683,00;4.730,35;4.998,48;5.272,42;4.399,72;555.359,50;644.874,18
1.704.000.0000;Transferências da União Referentes a Compensações Financeiras pela Exploração de Recursos Naturais;531.673,30;516.120,80;520.213,25;511.775,33;538.611,76;14.909,58;471.818,53;830.886,67;696.668,90;529.160,83;406.471,98;449.270,83;6.017.581,76;518.425,05;583.812,50;569.184,89;471.934,73;522.483,62;457.983,73;425.597,75;428.094,92;516.792,76;463.255,90;433.478,97;334.724,99;5.725.769,81;-13.248,25;67.691,70;48.971,64;-39.840,60;-16.128,14;443.074,15;-46.220,78;-402.791,75;-179.876,14;-65.904,93;27.006,99;-114.545,84;-291.811,95
1.706.000.3110;Transferência Especial da União - Transferências da União decorrentes de emendas parlamentares individuais;12.511,78;10.345,77;10.266,38;11.373,19;10.512,11;7.642,11;24.226,83;28.001,02;25.498,46;27.005,08;22.444,67;26.029,53;215.856,93;50.394,19;39.850,93;34.153,49;35.205,92;36.295,83;32.210,71;35.278,83;31.155,79;425.141,24;227.985,56;193.129,31;22.544,49;1.163.346,29;37.882,41;29.505,16;23.887,11;23.832,73;25.783,72;24.568,60;11.052,00;3.154,77;399.642,78;200.980,48;170.684,64;-3.485,04;947.489,36
1.706.000.3110;Transferência Especial da União - Transferências da União decorrentes de emendas parlamentares individuais;12.511,78;10.345,77;10.266,38;11.373,19;10.512,11;7.642,11;24.226,83;28.001,02;25.498,46;27.005,08;22.444,67;26.029,53;215.856,93;50.394,19;39.850,93;34.153,49;35.205,92;36.295,83;32.210,71;35.278,83;31.155,79;425.141,24;227.985,56;193.129,31;22.544,49;1.163.346,29;37.882,41;29.505,16;23.887,11;23.832,73;25.783,72;24.568,60;11.052,00;3.154,77;399.642,78;200.980,48;170.684,64;-3.485,04;947.489,36
1.707.000.0000;Transferências da União – inciso I do art. 5º da Lei Complementar 173/2020;162,59;134,65;139,54;148,32;139,29;132,75;152,96;147,77;142,64;160,99;139,79;161,41;1.762,70;178,75;180,33;178,11;199,91;218,97;213,88;251,98;232,17;245,34;258,77;215,95;251,54;2.625,70;16,16;45,68;38,57;51,59;79,68;81,13;99,02;84,40;102,70;97,78;76,16;90,13;863,00
1.707.000.0000;Transferências da União – inciso I do art. 5º da Lei Complementar 173/2020;162,59;134,65;139,54;148,32;139,29;132,75;152,96;147,77;142,64;160,99;139,79;161,41;1.762,70;178,75;180,33;178,11;199,91;218,97;213,88;251,98;232,17;245,34;258,77;215,95;251,54;2.625,70;16,16;45,68;38,57;51,59;79,68;81,13;99,02;84,40;102,70;97,78;76,16;90,13;863,00
1.708.000.0000;Transferência da União Referente à Compensação Financeira de Recursos Minerais;1.735,58;60.264,30;8.762,13;1.379,00;27.777,87;1.580,98;2.323,39;4.176,48;4.409,17;4.829,33;4.517,31;5.409,25;127.164,79;1.669,85;5.607,61;3.762,75;4.022,81;3.959,72;2.878,31;2.829,03;2.825,27;5.824,54;3.789,47;67.490,17;27.739,30;132.398,83;-65,73;-54.656,69;-4.999,38;2.643,81;-23.818,15;1.297,33;505,64;-1.351,21;1.415,37;-1.039,86;62.972,86;22.330,05;5.234,04
1.708.000.0000;Transferência da União Referente à Compensação Financeira de Recursos Minerais;1.735,58;60.264,30;8.762,13;1.379,00;27.777,87;1.580,98;2.323,39;4.176,48;4.409,17;4.829,33;4.517,31;5.409,25;127.164,79;1.669,85;5.607,61;3.762,75;4.022,81;3.959,72;2.878,31;2.829,03;2.825,27;5.824,54;3.789,47;67.490,17;27.739,30;132.398,83;-65,73;-54.656,69;-4.999,38;2.643,81;-23.818,15;1.297,33;505,64;-1.351,21;1.415,37;-1.039,86;62.972,86;22.330,05;5.234,04
1.710.000.3210;Identificação das Transferências dos Estados decorrentes de emendas parlamentares individuais;8.825,52;7.308,44;7.574,25;8.050,51;15.574,23;14.836,56;16.994,66;15.716,40;14.945,67;16.659,49;14.197,20;15.177,15;155.860,08;18.658,62;18.807,79;13.293,05;14.902,63;15.951,38;1.379.806,14;16.424,04;14.973,09;15.796,80;16.383,38;13.110,51;14.198,26;1.552.305,69;9.833,10;11.499,35;5.718,80;6.852,12;377,15;1.364.969,58;-570,62;-743,31;851,13;-276,11;-1.086,69;-978,89;1.396.445,61
1.710.000.3210;Identificação das Transferências dos Estados decorrentes de emendas parlamentares individuais;8.825,52;7.308,44;7.574,25;8.050,51;15.574,23;14.836,56;16.994,66;15.716,40;14.945,67;16.659,49;14.197,20;15.177,15;155.860,08;18.658,62;18.807,79;13.293,05;14.902,63;15.951,38;1.379.806,14;16.424,04;14.973,09;15.796,80;16.383,38;13.110,51;14.198,26;1.552.305,69;9.833,10;11.499,35;5.718,80;6.852,12;377,15;1.364.969,58;-570,62;-743,31;851,13;-276,11;-1.086,69;-978,89;1.396.445,61
1.710.000.3220;Identificação das Transferências dos Estados decorrentes de emendas parlamentares de bancada;3.154,25;2.612,06;2.707,07;2.877,28;2.702,03;2.575,17;2.967,41;2.866,77;2.766,93;2.925,39;2.212,18;2.874,73;33.241,27;2.776,59;2.801,13;7.649,90;8.586,41;610.662,18;22.587,29;13.324,41;12.307,20;13.006,06;13.514,83;10.867,04;12.049,78;730.132,82;-377,66;189,07;4.942,83;5.709,13;607.960,15;20.012,12;10.357,00;9.440,43;10.239,13;10.589,44;8.654,86;9.175,05;696.891,55
1.710.000.3220;Identificação das Transferências dos Estados decorrentes de emendas parlamentares de bancada;3.154,25;2.612,06;2.707,07;2.877,28;2.702,03;2.575,17;2.967,41;2.866,77;2.766,93;2.925,39;2.212,18;2.874,73;33.241,27;2.776,59;2.801,13;7.649,90;8.586,41;610.662,18;22.587,29;13.324,41;12.307,20;13.006,06;13.514,83;10.867,04;12.049,78;730.132,82;-377,66;189,07;4.942,83;5.709,13;607.960,15;20.012,12;10.357,00;9.440,43;10.239,13;10.589,44;8.654,86;9.175,05;696.891,55
1.710.010.0000;Transferência Especial dos Estados (Transf. Esp. Estado - Acordo Judicial Reparação Impactos Socioeconômicos e Ambientais-Barragem Brumadinho);53.552,47;44.248,28;45.768,14;48.313,24;43.632,48;41.138,06;42.937,50;36.267,16;29.009,43;30.199,87;21.788,61;24.611,98;461.467,22;22.534,18;21.288,72;19.537,72;21.217,25;20.664,39;19.773,25;22.722,52;20.923,52;22.109,56;23.321,26;19.461,10;21.763,20;255.316,67;-31.018,29;-22.959,56;-26.230,42;-27.095,99;-22.968,09;-21.364,81;-20.214,98;-15.343,64;-6.899,87;-6.878,61;-2.327,51;-2.848,78;-206.150,55
1.710.010.0000;Transferência Especial dos Estados (Transf. Esp. Estado - Acordo Judicial Reparação Impactos Socioeconômicos e Ambientais-Barragem Brumadinho);53.552,47;44.248,28;45.768,14;48.313,24;43.632,48;41.138,06;42.937,50;36.267,16;29.009,43;30.199,87;21.788,61;24.611,98;461.467,22;22.534,18;21.288,72;19.537,72;21.217,25;20.664,39;19.773,25;22.722,52;20.923,52;22.109,56;23.321,26;19.461,10;21.763,20;255.316,67;-31.018,29;-22.959,56;-26.230,42;-27.095,99;-22.968,09;-21.364,81;-20.214,98;-15.343,64;-6.899,87;-6.878,61;-2.327,51;-2.848,78;-206.150,55
1.715.000.0000;Transferências Destinadas ao Setor Cultural - LC nº 195/2022 - Art. 5º - Audiovisual;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;558,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;558,00;558,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;558,00
1.716.000.0000;Transferências Destinadas ao Setor Cultural - LC nº 195/2022 - Art. 8º - Demais Setores da Cultura;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;77,12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;77,12;77,12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;77,12
1.718.000.0000;Auxílio Financeiro - Outorga Crédito Tributário ICMS - Art. 5º, Inciso V, EC nº 123/2022;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.485,33;2.507,31;1.750,31;4.895,75;5.362,44;5.237,83;4.072,89;3.752,66;3.965,37;4.182,69;3.490,37;4.065,81;45.768,76;2.485,33;2.507,31;1.750,31;4.895,75;5.362,44;5.237,83;4.072,89;3.752,66;3.965,37;4.182,69;3.490,37;4.065,81;45.768,76
1.719.000.0000;Transferências da Política Nacional Aldir Blanc de Fomento à Cultura - Lei nº 14.399/202;6.645,21;5.502,93;5.703,06;6.061,68;5.692,49;5.425,23;6.251,57;6.039,56;5.829,20;6.579,55;5.713,21;4.903,81;70.347,50;2.321,09;2.341,61;2.203,97;2.473,78;2.709,55;2.646,60;3.118,13;2.872,97;3.035,82;3.202,20;2.672,17;1.127,78;30.725,67;-4.324,12;-3.161,32;-3.499,09;-3.587,90;-2.982,94;-2.778,63;-3.133,44;-3.166,59;-2.793,38;-3.377,35;-3.041,04;-3.776,03;-39.621,83
1.720.000.0000;Transferência da União referentes às participações na exploração de Petróleo e Gás Natural destinadas ao FEP - Lei 9.478/1997;214.046,08;195.148,03;200.090,64;202.790,42;202.478,43;58.030,32;208.804,75;299.582,83;280.079,41;225.916,16;206.699,13;149.981,72;2.443.647,92;170.001,83;187.654,40;200.720,58;167.926,20;186.482,26;168.433,43;165.233,25;175.981,01;189.000,93;175.570,02;167.687,39;172.328,12;2.127.019,42;-44.044,25;-7.493,63;629,94;-34.864,22;-15.996,17;110.403,11;-43.571,50;-123.601,82;-91.078,48;-50.346,14;-39.011,74;22.346,40;-316.628,50
1.720.000.0000;Transferência da União referentes às participações na exploração de Petróleo e Gás Natural destinadas ao FEP - Lei 9.478/1997;214.046,08;195.148,03;200.090,64;202.790,42;202.478,43;58.030,32;208.804,75;299.582,83;280.079,41;225.916,16;206.699,13;149.981,72;2.443.647,92;170.001,83;187.654,40;200.720,58;167.926,20;186.482,26;168.433,43;165.233,25;175.981,01;189.000,93;175.570,02;167.687,39;172.328,12;2.127.019,42;-44.044,25;-7.493,63;629,94;-34.864,22;-15.996,17;110.403,11;-43.571,50;-123.601,82;-91.078,48;-50.346,14;-39.011,74;22.346,40;-316.628,50
1.720.000.0000;Transferência da União referentes às participações na exploração de Petróleo e Gás Natural destinadas ao FEP - Lei 9.478/1997;214.046,08;195.148,03;200.090,64;202.790,42;202.478,43;58.030,32;208.804,75;299.582,83;280.079,41;225.916,16;206.699,13;149.981,72;2.443.647,92;170.001,83;187.654,40;200.720,58;167.926,20;186.482,26;168.433,43;165.233,25;175.981,01;189.000,93;175.570,02;167.687,39;172.328,12;2.127.019,42;-44.044,25;-7.493,63;629,94;-34.864,22;-15.996,17;110.403,11;-43.571,50;-123.601,82;-91.078,48;-50.346,14;-39.011,74;22.346,40;-316.628,50
1.750.000.0000;Recursos da Contribuição de Intervenção no Domínio Econômico - CIDE;69.680,59;3.847,63;3.987,57;65.820,78;4.142,15;3.947,66;64.301,81;4.558,35;4.399,58;104.161,03;4.503,90;5.200,85;338.551,90;35.770,24;6.228,84;6.152,05;34.645,01;7.804,47;7.623,13;39.543,56;8.549,34;9.033,95;41.757,26;7.985,27;8.399,41;213.492,53;-33.910,35;2.381,21;2.164,48;-31.175,77;3.662,32;3.675,47;-24.758,25;3.990,99;4.634,37;-62.403,77;3.481,37;3.198,56;-125.059,37
1.750.000.0000;Recursos da Contribuição de Intervenção no Domínio Econômico - CIDE;69.680,59;3.847,63;3.987,57;65.820,78;4.142,15;3.947,66;64.301,81;4.558,35;4.399,58;104.161,03;4.503,90;5.200,85;338.551,90;35.770,24;6.228,84;6.152,05;34.645,01;7.804,47;7.623,13;39.543,56;8.549,34;9.033,95;41.757,26;7.985,27;8.399,41;213.492,53;-33.910,35;2.381,21;2.164,48;-31.175,77;3.662,32;3.675,47;-24.758,25;3.990,99;4.634,37;-62.403,77;3.481,37;3.198,56;-125.059,37
1.751.000.0000;Recursos da Contribuição para o Custeio do Serviço de Iluminação Pública - COSIP;1.249.886,88;1.200.218,28;1.282.723,61;1.510.322,47;1.254.467,04;1.218.786,54;1.187.128,32;1.349.940,84;1.270.107,30;1.312.716,87;1.395.900,56;1.393.249,41;15.625.448,12;1.249.194,43;1.098.205,85;1.109.021,01;1.154.737,50;1.352.996,33;1.149.744,33;1.218.438,14;1.352.387,83;1.047.807,22;1.108.865,35;1.070.028,08;1.007.861,10;13.919.287,17;-692,45;-102.012,43;-173.702,60;-355.584,97;98.529,29;-69.042,21;31.309,82;2.446,99;-222.300,08;-203.851,52;-325.872,48;-385.388,31;-1.706.160,95
1.751.000.0000;Recursos da Contribuição para o Custeio do Serviço de Iluminação Pública - COSIP;1.249.886,88;1.200.218,28;1.282.723,61;1.510.322,47;1.254.467,04;1.218.786,54;1.187.128,32;1.349.940,84;1.270.107,30;1.312.716,87;1.395.900,56;1.393.249,41;15.625.448,12;1.249.194,43;1.098.205,85;1.109.021,01;1.154.737,50;1.352.996,33;1.149.744,33;1.218.438,14;1.352.387,83;1.047.807,22;1.108.865,35;1.070.028,08;1.007.861,10;13.919.287,17;-692,45;-102.012,43;-173.702,60;-355.584,97;98.529,29;-69.042,21;31.309,82;2.446,99;-222.300,08;-203.851,52;-325.872,48;-385.388,31;-1.706.160,95
1.751.000.0000;Recursos da Contribuição para o Custeio do Serviço de Iluminação Pública - COSIP;1.249.886,88;1.200.218,28;1.282.723,61;1.510.322,47;1.254.467,04;1.218.786,54;1.187.128,32;1.349.940,84;1.270.107,30;1.312.716,87;1.395.900,56;1.393.249,41;15.625.448,12;1.249.194,43;1.098.205,85;1.109.021,01;1.154.737,50;1.352.996,33;1.149.744,33;1.218.438,14;1.352.387,83;1.047.807,22;1.108.865,35;1.070.028,08;1.007.861,10;13.919.287,17;-692,45;-102.012,43;-173.702,60;-355.584,97;98.529,29;-69.042,21;31.309,82;2.446,99;-222.300,08;-203.851,52;-325.872,48;-385.388,31;-1.706.160,95
1.752.000.0000;Recursos Vinculados ao Trânsito;244.998,33;217.609,54;191.063,33;217.225,29;170.113,07;168.676,95;197.889,39;205.193,00;227.285,16;231.525,78;204.291,60;230.756,43;2.506.627,87;245.445,33;207.676,25;192.258,53;210.675,22;212.798,84;190.717,83;225.586,04;189.716,74;258.597,40;227.447,93;188.752,90;191.477,60;2.541.150,61;447,00;-9.933,29;1.195,20;-6.550,07;42.685,77;22.040,88;27.696,65;-15.476,26;31.312,24;-4.077,85;-15.538,70;-39.278,83;34.522,74
1.752.000.0000;Recursos Vinculados ao Trânsito;244.998,33;217.609,54;191.063,33;217.225,29;170.113,07;168.676,95;197.889,39;205.193,00;227.285,16;231.525,78;204.291,60;230.756,43;2.506.627,87;245.445,33;207.676,25;192.258,53;210.675,22;212.798,84;190.717,83;225.586,04;189.716,74;258.597,40;227.447,93;188.752,90;191.477,60;2.541.150,61;447,00;-9.933,29;1.195,20;-6.550,07;42.685,77;22.040,88;27.696,65;-15.476,26;31.312,24;-4.077,85;-15.538,70;-39.278,83;34.522,74
1.753.000.0000;Recursos Provenientes de Taxas, Contribuições e Preços Públicos;705.669,40;761.553,73;1.461.916,19;4.057.425,79;1.322.937,71;1.251.031,08;1.205.378,48;1.093.289,24;1.092.905,50;1.265.975,00;975.863,63;605.073,73;15.799.019,48;373.909,56;380.633,57;421.526,36;1.671.188,94;3.756.031,61;1.107.596,60;1.194.183,84;1.215.333,97;1.375.102,94;2.421.011,66;1.833.364,37;1.621.075,74;17.370.959,16;-331.759,84;-380.920,16;-1.040.389,83;-2.386.236,85;2.433.093,90;-143.434,48;-11.194,64;122.044,73;282.197,44;1.155.036,66;857.500,74;1.016.002,01;1.571.939,68
1.753.000.0000;Recursos Provenientes de Taxas, Contribuições e Preços Públicos;705.669,40;761.553,73;1.461.916,19;4.057.425,79;1.322.937,71;1.251.031,08;1.205.378,48;1.093.289,24;1.092.905,50;1.265.975,00;975.863,63;605.073,73;15.799.019,48;373.909,56;380.633,57;421.526,36;1.671.188,94;3.756.031,61;1.107.596,60;1.194.183,84;1.215.333,97;1.375.102,94;2.421.011,66;1.833.364,37;1.621.075,74;17.370.959,16;-331.759,84;-380.920,16;-1.040.389,83;-2.386.236,85;2.433.093,90;-143.434,48;-11.194,64;122.044,73;282.197,44;1.155.036,66;857.500,74;1.016.002,01;1.571.939,68
1.754.000.0000;Recursos de Operações de Crédito;1.122.450,04;1.122.445,36;1.122.446,41;1.122.447,95;1.122.446,62;1.122.445,64;1.122.449,44;1.122.448,37;1.122.447,48;1.122.450,48;1.122.446,54;1.122.451,24;13.469.375,57;27,20;27,37;26,96;28,18;30,61;29,83;35,14;32,52;34,64;37,84;32,01;37,62;379,92;-1.122.422,84;-1.122.417,99;-1.122.419,45;-1.122.419,77;-1.122.416,01;-1.122.415,81;-1.122.414,30;-1.122.415,85;-1.122.412,84;-1.122.412,64;-1.122.414,53;-1.122.413,62;-13.468.995,65
1.755.000.0000;Recursos de Alienação de Bens/Ativos - Administração Direta;23.493,63;23.155,12;23.214,42;23.320,70;23.211,30;23.132,09;23.376,98;23.314,15;23.251,82;23.474,34;23.217,58;23.479,61;279.641,74;2.165,21;3.469,91;2.157,43;2.431,92;2.663,72;2.601,83;3.065,38;2.824,37;0,00;0,00;0,00;0,00;21.379,77;-21.328,42;-19.685,21;-21.056,99;-20.888,78;-20.547,58;-20.530,26;-20.311,60;-20.489,78;-23.251,82;-23.474,34;-23.217,58;-23.479,61;-258.261,97
1.755.000.0000;Recursos de Alienação de Bens/Ativos - Administração Direta;23.493,63;23.155,12;23.214,42;23.320,70;23.211,30;23.132,09;23.376,98;23.314,15;23.251,82;23.474,34;23.217,58;23.479,61;279.641,74;2.165,21;3.469,91;2.157,43;2.431,92;2.663,72;2.601,83;3.065,38;2.824,37;0,00;0,00;0,00;0,00;21.379,77;-21.328,42;-19.685,21;-21.056,99;-20.888,78;-20.547,58;-20.530,26;-20.311,60;-20.489,78;-23.251,82;-23.474,34;-23.217,58;-23.479,61;-258.261,97
1.899.000.0000;Outros Recursos Vinculados;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;205.460,18;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;205.460,18;0,00;0,00;0,00;205.460,18;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;205.460,18
