Código;Especificação;Previsto Janeiro;Previsto Fevereiro;Previsto Março;Previsto Abril;Previsto Maio;Previsto Junho;Previsto Julho;Previsto Agosto;Previsto Setembro;Previsto Outubro;Previsto Novembro;Previsto Dezembro;Total Previsto;Realizado Janeiro;Realizado Fevereiro;Realizado Março;Realizado Abril;Realizado Maio;Realizado Junho;Realizado Julho;Realizado Agosto;Realizado Setembro;Realizado Outubro;Realizado Novembro;Realizado Dezembro;Total Realizado;Diferença Janeiro;Diferença Fevereiro;Diferença Março;Diferença Abril;Diferença Maio;Diferença Junho;Diferença Julho;Diferença Agosto;Diferença Setembro;Diferença Outubro;Diferença Novembro;Diferença Dezembro;Total Diferença
1.540.000.1070;Transferências do FUNDEB - Impostos e Transferências de Impostos (70% -Pagto da Remuneração dos Profissionais da Educação Básica em Efetivo Exercício);4.323.683,36;3.251.740,16;2.992.044,92;3.094.473,76;2.801.916,13;2.886.785,64;3.254.929,31;2.841.328,28;2.686.983,82;3.271.215,93;3.042.555,95;3.486.391,87;37.934.049,13;4.018.577,43;4.940.666,70;3.820.162,76;4.260.900,45;3.634.161,08;3.652.541,07;3.775.944,57;3.497.921,57;3.655.751,72;3.419.136,63;3.714.772,69;4.394.371,70;46.784.908,37;-305.105,93;1.688.926,54;828.117,84;1.166.426,69;832.244,95;765.755,43;521.015,26;656.593,29;968.767,90;147.920,70;672.216,74;907.979,83;8.850.859,24
1.540.000.1070;Transferências do FUNDEB - Impostos e Transferências de Impostos (70% -Pagto da Remuneração dos Profissionais da Educação Básica em Efetivo Exercício);4.323.683,36;3.251.740,16;2.992.044,92;3.094.473,76;2.801.916,13;2.886.785,64;3.254.929,31;2.841.328,28;2.686.983,82;3.271.215,93;3.042.555,95;3.486.391,87;37.934.049,13;4.018.577,43;4.940.666,70;3.820.162,76;4.260.900,45;3.634.161,08;3.652.541,07;3.775.944,57;3.497.921,57;3.655.751,72;3.419.136,63;3.714.772,69;4.394.371,70;46.784.908,37;-305.105,93;1.688.926,54;828.117,84;1.166.426,69;832.244,95;765.755,43;521.015,26;656.593,29;968.767,90;147.920,70;672.216,74;907.979,83;8.850.859,24
1.550.000.0000;QESE - Transferência do Salário-Educação;476.717,66;341.751,96;325.762,55;325.687,79;329.951,04;313.575,93;340.059,90;336.692,28;362.745,70;330.612,44;338.755,04;359.546,70;4.181.858,99;563.894,80;358.057,01;358.760,70;364.388,05;372.225,61;381.621,81;407.941,76;376.007,35;381.188,08;417.872,25;368.841,76;368.120,65;4.718.919,83;87.177,14;16.305,05;32.998,15;38.700,26;42.274,57;68.045,88;67.881,86;39.315,07;18.442,38;87.259,81;30.086,72;8.573,95;537.060,84
1.550.000.0000;QESE - Transferência do Salário-Educação;476.717,66;341.751,96;325.762,55;325.687,79;329.951,04;313.575,93;340.059,90;336.692,28;362.745,70;330.612,44;338.755,04;359.546,70;4.181.858,99;563.894,80;358.057,01;358.760,70;364.388,05;372.225,61;381.621,81;407.941,76;376.007,35;381.188,08;417.872,25;368.841,76;368.120,65;4.718.919,83;87.177,14;16.305,05;32.998,15;38.700,26;42.274,57;68.045,88;67.881,86;39.315,07;18.442,38;87.259,81;30.086,72;8.573,95;537.060,84
1.551.000.0000;Transferências de Recursos do FNDE Referentes ao Programa Dinheiro Direto na Escola (PDDE);4.684,18;4.684,18;4.684,18;4.684,18;4.684,18;4.684,18;4.684,18;4.684,18;4.684,18;4.684,18;4.684,18;4.684,15;56.210,13;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-4.684,18;-4.684,18;-4.684,18;-4.684,18;-4.684,18;-4.684,18;-4.684,18;-4.684,18;-4.684,18;-4.684,18;-4.684,18;-4.684,15;-56.210,13
1.552.000.0000;PNAE - Transferências de Recursos do FNDE Referentes ao Programa Nacional de Alimentação Escolar;0,35;132.785,36;133.227,76;130.488,94;138.716,91;133.704,47;133.698,42;135.753,29;399.794,58;1.145,04;245,65;35,76;1.339.596,53;28,77;157.133,60;158.192,17;2.035,31;315.884,80;160.643,26;162.038,67;162.619,10;5.721,77;5.245,35;4.077,10;3.811,28;1.137.431,18;28,42;24.348,24;24.964,41;-128.453,63;177.167,89;26.938,79;28.340,25;26.865,81;-394.072,81;4.100,31;3.831,45;3.775,52;-202.165,35
1.552.000.0000;PNAE - Transferências de Recursos do FNDE Referentes ao Programa Nacional de Alimentação Escolar;0,35;132.785,36;133.227,76;130.488,94;138.716,91;133.704,47;133.698,42;135.753,29;399.794,58;1.145,04;245,65;35,76;1.339.596,53;28,77;157.133,60;158.192,17;2.035,31;315.884,80;160.643,26;162.038,67;162.619,10;5.721,77;5.245,35;4.077,10;3.811,28;1.137.431,18;28,42;24.348,24;24.964,41;-128.453,63;177.167,89;26.938,79;28.340,25;26.865,81;-394.072,81;4.100,31;3.831,45;3.775,52;-202.165,35
1.553.000.0000;PNATE - Transferências de Recursos do FNDE Referentes ao Programa Nacional de Apoio ao Transporte Escolar;3.078,42;2.499,73;2.520,75;100.963,34;2.262,01;1.915,52;1.900,77;100.047,95;1.548,54;1.356,36;873,04;597,05;219.563,48;197,74;147,51;92.282,13;518,13;390,00;380,74;448,58;413,31;93.301,96;1.381,39;1.152,75;1.342,79;191.957,03;-2.880,68;-2.352,22;89.761,38;-100.445,21;-1.872,01;-1.534,78;-1.452,19;-99.634,64;91.753,42;25,03;279,71;745,74;-27.606,45
1.553.000.0000;PNATE - Transferências de Recursos do FNDE Referentes ao Programa Nacional de Apoio ao Transporte Escolar;3.078,42;2.499,73;2.520,75;100.963,34;2.262,01;1.915,52;1.900,77;100.047,95;1.548,54;1.356,36;873,04;597,05;219.563,48;197,74;147,51;92.282,13;518,13;390,00;380,74;448,58;413,31;93.301,96;1.381,39;1.152,75;1.342,79;191.957,03;-2.880,68;-2.352,22;89.761,38;-100.445,21;-1.872,01;-1.534,78;-1.452,19;-99.634,64;91.753,42;25,03;279,71;745,74;-27.606,45
1.569.000.0000;Outras Transferências de Recursos do FNDE;65.116,03;64.619,12;64.706,19;64.862,18;64.701,57;66.866,49;78.259,82;67.392,06;67.212,11;67.854,02;92.041,79;85.684,89;849.316,27;7.703,31;7.771,40;7.675,59;8.615,27;9.436,37;9.217,10;10.859,26;573.185,64;14.730,13;14.902,36;4.073,34;4.249,76;672.419,53;-57.412,72;-56.847,72;-57.030,60;-56.246,91;-55.265,20;-57.649,39;-67.400,56;505.793,58;-52.481,98;-52.951,66;-87.968,45;-81.435,13;-176.896,74
1.569.000.0000;Outras Transferências de Recursos do FNDE;65.116,03;64.619,12;64.706,19;64.862,18;64.701,57;66.866,49;78.259,82;67.392,06;67.212,11;67.854,02;92.041,79;85.684,89;849.316,27;7.703,31;7.771,40;7.675,59;8.615,27;9.436,37;9.217,10;10.859,26;573.185,64;14.730,13;14.902,36;4.073,34;4.249,76;672.419,53;-57.412,72;-56.847,72;-57.030,60;-56.246,91;-55.265,20;-57.649,39;-67.400,56;505.793,58;-52.481,98;-52.951,66;-87.968,45;-81.435,13;-176.896,74
1.570.000.0000;Transferências do Governo Federal referentes a Convênios e Instrumentos Congêneres vinculados à Educação;24.363,68;24.363,68;24.363,68;24.363,68;24.363,68;24.363,68;24.363,68;24.363,68;24.363,68;24.363,68;24.363,68;24.363,69;292.364,17;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-24.363,68;-24.363,68;-24.363,68;-24.363,68;-24.363,68;-24.363,68;-24.363,68;-24.363,68;-24.363,68;-24.363,68;-24.363,68;-24.363,69;-292.364,17
1.571.000.0000;Transferências do Estado referentes a Convênios e Instrumentos Congêneres vinculados à Educação;904,82;904,82;904,82;904,82;904,82;904,82;904,82;904,82;904,82;904,82;904,82;904,80;10.857,82;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-904,82;-904,82;-904,82;-904,82;-904,82;-904,82;-904,82;-904,82;-904,82;-904,82;-904,82;-904,80;-10.857,82
1.576.000.0000;Transferências de Recursos dos Estados para programas de Educação;1.699,67;1.699,67;1.699,67;1.699,67;1.699,67;1.699,67;1.699,67;1.699,67;1.699,67;1.699,67;1.699,67;1.699,62;20.395,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1.699,67;-1.699,67;-1.699,67;-1.699,67;-1.699,67;-1.699,67;-1.699,67;-1.699,67;-1.699,67;-1.699,67;-1.699,67;-1.699,62;-20.395,99
1.576.001.0000;PTE- Transferências de Recursos dos Estados para Programas de Educação (Transferências de Recursos para o Programa Estadual de Transporte Escolar);11.652,34;381.056,46;382.150,84;383.237,57;383.228,26;10.789,28;10.650,83;8.967,36;7.745,52;7.707,85;5.922,77;6.071,86;1.599.180,94;4.570,56;174.230,16;175.344,40;176.387,64;177.965,84;177.971,68;180.795,71;180.585,08;181.496,61;182.254,28;179.829,17;12.548,56;1.803.979,69;-7.081,78;-206.826,30;-206.806,44;-206.849,93;-205.262,42;167.182,40;170.144,88;171.617,72;173.751,09;174.546,43;173.906,40;6.476,70;204.798,75
1.576.001.0000;PTE- Transferências de Recursos dos Estados para Programas de Educação (Transferências de Recursos para o Programa Estadual de Transporte Escolar);11.652,34;381.056,46;382.150,84;383.237,57;383.228,26;10.789,28;10.650,83;8.967,36;7.745,52;7.707,85;5.922,77;6.071,86;1.599.180,94;4.570,56;174.230,16;175.344,40;176.387,64;177.965,84;177.971,68;180.795,71;180.585,08;181.496,61;182.254,28;179.829,17;12.548,56;1.803.979,69;-7.081,78;-206.826,30;-206.806,44;-206.849,93;-205.262,42;167.182,40;170.144,88;171.617,72;173.751,09;174.546,43;173.906,40;6.476,70;204.798,75
1.599.003.0000;Outros Recursos Vinculados à Educação (Serviços Educacionais);0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;844,43;851,89;2.234,91;969,54;1.061,95;1.037,27;1.222,08;1.125,99;1.189,82;1.255,03;992,76;9,49;12.795,16;844,43;851,89;2.234,91;969,54;1.061,95;1.037,27;1.222,08;1.125,99;1.189,82;1.255,03;992,76;9,49;12.795,16
1.600.000.0000;Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde;11.026.428,99;11.536.207,25;16.379.989,29;13.402.209,76;11.679.857,75;10.835.266,79;10.798.181,64;11.275.545,05;11.289.484,99;8.980.330,45;10.673.944,48;9.652.996,18;137.530.442,62;10.066.246,41;9.970.591,36;9.183.463,61;9.511.855,84;8.156.321,69;13.689.438,52;11.049.828,70;9.385.738,64;9.236.306,62;11.558.370,03;8.929.066,70;9.471.391,88;120.208.620,00;-960.182,58;-1.565.615,89;-7.196.525,68;-3.890.353,92;-3.523.536,06;2.854.171,73;251.647,06;-1.889.806,41;-2.053.178,37;2.578.039,58;-1.744.877,78;-181.604,30;-17.321.822,62
1.600.000.0000;Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde;11.026.428,99;11.536.207,25;16.379.989,29;13.402.209,76;11.679.857,75;10.835.266,79;10.798.181,64;11.275.545,05;11.289.484,99;8.980.330,45;10.673.944,48;9.652.996,18;137.530.442,62;10.066.246,41;9.970.591,36;9.183.463,61;9.511.855,84;8.156.321,69;13.689.438,52;11.049.828,70;9.385.738,64;9.236.306,62;11.558.370,03;8.929.066,70;9.471.391,88;120.208.620,00;-960.182,58;-1.565.615,89;-7.196.525,68;-3.890.353,92;-3.523.536,06;2.854.171,73;251.647,06;-1.889.806,41;-2.053.178,37;2.578.039,58;-1.744.877,78;-181.604,30;-17.321.822,62
1.600.000.3110;Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;300.080,88;0,68;0,00;4.353,69;0,00;3.162.521,35;686.560,61;33.276,82;112.048,57;1.303.948,72;16.012,00;5.618.803,33;0,01;300.080,88;0,68;0,00;4.353,69;0,00;3.162.521,35;686.560,61;33.276,82;112.048,57;1.303.948,72;16.012,00;5.618.803,33
1.600.000.3110;Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;300.080,88;0,68;0,00;4.353,69;0,00;3.162.521,35;686.560,61;33.276,82;112.048,57;1.303.948,72;16.012,00;5.618.803,33;0,01;300.080,88;0,68;0,00;4.353,69;0,00;3.162.521,35;686.560,61;33.276,82;112.048,57;1.303.948,72;16.012,00;5.618.803,33
1.600.000.3120;Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;26.316,27;22.126,27;11.536,45;12.949,17;13.571,19;10.718,61;11.856,54;10.247,01;9.857,41;288.009,23;292.411,19;1.722.831,72;2.432.431,06;26.316,27;22.126,27;11.536,45;12.949,17;13.571,19;10.718,61;11.856,54;10.247,01;9.857,41;288.009,23;292.411,19;1.722.831,72;2.432.431,06
1.601.000.0000;Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Estruturação da Rede de Serviços Públicos de Saúde;4.471,15;3.746,26;0,00;0,00;0,00;0,00;0,00;5.631,14;5.236,92;5.110,43;4.157,28;4.532,02;32.885,20;6.734,96;2.166,72;3.318,93;3.396,15;5.903,69;4.093,74;3.616,36;3.346,12;2.525,95;3.893,50;3.293,63;3.870,55;46.160,30;2.263,81;-1.579,54;3.318,93;3.396,15;5.903,69;4.093,74;3.616,36;-2.285,02;-2.710,97;-1.216,93;-863,65;-661,47;13.275,10
1.601.000.0000;Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Estruturação da Rede de Serviços Públicos de Saúde;4.471,15;3.746,26;0,00;0,00;0,00;0,00;0,00;5.631,14;5.236,92;5.110,43;4.157,28;4.532,02;32.885,20;6.734,96;2.166,72;3.318,93;3.396,15;5.903,69;4.093,74;3.616,36;3.346,12;2.525,95;3.893,50;3.293,63;3.870,55;46.160,30;2.263,81;-1.579,54;3.318,93;3.396,15;5.903,69;4.093,74;3.616,36;-2.285,02;-2.710,97;-1.216,93;-863,65;-661,47;13.275,10
1.604.000.0000;Transferências provenientes do Governo Federal destinadas ao vencimento dos agentes comunitários de saúde e dos agentes de combate às endemias;843.751,08;624.471,12;871.379,66;624.471,12;871.379,66;246.908,54;0,00;0,00;0,00;3.149.984,18;0,00;542.409,04;7.774.754,40;631.488,00;631.488,00;631.488,00;628.452,00;628.452,00;628.452,00;628.452,00;628.452,00;625.416,00;625.416,00;616.308,00;1.241.724,00;8.145.588,00;-212.263,08;7.016,88;-239.891,66;3.980,88;-242.927,66;381.543,46;628.452,00;628.452,00;625.416,00;-2.524.568,18;616.308,00;699.314,96;370.833,60
1.604.000.0000;Transferências provenientes do Governo Federal destinadas ao vencimento dos agentes comunitários de saúde e dos agentes de combate às endemias;843.751,08;624.471,12;871.379,66;624.471,12;871.379,66;246.908,54;0,00;0,00;0,00;3.149.984,18;0,00;542.409,04;7.774.754,40;631.488,00;631.488,00;631.488,00;628.452,00;628.452,00;628.452,00;628.452,00;628.452,00;625.416,00;625.416,00;616.308,00;1.241.724,00;8.145.588,00;-212.263,08;7.016,88;-239.891,66;3.980,88;-242.927,66;381.543,46;628.452,00;628.452,00;625.416,00;-2.524.568,18;616.308,00;699.314,96;370.833,60
1.605.000.0000;Assistência Financeira da União destinada à complementação ao pagamento dos pisos salariais para profissionais da enfermagem.;1.412.470,77;3.057,05;1.373.037,65;1.390.917,51;1.378.556,11;1.430.721,58;1.399.067,39;1.408.240,61;2.865.052,66;4.368,91;1.450.967,36;2.926.468,53;17.042.926,13;1.315.325,92;1.285.142,30;1.307.870,24;1.320.014,39;1.342.277,52;1.301.369,94;2.591.662,84;1.287.282,02;11.220,60;1.285.767,91;1.264.927,54;3.825.759,36;18.138.620,58;-97.144,85;1.282.085,25;-65.167,41;-70.903,12;-36.278,59;-129.351,64;1.192.595,45;-120.958,59;-2.853.832,06;1.281.399,00;-186.039,82;899.290,83;1.095.694,45
1.605.000.0000;Assistência Financeira da União destinada à complementação ao pagamento dos pisos salariais para profissionais da enfermagem.;1.412.470,77;3.057,05;1.373.037,65;1.390.917,51;1.378.556,11;1.430.721,58;1.399.067,39;1.408.240,61;2.865.052,66;4.368,91;1.450.967,36;2.926.468,53;17.042.926,13;1.315.325,92;1.285.142,30;1.307.870,24;1.320.014,39;1.342.277,52;1.301.369,94;2.591.662,84;1.287.282,02;11.220,60;1.285.767,91;1.264.927,54;3.825.759,36;18.138.620,58;-97.144,85;1.282.085,25;-65.167,41;-70.903,12;-36.278,59;-129.351,64;1.192.595,45;-120.958,59;-2.853.832,06;1.281.399,00;-186.039,82;899.290,83;1.095.694,45
1.621.000.0000;Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual;489.354,74;10.290.956,28;748.317,16;1.573.747,06;1.007.638,87;10.123.521,55;940.673,40;404.075,73;477.945,15;10.491.274,20;543.749,48;511.031,61;37.602.285,23;347.063,92;5.464.822,82;462.314,77;3.458.149,37;6.300.334,41;911.962,84;2.508.077,00;2.319.991,27;7.060.962,49;1.717.540,47;4.297.560,55;6.692.715,64;41.541.495,55;-142.290,82;-4.826.133,46;-286.002,39;1.884.402,31;5.292.695,54;-9.211.558,71;1.567.403,60;1.915.915,54;6.583.017,34;-8.773.733,73;3.753.811,07;6.181.684,03;3.939.210,32
1.621.000.0000;Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual;489.354,74;10.290.956,28;748.317,16;1.573.747,06;1.007.638,87;10.123.521,55;940.673,40;404.075,73;477.945,15;10.491.274,20;543.749,48;511.031,61;37.602.285,23;347.063,92;5.464.822,82;462.314,77;3.458.149,37;6.300.334,41;911.962,84;2.508.077,00;2.319.991,27;7.060.962,49;1.717.540,47;4.297.560,55;6.692.715,64;41.541.495,55;-142.290,82;-4.826.133,46;-286.002,39;1.884.402,31;5.292.695,54;-9.211.558,71;1.567.403,60;1.915.915,54;6.583.017,34;-8.773.733,73;3.753.811,07;6.181.684,03;3.939.210,32
1.621.000.3220;Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;201.199,72;3.984,68;2.467,31;72,61;76,58;63,91;74,44;207.939,25;0,00;0,00;0,00;0,00;0,00;201.199,72;3.984,68;2.467,31;72,61;76,58;63,91;74,44;207.939,25
1.632.000.0000;Transferências do Estado referentes a Convênios e Instrumentos Congêneres Vinculados à Saúde;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;42.355,92;42.730,34;42.203,62;47.416,78;52.396,74;51.179,25;60.297,71;55.556,78;58.705,99;61.923,34;51.673,73;60.193,03;626.633,23;42.355,92;42.730,34;42.203,62;47.416,78;52.396,74;51.179,25;60.297,71;55.556,78;58.705,99;61.923,34;51.673,73;60.193,03;626.633,23
1.660.000.0000;Transferência de Recursos do Fundo Nacional de Assistência Social - FNAS;63.878,98;283.838,12;213.800,48;193.585,35;192.390,22;78.745,86;190.877,03;298.577,89;84.325,77;196.858,95;81.025,58;503.943,34;2.381.847,57;42.563,27;129.589,76;131.302,68;128.380,60;126.864,23;39.761,64;258.887,91;124.779,92;173.640,67;129.999,89;125.873,74;340.959,32;1.752.603,63;-21.315,71;-154.248,36;-82.497,80;-65.204,75;-65.525,99;-38.984,22;68.010,88;-173.797,97;89.314,90;-66.859,06;44.848,16;-162.984,02;-629.243,94
1.660.000.0000;Transferência de Recursos do Fundo Nacional de Assistência Social - FNAS;63.878,98;283.838,12;213.800,48;193.585,35;192.390,22;78.745,86;190.877,03;298.577,89;84.325,77;196.858,95;81.025,58;503.943,34;2.381.847,57;42.563,27;129.589,76;131.302,68;128.380,60;126.864,23;39.761,64;258.887,91;124.779,92;173.640,67;129.999,89;125.873,74;340.959,32;1.752.603,63;-21.315,71;-154.248,36;-82.497,80;-65.204,75;-65.525,99;-38.984,22;68.010,88;-173.797,97;89.314,90;-66.859,06;44.848,16;-162.984,02;-629.243,94
