Entidade;Número do Organograma;Descrição do organograma;Número da ação;Descrição da ação;Número do programa;Descrição do programa;Número da função;Descrição da função;Número da subfunção;Descrição da subfunção;Número da despesa;Natureza de Despesa;Descrição da natureza de despesa;Recurso;Descrição do recurso;Valor empenhado da despesa
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.025;MANUTENÇÃO DA REDE DE ATENÇÃO PRIMÁRIA;2;ATENÇAO BASICA;10;Saúde;301;Atenção Básica;76;3.1.90.04.13.00.00.00;13° SALÁRIO - CONTRATO TEMPORÁRIO;1.600.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE;9.037,00
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.025;MANUTENÇÃO DA REDE DE ATENÇÃO PRIMÁRIA;2;ATENÇAO BASICA;10;Saúde;301;Atenção Básica;76;3.1.90.04.15.00.00.00;OBRIGAÇÕES PATRONAIS - CONTRATO TEMPORÁRIO;1.621.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO ESTADUAL;6.190,11
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.025;MANUTENÇÃO DA REDE DE ATENÇÃO PRIMÁRIA;2;ATENÇAO BASICA;10;Saúde;301;Atenção Básica;76;3.1.90.04.01.00.00.00;SALÁRIO CONTRATO TEMPORÁRIO;1.621.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO ESTADUAL;32.680,29
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.025;MANUTENÇÃO DA REDE DE ATENÇÃO PRIMÁRIA;2;ATENÇAO BASICA;10;Saúde;301;Atenção Básica;76;3.1.90.04.13.00.00.00;13° SALÁRIO - CONTRATO TEMPORÁRIO;1.621.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO ESTADUAL;9.696,45
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.025;MANUTENÇÃO DA REDE DE ATENÇÃO PRIMÁRIA;2;ATENÇAO BASICA;10;Saúde;301;Atenção Básica;76;3.1.90.04.14.00.00.00;FÉRIAS - ABONO CONSTITUCIONAL - CONTRATO TEMPORÁRIO;1.621.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO ESTADUAL;607,20
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.025;MANUTENÇÃO DA REDE DE ATENÇÃO PRIMÁRIA;2;ATENÇAO BASICA;10;Saúde;301;Atenção Básica;76;3.1.90.04.15.00.00.00;OBRIGAÇÕES PATRONAIS - CONTRATO TEMPORÁRIO;2.600.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE;75.957,12
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.025;MANUTENÇÃO DA REDE DE ATENÇÃO PRIMÁRIA;2;ATENÇAO BASICA;10;Saúde;301;Atenção Básica;76;3.1.90.04.01.00.00.00;SALÁRIO CONTRATO TEMPORÁRIO;2.600.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE;526.747,36
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.025;MANUTENÇÃO DA REDE DE ATENÇÃO PRIMÁRIA;2;ATENÇAO BASICA;10;Saúde;301;Atenção Básica;76;3.1.90.04.15.00.00.00;OBRIGAÇÕES PATRONAIS - CONTRATO TEMPORÁRIO;2.621.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO ESTADUAL;246.022,59
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.025;MANUTENÇÃO DA REDE DE ATENÇÃO PRIMÁRIA;2;ATENÇAO BASICA;10;Saúde;301;Atenção Básica;76;3.1.90.04.01.00.00.00;SALÁRIO CONTRATO TEMPORÁRIO;2.621.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO ESTADUAL;1.069.037,59
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.025;MANUTENÇÃO DA REDE DE ATENÇÃO PRIMÁRIA;2;ATENÇAO BASICA;10;Saúde;301;Atenção Básica;76;3.1.90.04.13.00.00.00;13° SALÁRIO - CONTRATO TEMPORÁRIO;2.621.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO ESTADUAL;310.877,10
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.025;MANUTENÇÃO DA REDE DE ATENÇÃO PRIMÁRIA;2;ATENÇAO BASICA;10;Saúde;301;Atenção Básica;76;3.1.90.04.14.00.00.00;FÉRIAS - ABONO CONSTITUCIONAL - CONTRATO TEMPORÁRIO;2.621.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO ESTADUAL;25.107,73
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.025;MANUTENÇÃO DA REDE DE ATENÇÃO PRIMÁRIA;2;ATENÇAO BASICA;10;Saúde;301;Atenção Básica;76;3.1.90.04.99.00.00.00;OUTRAS CONTRATAÇÕES POR TEMPO DETERMINADO;2.621.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO ESTADUAL;22.001,80
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.025;MANUTENÇÃO DA REDE DE ATENÇÃO PRIMÁRIA;2;ATENÇAO BASICA;10;Saúde;301;Atenção Básica;77;3.1.90.11.50.00.00.00;SALÁRIO MATERNIDADE;1.500.000.1002;RECURSOS NÃO VINCULADOS DE IMPOSTOS (SAÚDE);7.372,29
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.025;MANUTENÇÃO DA REDE DE ATENÇÃO PRIMÁRIA;2;ATENÇAO BASICA;10;Saúde;301;Atenção Básica;77;3.1.90.11.01.00.00.00;VENCIMENTOS E SALÁRIOS;1.500.000.1002;RECURSOS NÃO VINCULADOS DE IMPOSTOS (SAÚDE);920.773,55
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.025;MANUTENÇÃO DA REDE DE ATENÇÃO PRIMÁRIA;2;ATENÇAO BASICA;10;Saúde;301;Atenção Básica;77;3.1.90.11.52.00.00.00;LICENÇA SAÚDE;1.500.000.1002;RECURSOS NÃO VINCULADOS DE IMPOSTOS (SAÚDE);67.771,29
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.025;MANUTENÇÃO DA REDE DE ATENÇÃO PRIMÁRIA;2;ATENÇAO BASICA;10;Saúde;301;Atenção Básica;77;3.1.90.11.45.00.00.00;FÉRIAS – ABONO CONSTITUCIONAL;1.500.000.1002;RECURSOS NÃO VINCULADOS DE IMPOSTOS (SAÚDE);22.796,47
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.025;MANUTENÇÃO DA REDE DE ATENÇÃO PRIMÁRIA;2;ATENÇAO BASICA;10;Saúde;301;Atenção Básica;77;3.1.90.11.43.00.00.00;13° SALÁRIO;1.500.000.1002;RECURSOS NÃO VINCULADOS DE IMPOSTOS (SAÚDE);152.872,85
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.025;MANUTENÇÃO DA REDE DE ATENÇÃO PRIMÁRIA;2;ATENÇAO BASICA;10;Saúde;301;Atenção Básica;77;3.1.90.11.52.00.00.00;LICENÇA SAÚDE;1.600.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE;24.469,79
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.025;MANUTENÇÃO DA REDE DE ATENÇÃO PRIMÁRIA;2;ATENÇAO BASICA;10;Saúde;301;Atenção Básica;77;3.1.90.11.01.00.00.00;VENCIMENTOS E SALÁRIOS;1.600.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE;473.301,16
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.025;MANUTENÇÃO DA REDE DE ATENÇÃO PRIMÁRIA;2;ATENÇAO BASICA;10;Saúde;301;Atenção Básica;77;3.1.90.11.50.00.00.00;SALÁRIO MATERNIDADE;1.600.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE;3.829,98
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.025;MANUTENÇÃO DA REDE DE ATENÇÃO PRIMÁRIA;2;ATENÇAO BASICA;10;Saúde;301;Atenção Básica;77;3.1.90.11.52.00.00.00;LICENÇA SAÚDE;2.600.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE;10.087,10
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.025;MANUTENÇÃO DA REDE DE ATENÇÃO PRIMÁRIA;2;ATENÇAO BASICA;10;Saúde;301;Atenção Básica;77;3.1.90.11.01.00.00.00;VENCIMENTOS E SALÁRIOS;2.600.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE;153.256,41
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.025;MANUTENÇÃO DA REDE DE ATENÇÃO PRIMÁRIA;2;ATENÇAO BASICA;10;Saúde;301;Atenção Básica;77;3.1.90.11.45.00.00.00;FÉRIAS – ABONO CONSTITUCIONAL;2.621.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO ESTADUAL;4.562,21
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.025;MANUTENÇÃO DA REDE DE ATENÇÃO PRIMÁRIA;2;ATENÇAO BASICA;10;Saúde;301;Atenção Básica;77;3.1.90.11.01.00.00.00;VENCIMENTOS E SALÁRIOS;2.621.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO ESTADUAL;254.618,90
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.025;MANUTENÇÃO DA REDE DE ATENÇÃO PRIMÁRIA;2;ATENÇAO BASICA;10;Saúde;301;Atenção Básica;77;3.1.90.11.52.00.00.00;LICENÇA SAÚDE;2.621.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO ESTADUAL;31.927,54
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.025;MANUTENÇÃO DA REDE DE ATENÇÃO PRIMÁRIA;2;ATENÇAO BASICA;10;Saúde;301;Atenção Básica;77;3.1.90.11.42.00.00.00;FÉRIAS VENCIDAS E PROPORCIONAIS;2.621.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO ESTADUAL;13.625,09
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.025;MANUTENÇÃO DA REDE DE ATENÇÃO PRIMÁRIA;2;ATENÇAO BASICA;10;Saúde;301;Atenção Básica;80;3.1.91.13.08.00.00.00;CONTRIB. PREV.- RPPS - PESSOAL ATIVO - PLANO PREV.;1.500.000.1002;RECURSOS NÃO VINCULADOS DE IMPOSTOS (SAÚDE);314.966,26
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.025;MANUTENÇÃO DA REDE DE ATENÇÃO PRIMÁRIA;2;ATENÇAO BASICA;10;Saúde;301;Atenção Básica;80;3.1.91.13.08.00.00.00;CONTRIB. PREV.- RPPS - PESSOAL ATIVO - PLANO PREV.;1.600.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE;136.209,45
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.025;MANUTENÇÃO DA REDE DE ATENÇÃO PRIMÁRIA;2;ATENÇAO BASICA;10;Saúde;301;Atenção Básica;80;3.1.91.13.08.00.00.00;CONTRIB. PREV.- RPPS - PESSOAL ATIVO - PLANO PREV.;2.600.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE;44.068,51
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.025;MANUTENÇÃO DA REDE DE ATENÇÃO PRIMÁRIA;2;ATENÇAO BASICA;10;Saúde;301;Atenção Básica;80;3.1.91.13.08.00.00.00;CONTRIB. PREV.- RPPS - PESSOAL ATIVO - PLANO PREV.;2.621.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO ESTADUAL;79.206,54
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.025;MANUTENÇÃO DA REDE DE ATENÇÃO PRIMÁRIA;2;ATENÇAO BASICA;10;Saúde;301;Atenção Básica;81;3.3.90.08.56.00.00.00;SALÁRIO FAMÍLIA;1.500.000.1002;RECURSOS NÃO VINCULADOS DE IMPOSTOS (SAÚDE);151,80
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.025;MANUTENÇÃO DA REDE DE ATENÇÃO PRIMÁRIA;2;ATENÇAO BASICA;10;Saúde;301;Atenção Básica;82;3.3.90.14.05.00.00.00;DIÁRIAS DE DEMAIS SERVIDORES;1.600.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE;100,00
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.025;MANUTENÇÃO DA REDE DE ATENÇÃO PRIMÁRIA;2;ATENÇAO BASICA;10;Saúde;301;Atenção Básica;82;3.3.90.14.05.00.00.00;DIÁRIAS DE DEMAIS SERVIDORES;2.600.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE;2.583,04
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.025;MANUTENÇÃO DA REDE DE ATENÇÃO PRIMÁRIA;2;ATENÇAO BASICA;10;Saúde;301;Atenção Básica;82;3.3.90.14.05.00.00.00;DIÁRIAS DE DEMAIS SERVIDORES;2.621.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO ESTADUAL;2.259,86
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.025;MANUTENÇÃO DA REDE DE ATENÇÃO PRIMÁRIA;2;ATENÇAO BASICA;10;Saúde;301;Atenção Básica;83;3.3.90.18.00.00.00.00;AUXÍLIO FINANCEIRO A ESTUDANTES;1.500.000.1002;RECURSOS NÃO VINCULADOS DE IMPOSTOS (SAÚDE);1.837,22
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.025;MANUTENÇÃO DA REDE DE ATENÇÃO PRIMÁRIA;2;ATENÇAO BASICA;10;Saúde;301;Atenção Básica;84;3.3.90.30.99.00.00.00;OUTROS MATERIAIS DE CONSUMO;1.500.000.1002;RECURSOS NÃO VINCULADOS DE IMPOSTOS (SAÚDE);6.613,11
