Código;Especificação;Previsto Janeiro;Previsto Fevereiro;Previsto Março;Previsto Abril;Previsto Maio;Previsto Junho;Previsto Julho;Previsto Agosto;Previsto Setembro;Previsto Outubro;Previsto Novembro;Previsto Dezembro;Total Previsto;Realizado Janeiro;Realizado Fevereiro;Realizado Março;Realizado Abril;Realizado Maio;Realizado Junho;Realizado Julho;Realizado Agosto;Realizado Setembro;Realizado Outubro;Realizado Novembro;Realizado Dezembro;Total Realizado;Diferença Janeiro;Diferença Fevereiro;Diferença Março;Diferença Abril;Diferença Maio;Diferença Junho;Diferença Julho;Diferença Agosto;Diferença Setembro;Diferença Outubro;Diferença Novembro;Diferença Dezembro;Total Diferença
1.1.1.3.03.1.1.00.00.00;Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal;183.197,35;1.815.823,91;850.327,74;1.083.172,97;1.088.091,21;1.126.524,50;1.110.985,69;1.136.104,52;1.090.082,37;1.131.066,79;2.093.673,44;2.215.650,11;14.924.700,60;1.666.623,88;1.326.698,81;1.491.820,87;1.742.782,35;1.477.025,65;1.351.728,71;1.373.456,62;1.345.627,87;1.038.102,29;1.841.844,20;1.394.786,94;1.741.837,32;17.792.335,51;1.483.426,53;-489.125,10;641.493,13;659.609,38;388.934,44;225.204,21;262.470,93;209.523,35;-51.980,08;710.777,41;-698.886,50;-473.812,79;2.867.634,91
1.1.1.3.03.4.1.00.00.00;Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal;3.512,72;34.817,47;16.304,59;20.769,27;20.863,57;21.600,51;21.302,57;21.784,21;20.901,76;21.687,60;40.145,08;42.483,97;286.173,32;1.975,09;15.468,20;18.432,45;25.435,63;90.377,64;99.298,84;83.805,18;224.844,19;107.156,26;150.229,70;133.323,40;249.397,83;1.199.744,41;-1.537,63;-19.349,27;2.127,86;4.666,36;69.514,07;77.698,33;62.502,61;203.059,98;86.254,50;128.542,10;93.178,32;206.913,86;913.571,09
1.1.1.3.03.4.1.00.00.00;Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal;3.512,72;34.817,47;16.304,59;20.769,27;20.863,57;21.600,51;21.302,57;21.784,21;20.901,76;21.687,60;40.145,08;42.483,97;286.173,32;1.975,09;15.468,20;18.432,45;25.435,63;90.377,64;99.298,84;83.805,18;224.844,19;107.156,26;150.229,70;133.323,40;249.397,83;1.199.744,41;-1.537,63;-19.349,27;2.127,86;4.666,36;69.514,07;77.698,33;62.502,61;203.059,98;86.254,50;128.542,10;93.178,32;206.913,86;913.571,09
1.1.1.4.51.1.1.00.00.00;Imposto sobre Serviços de Qualquer Natureza - ISSQN;1.490.096,76;1.271.119,05;1.508.090,43;1.533.774,16;1.371.424,85;1.542.118,16;1.593.287,78;1.694.397,39;1.804.961,93;1.803.648,35;2.216.602,40;2.291.465,63;20.120.986,89;699.093,28;1.015.776,86;741.832,85;736.800,94;1.995.905,31;6.872.849,45;2.057.040,06;2.479.521,22;2.263.239,38;2.274.969,39;2.361.668,24;2.309.201,81;25.807.898,79;-791.003,48;-255.342,19;-766.257,58;-796.973,22;624.480,46;5.330.731,29;463.752,28;785.123,83;458.277,45;471.321,04;145.065,84;17.736,18;5.686.911,90
1.1.1.4.51.1.1.00.00.00;Imposto sobre Serviços de Qualquer Natureza - ISSQN;1.490.096,76;1.271.119,05;1.508.090,43;1.533.774,16;1.371.424,85;1.542.118,16;1.593.287,78;1.694.397,39;1.804.961,93;1.803.648,35;2.216.602,40;2.291.465,63;20.120.986,89;699.093,28;1.015.776,86;741.832,85;736.800,94;1.995.905,31;6.872.849,45;2.057.040,06;2.479.521,22;2.263.239,38;2.274.969,39;2.361.668,24;2.309.201,81;25.807.898,79;-791.003,48;-255.342,19;-766.257,58;-796.973,22;624.480,46;5.330.731,29;463.752,28;785.123,83;458.277,45;471.321,04;145.065,84;17.736,18;5.686.911,90
1.1.1.4.51.1.2.00.00.00;Imposto sobre Serviços de Qualquer Natureza - Multas e Juros;38.748,83;33.054,49;39.216,75;39.884,63;35.662,85;40.101,61;41.432,23;44.061,52;46.936,67;46.902,51;57.641,06;59.587,81;523.230,96;14.906,74;14.267,71;15.832,14;11.952,95;11.649,41;175.562,37;76.866,98;34.257,95;31.966,84;15.179,34;32.795,24;33.462,60;468.700,27;-23.842,09;-18.786,78;-23.384,61;-27.931,68;-24.013,44;135.460,76;35.434,75;-9.803,57;-14.969,83;-31.723,17;-24.845,82;-26.125,21;-54.530,69
1.1.1.4.51.1.2.00.00.00;Imposto sobre Serviços de Qualquer Natureza - Multas e Juros;38.748,83;33.054,49;39.216,75;39.884,63;35.662,85;40.101,61;41.432,23;44.061,52;46.936,67;46.902,51;57.641,06;59.587,81;523.230,96;14.906,74;14.267,71;15.832,14;11.952,95;11.649,41;175.562,37;76.866,98;34.257,95;31.966,84;15.179,34;32.795,24;33.462,60;468.700,27;-23.842,09;-18.786,78;-23.384,61;-27.931,68;-24.013,44;135.460,76;35.434,75;-9.803,57;-14.969,83;-31.723,17;-24.845,82;-26.125,21;-54.530,69
1.1.1.4.51.1.3.00.00.00;Imposto sobre Serviços de Qualquer Natureza - Dívida Ativa;80.080,21;68.311,99;81.047,21;82.427,50;73.702,58;82.875,92;85.625,86;91.059,65;97.001,57;96.930,97;119.123,79;123.147,03;1.081.334,28;47.206,58;28.959,77;28.098,07;27.740,22;28.376,48;60.756,55;38.550,70;48.831,24;39.422,65;51.902,91;71.215,80;79.568,64;550.629,61;-32.873,63;-39.352,22;-52.949,14;-54.687,28;-45.326,10;-22.119,37;-47.075,16;-42.228,41;-57.578,92;-45.028,06;-47.907,99;-43.578,39;-530.704,67
1.1.1.4.51.1.3.00.00.00;Imposto sobre Serviços de Qualquer Natureza - Dívida Ativa;80.080,21;68.311,99;81.047,21;82.427,50;73.702,58;82.875,92;85.625,86;91.059,65;97.001,57;96.930,97;119.123,79;123.147,03;1.081.334,28;47.206,58;28.959,77;28.098,07;27.740,22;28.376,48;60.756,55;38.550,70;48.831,24;39.422,65;51.902,91;71.215,80;79.568,64;550.629,61;-32.873,63;-39.352,22;-52.949,14;-54.687,28;-45.326,10;-22.119,37;-47.075,16;-42.228,41;-57.578,92;-45.028,06;-47.907,99;-43.578,39;-530.704,67
1.1.1.4.51.1.4.00.00.00;Imposto sobre Serviços de Qualquer Natureza - Dívida Ativa - Multas e Juros;87.171,93;74.361,55;88.224,58;89.727,10;80.229,52;90.215,23;93.208,70;99.123,70;105.591,82;105.514,97;129.673,14;134.052,72;1.177.094,96;25.559,26;14.116,93;58.435,57;14.262,21;110.352,67;-21.631,92;16.887,03;35.322,92;14.545,71;13.673,27;19.247,33;18.233,47;319.004,45;-61.612,67;-60.244,62;-29.789,01;-75.464,89;30.123,15;-111.847,15;-76.321,67;-63.800,78;-91.046,11;-91.841,70;-110.425,81;-115.819,25;-858.090,51
1.1.1.4.51.1.4.00.00.00;Imposto sobre Serviços de Qualquer Natureza - Dívida Ativa - Multas e Juros;87.171,93;74.361,55;88.224,58;89.727,10;80.229,52;90.215,23;93.208,70;99.123,70;105.591,82;105.514,97;129.673,14;134.052,72;1.177.094,96;25.559,26;14.116,93;58.435,57;14.262,21;110.352,67;-21.631,92;16.887,03;35.322,92;14.545,71;13.673,27;19.247,33;18.233,47;319.004,45;-61.612,67;-60.244,62;-29.789,01;-75.464,89;30.123,15;-111.847,15;-76.321,67;-63.800,78;-91.046,11;-91.841,70;-110.425,81;-115.819,25;-858.090,51
1.1.2.1.01.0.1.01.00.00;Taxa Licença p/ Func. Estab.Com.,Ind.e Prest.Servi;17.196,18;17.196,18;17.196,18;17.196,18;17.196,18;17.196,18;17.196,18;17.196,18;17.196,18;17.196,18;17.196,18;17.196,20;206.354,18;19.201,91;13.243,61;19.871,31;15.399,76;5.395,96;6.054,04;33.693,99;9.977,53;6.927,37;32.270,48;838.759,55;435.954,98;1.436.750,49;2.005,73;-3.952,57;2.675,13;-1.796,42;-11.800,22;-11.142,14;16.497,81;-7.218,65;-10.268,81;15.074,30;821.563,37;418.758,78;1.230.396,31
1.1.2.1.01.0.1.01.00.00;Taxa Licença p/ Func. Estab.Com.,Ind.e Prest.Servi;17.196,18;17.196,18;17.196,18;17.196,18;17.196,18;17.196,18;17.196,18;17.196,18;17.196,18;17.196,18;17.196,18;17.196,20;206.354,18;19.201,91;13.243,61;19.871,31;15.399,76;5.395,96;6.054,04;33.693,99;9.977,53;6.927,37;32.270,48;838.759,55;435.954,98;1.436.750,49;2.005,73;-3.952,57;2.675,13;-1.796,42;-11.800,22;-11.142,14;16.497,81;-7.218,65;-10.268,81;15.074,30;821.563,37;418.758,78;1.230.396,31
1.1.2.1.01.0.1.02.00.00;Taxa de Licença para Execução de Obras;1.886,65;1.886,65;1.886,65;1.886,65;1.886,65;1.886,65;1.886,65;1.886,65;1.886,65;1.886,65;1.886,65;1.886,67;22.639,82;0,00;0,00;0,00;0,00;472,51;879,61;919,92;0,00;5.825,20;62,61;0,00;51,68;8.211,53;-1.886,65;-1.886,65;-1.886,65;-1.886,65;-1.414,14;-1.007,04;-966,73;-1.886,65;3.938,55;-1.824,04;-1.886,65;-1.834,99;-14.428,29
1.1.2.1.01.0.1.02.00.00;Taxa de Licença para Execução de Obras;1.886,65;1.886,65;1.886,65;1.886,65;1.886,65;1.886,65;1.886,65;1.886,65;1.886,65;1.886,65;1.886,65;1.886,67;22.639,82;0,00;0,00;0,00;0,00;472,51;879,61;919,92;0,00;5.825,20;62,61;0,00;51,68;8.211,53;-1.886,65;-1.886,65;-1.886,65;-1.886,65;-1.414,14;-1.007,04;-966,73;-1.886,65;3.938,55;-1.824,04;-1.886,65;-1.834,99;-14.428,29
1.1.2.1.01.0.1.03.00.00;Taxa de Utilização de Área de Domínio Público;12.247,70;12.247,70;12.247,70;12.247,70;12.247,70;12.247,70;12.247,70;12.247,70;12.247,70;12.247,70;12.247,70;12.247,74;146.972,44;265,77;9.802,99;874,92;413.428,81;-885,70;927,19;824,62;1.309,79;1.778,06;604,77;4.553,19;3.148,40;436.632,81;-11.981,93;-2.444,71;-11.372,78;401.181,11;-13.133,40;-11.320,51;-11.423,08;-10.937,91;-10.469,64;-11.642,93;-7.694,51;-9.099,34;289.660,37
1.1.2.1.01.0.1.03.00.00;Taxa de Utilização de Área de Domínio Público;12.247,70;12.247,70;12.247,70;12.247,70;12.247,70;12.247,70;12.247,70;12.247,70;12.247,70;12.247,70;12.247,70;12.247,74;146.972,44;265,77;9.802,99;874,92;413.428,81;-885,70;927,19;824,62;1.309,79;1.778,06;604,77;4.553,19;3.148,40;436.632,81;-11.981,93;-2.444,71;-11.372,78;401.181,11;-13.133,40;-11.320,51;-11.423,08;-10.937,91;-10.469,64;-11.642,93;-7.694,51;-9.099,34;289.660,37
1.1.2.1.01.0.1.04.00.00;Taxa de Aprovação do Projeto de Construção Civil;902,80;902,80;902,80;902,80;902,80;902,80;902,80;902,80;902,80;902,80;902,80;902,88;10.833,68;0,00;0,00;0,00;0,00;0,00;0,00;0,00;163,26;21.566,84;16.485,25;7.032,30;12.427,65;57.675,30;-902,80;-902,80;-902,80;-902,80;-902,80;-902,80;-902,80;-739,54;20.664,04;15.582,45;6.129,50;11.524,77;46.841,62
1.1.2.1.01.0.1.04.00.00;Taxa de Aprovação do Projeto de Construção Civil;902,80;902,80;902,80;902,80;902,80;902,80;902,80;902,80;902,80;902,80;902,80;902,88;10.833,68;0,00;0,00;0,00;0,00;0,00;0,00;0,00;163,26;21.566,84;16.485,25;7.032,30;12.427,65;57.675,30;-902,80;-902,80;-902,80;-902,80;-902,80;-902,80;-902,80;-739,54;20.664,04;15.582,45;6.129,50;11.524,77;46.841,62
1.1.2.1.01.0.1.05.00.00;Taxa de Alinhamento e Nivelamento;6.335,32;6.335,32;6.335,32;6.335,32;6.335,32;6.335,32;6.335,32;6.335,32;6.335,32;6.335,32;6.335,32;6.335,43;76.023,95;6.517,53;3.817,60;3.901,61;2.137,08;8.807,35;2.895,75;8.693,04;8.473,39;3.681,86;9.940,01;4.722,90;6.518,59;70.106,71;182,21;-2.517,72;-2.433,71;-4.198,24;2.472,03;-3.439,57;2.357,72;2.138,07;-2.653,46;3.604,69;-1.612,42;183,16;-5.917,24
1.1.2.1.01.0.1.05.00.00;Taxa de Alinhamento e Nivelamento;6.335,32;6.335,32;6.335,32;6.335,32;6.335,32;6.335,32;6.335,32;6.335,32;6.335,32;6.335,32;6.335,32;6.335,43;76.023,95;6.517,53;3.817,60;3.901,61;2.137,08;8.807,35;2.895,75;8.693,04;8.473,39;3.681,86;9.940,01;4.722,90;6.518,59;70.106,71;182,21;-2.517,72;-2.433,71;-4.198,24;2.472,03;-3.439,57;2.357,72;2.138,07;-2.653,46;3.604,69;-1.612,42;183,16;-5.917,24
1.1.2.1.01.0.1.06.00.00;Taxa de Apreensão, Depósito ou Liberação de Animais;795,01;795,01;795,01;795,01;795,01;795,01;795,01;795,01;795,01;795,01;795,01;795,02;9.540,13;1.063,05;0,00;2.458,57;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3.521,62;268,04;-795,01;1.663,56;-795,01;-795,01;-795,01;-795,01;-795,01;-795,01;-795,01;-795,01;-795,02;-6.018,51
1.1.2.1.01.0.1.06.00.00;Taxa de Apreensão, Depósito ou Liberação de Animais;795,01;795,01;795,01;795,01;795,01;795,01;795,01;795,01;795,01;795,01;795,01;795,02;9.540,13;1.063,05;0,00;2.458,57;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3.521,62;268,04;-795,01;1.663,56;-795,01;-795,01;-795,01;-795,01;-795,01;-795,01;-795,01;-795,01;-795,02;-6.018,51
1.1.2.1.01.0.1.07.00.00;Outras Taxas de Inspeção, Controle e Fiscalização;1.213,83;1.213,83;1.213,83;1.213,83;1.213,83;1.213,83;1.213,83;1.213,83;1.213,83;1.213,83;1.213,83;1.213,91;14.566,04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;110,70;442,80;202,95;1.338,54;144,15;2.239,14;-1.213,83;-1.213,83;-1.213,83;-1.213,83;-1.213,83;-1.213,83;-1.213,83;-1.103,13;-771,03;-1.010,88;124,71;-1.069,76;-12.326,90
1.1.2.1.01.0.2.01.00.00;Multas e Juros-Taxas Insp.Cont.Fiscalização;1.157,79;1.157,79;1.157,79;1.157,79;1.157,79;1.157,79;1.157,79;1.157,79;1.157,79;1.157,79;1.157,79;1.157,85;13.893,54;848,30;0,00;3,64;9,70;103,93;96,66;101,53;182,89;311,82;623,77;924,35;458,56;3.665,15;-309,49;-1.157,79;-1.154,15;-1.148,09;-1.053,86;-1.061,13;-1.056,26;-974,90;-845,97;-534,02;-233,44;-699,29;-10.228,39
1.1.2.1.01.0.2.01.00.00;Multas e Juros-Taxas Insp.Cont.Fiscalização;1.157,79;1.157,79;1.157,79;1.157,79;1.157,79;1.157,79;1.157,79;1.157,79;1.157,79;1.157,79;1.157,79;1.157,85;13.893,54;848,30;0,00;3,64;9,70;103,93;96,66;101,53;182,89;311,82;623,77;924,35;458,56;3.665,15;-309,49;-1.157,79;-1.154,15;-1.148,09;-1.053,86;-1.061,13;-1.056,26;-974,90;-845,97;-534,02;-233,44;-699,29;-10.228,39
1.1.2.1.01.0.3.01.00.00;Divida Ativa-Taxas Insp.Cont.Fiscalização;34.536,83;34.536,83;34.536,83;34.536,83;34.536,83;34.536,83;34.536,83;34.536,83;34.536,83;34.536,83;34.536,83;34.536,86;414.441,99;30.206,51;20.289,08;32.849,37;17.845,91;25.953,35;26.750,83;20.263,86;19.856,99;11.322,35;37.797,97;35.124,92;65.119,56;343.380,70;-4.330,32;-14.247,75;-1.687,46;-16.690,92;-8.583,48;-7.786,00;-14.272,97;-14.679,84;-23.214,48;3.261,14;588,09;30.582,70;-71.061,29
1.1.2.1.01.0.3.01.00.00;Divida Ativa-Taxas Insp.Cont.Fiscalização;34.536,83;34.536,83;34.536,83;34.536,83;34.536,83;34.536,83;34.536,83;34.536,83;34.536,83;34.536,83;34.536,83;34.536,86;414.441,99;30.206,51;20.289,08;32.849,37;17.845,91;25.953,35;26.750,83;20.263,86;19.856,99;11.322,35;37.797,97;35.124,92;65.119,56;343.380,70;-4.330,32;-14.247,75;-1.687,46;-16.690,92;-8.583,48;-7.786,00;-14.272,97;-14.679,84;-23.214,48;3.261,14;588,09;30.582,70;-71.061,29
1.1.2.1.01.0.4.01.00.00;Multas e Juros Divida Ativa-Taxas Insp.Cont.Fiscal;27.632,13;27.632,13;27.632,13;27.632,13;27.632,13;27.632,13;27.632,13;27.632,13;27.632,13;27.632,13;27.632,13;27.632,20;331.585,63;35.064,13;241.219,83;17.802,88;11.688,27;13.330,01;-241.544,04;10.663,20;11.624,93;6.672,40;12.272,75;10.358,17;17.247,52;146.400,05;7.432,00;213.587,70;-9.829,25;-15.943,86;-14.302,12;-269.176,17;-16.968,93;-16.007,20;-20.959,73;-15.359,38;-17.273,96;-10.384,68;-185.185,58
1.1.2.1.01.0.4.01.00.00;Multas e Juros Divida Ativa-Taxas Insp.Cont.Fiscal;27.632,13;27.632,13;27.632,13;27.632,13;27.632,13;27.632,13;27.632,13;27.632,13;27.632,13;27.632,13;27.632,13;27.632,20;331.585,63;35.064,13;241.219,83;17.802,88;11.688,27;13.330,01;-241.544,04;10.663,20;11.624,93;6.672,40;12.272,75;10.358,17;17.247,52;146.400,05;7.432,00;213.587,70;-9.829,25;-15.943,86;-14.302,12;-269.176,17;-16.968,93;-16.007,20;-20.959,73;-15.359,38;-17.273,96;-10.384,68;-185.185,58
1.1.2.1.01.0.4.03.00.00;Taxa de Utilização de Área de Domínio Público - Multa e Juros	de Divida Ativa;25,89;25,89;25,89;25,89;25,89;25,89;25,89;25,89;25,89;25,89;25,89;25,91;310,70;0,00;0,00;0,00;0,00;5.593,79;450,00;154,27;225,98;50,18;53,16;462,19;65,24;7.054,81;-25,89;-25,89;-25,89;-25,89;5.567,90;424,11;128,38;200,09;24,29;27,27;436,30;39,33;6.744,11
1.1.2.1.01.0.4.03.00.00;Taxa de Utilização de Área de Domínio Público - Multa e Juros	de Divida Ativa;25,89;25,89;25,89;25,89;25,89;25,89;25,89;25,89;25,89;25,89;25,89;25,91;310,70;0,00;0,00;0,00;0,00;5.593,79;450,00;154,27;225,98;50,18;53,16;462,19;65,24;7.054,81;-25,89;-25,89;-25,89;-25,89;5.567,90;424,11;128,38;200,09;24,29;27,27;436,30;39,33;6.744,11
1.1.2.2.01.0.1.01.00.00;Taxa de Cemitérios;24.969,73;24.969,73;24.969,73;24.969,73;24.969,73;24.969,73;24.969,73;24.969,73;24.969,73;24.969,73;24.969,73;24.969,83;299.636,86;23.789,34;24.701,06;19.638,65;16.538,13;17.198,38;20.733,93;26.777,63;8.777,42;19.722,58;44.792,44;19.496,48;21.844,47;264.010,51;-1.180,39;-268,67;-5.331,08;-8.431,60;-7.771,35;-4.235,80;1.807,90;-16.192,31;-5.247,15;19.822,71;-5.473,25;-3.125,36;-35.626,35
1.1.2.2.01.0.1.01.00.00;Taxa de Cemitérios;24.969,73;24.969,73;24.969,73;24.969,73;24.969,73;24.969,73;24.969,73;24.969,73;24.969,73;24.969,73;24.969,73;24.969,83;299.636,86;23.789,34;24.701,06;19.638,65;16.538,13;17.198,38;20.733,93;26.777,63;8.777,42;19.722,58;44.792,44;19.496,48;21.844,47;264.010,51;-1.180,39;-268,67;-5.331,08;-8.431,60;-7.771,35;-4.235,80;1.807,90;-16.192,31;-5.247,15;19.822,71;-5.473,25;-3.125,36;-35.626,35
1.1.2.2.01.0.1.02.00.00;Taxa de Coleta e Tratamento de Lixo;87.960,10;84.572,93;74.038,33;72.519,69;2.524.934,03;999.326,85;588.462,66;756.274,74;605.646,74;583.093,70;584.958,71;795.050,93;7.756.839,41;36.681,54;43.655,81;733.363,64;3.005.442,65;603.645,81;580.630,54;573.833,02;550.589,66;528.984,62;540.410,95;511.690,31;108.197,72;7.817.126,27;-51.278,56;-40.917,12;659.325,31;2.932.922,96;-1.921.288,22;-418.696,31;-14.629,64;-205.685,08;-76.662,12;-42.682,75;-73.268,40;-686.853,21;60.286,86
1.1.2.2.01.0.1.02.00.00;Taxa de Coleta e Tratamento de Lixo;87.960,10;84.572,93;74.038,33;72.519,69;2.524.934,03;999.326,85;588.462,66;756.274,74;605.646,74;583.093,70;584.958,71;795.050,93;7.756.839,41;36.681,54;43.655,81;733.363,64;3.005.442,65;603.645,81;580.630,54;573.833,02;550.589,66;528.984,62;540.410,95;511.690,31;108.197,72;7.817.126,27;-51.278,56;-40.917,12;659.325,31;2.932.922,96;-1.921.288,22;-418.696,31;-14.629,64;-205.685,08;-76.662,12;-42.682,75;-73.268,40;-686.853,21;60.286,86
