Código;Especificação;Previsto Janeiro;Previsto Fevereiro;Previsto Março;Previsto Abril;Previsto Maio;Previsto Junho;Previsto Julho;Previsto Agosto;Previsto Setembro;Previsto Outubro;Previsto Novembro;Previsto Dezembro;Total Previsto;Realizado Janeiro;Realizado Fevereiro;Realizado Março;Realizado Abril;Realizado Maio;Realizado Junho;Realizado Julho;Realizado Agosto;Realizado Setembro;Realizado Outubro;Realizado Novembro;Realizado Dezembro;Total Realizado;Diferença Janeiro;Diferença Fevereiro;Diferença Março;Diferença Abril;Diferença Maio;Diferença Junho;Diferença Julho;Diferença Agosto;Diferença Setembro;Diferença Outubro;Diferença Novembro;Diferença Dezembro;Total Diferença
1.550.000.0000;QESE - Transferência do Salário-Educação;411.633,35;264.145,78;277.626,42;257.168,50;253.123,72;279.080,27;300.285,73;283.309,23;276.004,42;276.893,39;273.899,94;268.837,38;3.422.008,13;454.225,11;325.856,72;310.654,49;310.554,02;314.429,44;298.876,54;324.259,26;320.843,85;345.520,57;315.349,05;322.873,11;342.833,79;3.986.275,95;42.591,76;61.710,94;33.028,07;53.385,52;61.305,72;19.796,27;23.973,53;37.534,62;69.516,15;38.455,66;48.973,17;73.996,41;564.267,82
1.552.000.0000;PNAE - Transferências de Recursos do FNDE Referentes ao Programa Nacional de Alimentação Escolar;3,06;97.157,79;131.270,42;130.818,92;130.906,48;131.040,10;131.682,95;131.295,18;131.381,63;131.006,42;130.944,66;130,63;1.277.638,24;0,51;117.798,66;118.435,38;116.137,24;123.200,75;118.748,70;118.739,98;120.615,19;355.430,19;1.647,97;353,54;51,45;1.191.159,56;-2,55;20.640,87;-12.835,04;-14.681,68;-7.705,73;-12.291,40;-12.942,97;-10.679,99;224.048,56;-129.358,45;-130.591,12;-79,18;-86.478,68
1.552.000.0000;PNAE - Transferências de Recursos do FNDE Referentes ao Programa Nacional de Alimentação Escolar;3,06;97.157,79;131.270,42;130.818,92;130.906,48;131.040,10;131.682,95;131.295,18;131.381,63;131.006,42;130.944,66;130,63;1.277.638,24;0,51;117.798,66;118.435,38;116.137,24;123.200,75;118.748,70;118.739,98;120.615,19;355.430,19;1.647,97;353,54;51,45;1.191.159,56;-2,55;20.640,87;-12.835,04;-14.681,68;-7.705,73;-12.291,40;-12.942,97;-10.679,99;224.048,56;-129.358,45;-130.591,12;-79,18;-86.478,68
1.553.000.0000;PNATE - Transferências de Recursos do FNDE Referentes ao Programa Nacional de Apoio ao Transporte Escolar;1.493,34;1.239,64;1.777,36;1.373,66;60.728,15;1.999,39;16.743,79;31.660,51;32.049,48;18.792,16;18.579,85;22.670,75;209.108,08;2.037,33;1.654,35;1.668,26;27.767,39;1.497,02;1.267,71;1.257,95;27.161,60;1.024,84;897,65;577,79;395,13;67.207,02;543,99;414,71;-109,10;26.393,73;-59.231,13;-731,68;-15.485,84;-4.498,91;-31.024,64;-17.894,51;-18.002,06;-22.275,62;-141.901,06
1.553.000.0000;PNATE - Transferências de Recursos do FNDE Referentes ao Programa Nacional de Apoio ao Transporte Escolar;1.493,34;1.239,64;1.777,36;1.373,66;60.728,15;1.999,39;16.743,79;31.660,51;32.049,48;18.792,16;18.579,85;22.670,75;209.108,08;2.037,33;1.654,35;1.668,26;27.767,39;1.497,02;1.267,71;1.257,95;27.161,60;1.024,84;897,65;577,79;395,13;67.207,02;543,99;414,71;-109,10;26.393,73;-59.231,13;-731,68;-15.485,84;-4.498,91;-31.024,64;-17.894,51;-18.002,06;-22.275,62;-141.901,06
1.569.000.0000;Outras Transferências de Recursos do FNDE;59.265,33;59.265,32;59.265,24;59.265,21;59.265,29;59.265,57;59.265,43;59.305,92;59.315,45;59.316,19;59.312,25;110.157,33;762.264,53;3.627,27;3.003,79;3.113,03;3.308,76;493.329,69;5.823,59;17.813,69;6.483,03;6.257,24;7.062,66;32.032,44;25.593,17;607.448,36;-55.638,06;-56.261,53;-56.152,21;-55.956,45;434.064,40;-53.441,98;-41.451,74;-52.822,89;-53.058,21;-52.253,53;-27.279,81;-84.564,16;-154.816,17
1.569.000.0000;Outras Transferências de Recursos do FNDE;59.265,33;59.265,32;59.265,24;59.265,21;59.265,29;59.265,57;59.265,43;59.305,92;59.315,45;59.316,19;59.312,25;110.157,33;762.264,53;3.627,27;3.003,79;3.113,03;3.308,76;493.329,69;5.823,59;17.813,69;6.483,03;6.257,24;7.062,66;32.032,44;25.593,17;607.448,36;-55.638,06;-56.261,53;-56.152,21;-55.956,45;434.064,40;-53.441,98;-41.451,74;-52.822,89;-53.058,21;-52.253,53;-27.279,81;-84.564,16;-154.816,17
1.570.000.0000;Transferências do Governo Federal referentes a Convênios e Instrumentos Congêneres vinculados à Educação;4.462,15;4.462,15;4.462,15;4.462,15;4.462,15;4.462,15;4.462,15;4.462,15;4.462,15;4.462,15;4.462,15;229.358,42;278.442,07;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-4.462,15;-4.462,15;-4.462,15;-4.462,15;-4.462,15;-4.462,15;-4.462,15;-4.462,15;-4.462,15;-4.462,15;-4.462,15;-229.358,42;-278.442,07
1.571.000.0000;Transferências do Estado referentes a Convênios e Instrumentos Congêneres vinculados à Educação;861,73;861,73;861,73;861,73;861,73;861,73;861,73;861,73;861,73;861,73;861,73;861,75;10.340,78;2.299,78;205,72;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.505,50;1.438,05;-656,01;-861,73;-861,73;-861,73;-861,73;-861,73;-861,73;-861,73;-861,73;-861,73;-861,75;-7.835,28
1.571.000.0000;Transferências do Estado referentes a Convênios e Instrumentos Congêneres vinculados à Educação;861,73;861,73;861,73;861,73;861,73;861,73;861,73;861,73;861,73;861,73;861,73;861,75;10.340,78;2.299,78;205,72;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.505,50;1.438,05;-656,01;-861,73;-861,73;-861,73;-861,73;-861,73;-861,73;-861,73;-861,73;-861,73;-861,75;-7.835,28
1.576.000.0000;Transferências de Recursos dos Estados para programas de Educação;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19.424,75;0,00;0,00;0,00;0,00;19.424,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-19.424,75;0,00;0,00;0,00;0,00;-19.424,75
1.576.001.0000;PTE- Transferências de Recursos dos Estados para Programas de Educação (Transferências de Recursos para o Programa Estadual de Transporte Escolar);8.353,82;152.868,01;156.077,73;153.980,36;155.501,74;155.220,12;155.080,73;155.392,31;154.316,23;154.736,68;154.348,88;8.702,55;1.564.579,16;8.973,08;143.170,31;144.013,06;144.849,91;144.842,75;8.308,47;8.201,85;6.905,47;5.964,57;5.935,56;4.560,93;4.675,75;630.401,71;619,26;-9.697,70;-12.064,67;-9.130,45;-10.658,99;-146.911,65;-146.878,88;-148.486,84;-148.351,66;-148.801,12;-149.787,95;-4.026,80;-934.177,45
1.576.001.0000;PTE- Transferências de Recursos dos Estados para Programas de Educação (Transferências de Recursos para o Programa Estadual de Transporte Escolar);8.353,82;152.868,01;156.077,73;153.980,36;155.501,74;155.220,12;155.080,73;155.392,31;154.316,23;154.736,68;154.348,88;8.702,55;1.564.579,16;8.973,08;143.170,31;144.013,06;144.849,91;144.842,75;8.308,47;8.201,85;6.905,47;5.964,57;5.935,56;4.560,93;4.675,75;630.401,71;619,26;-9.697,70;-12.064,67;-9.130,45;-10.658,99;-146.911,65;-146.878,88;-148.486,84;-148.351,66;-148.801,12;-149.787,95;-4.026,80;-934.177,45
1.599.003.0000;Outros Recursos Vinculados à Educação (Serviços Educacionais);982,54;33.844,36;42.632,83;879,95;4.993,13;736,39;3.907,17;4.404,21;4.472,11;3.560,31;3.503,33;3.571,20;107.487,53;504,28;72,03;0,00;0,00;0,00;36,30;126,42;699,93;675,75;763,20;662,71;765,25;4.305,87;-478,26;-33.772,33;-42.632,83;-879,95;-4.993,13;-700,09;-3.780,75;-3.704,28;-3.796,36;-2.797,11;-2.840,62;-2.805,95;-103.181,66
1.599.003.0000;Outros Recursos Vinculados à Educação (Serviços Educacionais);982,54;33.844,36;42.632,83;879,95;4.993,13;736,39;3.907,17;4.404,21;4.472,11;3.560,31;3.503,33;3.571,20;107.487,53;504,28;72,03;0,00;0,00;0,00;36,30;126,42;699,93;675,75;763,20;662,71;765,25;4.305,87;-478,26;-33.772,33;-42.632,83;-879,95;-4.993,13;-700,09;-3.780,75;-3.704,28;-3.796,36;-2.797,11;-2.840,62;-2.805,95;-103.181,66
1.599.003.0000;Outros Recursos Vinculados à Educação (Serviços Educacionais);982,54;33.844,36;42.632,83;879,95;4.993,13;736,39;3.907,17;4.404,21;4.472,11;3.560,31;3.503,33;3.571,20;107.487,53;504,28;72,03;0,00;0,00;0,00;36,30;126,42;699,93;675,75;763,20;662,71;765,25;4.305,87;-478,26;-33.772,33;-42.632,83;-879,95;-4.993,13;-700,09;-3.780,75;-3.704,28;-3.796,36;-2.797,11;-2.840,62;-2.805,95;-103.181,66
1.599.003.0000;Outros Recursos Vinculados à Educação (Serviços Educacionais);982,54;33.844,36;42.632,83;879,95;4.993,13;736,39;3.907,17;4.404,21;4.472,11;3.560,31;3.503,33;3.571,20;107.487,53;504,28;72,03;0,00;0,00;0,00;36,30;126,42;699,93;675,75;763,20;662,71;765,25;4.305,87;-478,26;-33.772,33;-42.632,83;-879,95;-4.993,13;-700,09;-3.780,75;-3.704,28;-3.796,36;-2.797,11;-2.840,62;-2.805,95;-103.181,66
1.600.000.0000;Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde;7.844.427,11;8.384.420,85;8.660.730,72;7.919.293,17;13.337.044,51;8.076.008,96;8.086.247,62;2.201.661,55;7.763.374,50;8.921.884,43;9.173.948,05;9.633.064,42;100.002.105,89;8.673.533,32;9.247.010,75;9.824.137,98;11.270.509,69;10.778.502,98;9.979.347,82;10.060.693,21;10.358.288,93;10.358.916,50;5.666.966,55;9.810.139,93;9.658.745,18;115.686.792,84;829.106,21;862.589,90;1.163.407,26;3.351.216,52;-2.558.541,53;1.903.338,86;1.974.445,59;8.156.627,38;2.595.542,00;-3.254.917,88;636.191,88;25.680,76;15.684.686,95
1.600.000.0000;Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde;7.844.427,11;8.384.420,85;8.660.730,72;7.919.293,17;13.337.044,51;8.076.008,96;8.086.247,62;2.201.661,55;7.763.374,50;8.921.884,43;9.173.948,05;9.633.064,42;100.002.105,89;8.673.533,32;9.247.010,75;9.824.137,98;11.270.509,69;10.778.502,98;9.979.347,82;10.060.693,21;10.358.288,93;10.358.916,50;5.666.966,55;9.810.139,93;9.658.745,18;115.686.792,84;829.106,21;862.589,90;1.163.407,26;3.351.216,52;-2.558.541,53;1.903.338,86;1.974.445,59;8.156.627,38;2.595.542,00;-3.254.917,88;636.191,88;25.680,76;15.684.686,95
1.600.000.3120;Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;800.000,00;6.615.000,00;500.012,00;0,00;0,00;0,00;0,00;4.324.212,00;12.239.224,00;0,00;0,00;0,00;0,00;800.000,00;6.615.000,00;500.012,00;0,00;0,00;0,00;0,00;4.324.212,00;12.239.224,00
1.600.000.3120;Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Manutenção das Ações e Serviços Públicos de Saúde;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;800.000,00;6.615.000,00;500.012,00;0,00;0,00;0,00;0,00;4.324.212,00;12.239.224,00;0,00;0,00;0,00;0,00;800.000,00;6.615.000,00;500.012,00;0,00;0,00;0,00;0,00;4.324.212,00;12.239.224,00
1.601.000.0000;Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Estruturação da Rede de Serviços Públicos de Saúde;11.627,92;9.632,90;0,00;0,00;0,00;0,00;0,00;0,00;9.524,81;0,00;8.760,83;8.568,02;48.114,48;8.520,51;54.285,89;0,00;0,00;0,00;0,00;0,00;10.731,05;9.979,80;9.738,75;7.922,37;8.636,52;109.814,89;-3.107,41;44.652,99;0,00;0,00;0,00;0,00;0,00;10.731,05;454,99;9.738,75;-838,46;68,50;61.700,41
1.601.000.0000;Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Federal - Bloco de Estruturação da Rede de Serviços Públicos de Saúde;11.627,92;9.632,90;0,00;0,00;0,00;0,00;0,00;0,00;9.524,81;0,00;8.760,83;8.568,02;48.114,48;8.520,51;54.285,89;0,00;0,00;0,00;0,00;0,00;10.731,05;9.979,80;9.738,75;7.922,37;8.636,52;109.814,89;-3.107,41;44.652,99;0,00;0,00;0,00;0,00;0,00;10.731,05;454,99;9.738,75;-838,46;68,50;61.700,41
1.604.000.0000;Transferências provenientes do Governo Federal destinadas ao vencimento dos agentes comunitários de saúde e dos agentes de combate às endemias;427.494,34;405.165,37;514.329,23;750.114,13;615.583,49;615.583,49;576.836,97;518.913,93;613.068,19;615.583,49;610.552,89;1.033.177,05;7.296.402,57;565.332,00;457.488,00;578.920,00;457.488,00;578.920,00;121.432,00;0,00;0,00;0,00;3.029.620,00;578.920,00;1.181.738,00;7.549.858,00;137.837,66;52.322,63;64.590,77;-292.626,13;-36.663,49;-494.151,49;-576.836,97;-518.913,93;-613.068,19;2.414.036,51;-31.632,89;148.560,95;253.455,43
1.604.000.0000;Transferências provenientes do Governo Federal destinadas ao vencimento dos agentes comunitários de saúde e dos agentes de combate às endemias;427.494,34;405.165,37;514.329,23;750.114,13;615.583,49;615.583,49;576.836,97;518.913,93;613.068,19;615.583,49;610.552,89;1.033.177,05;7.296.402,57;565.332,00;457.488,00;578.920,00;457.488,00;578.920,00;121.432,00;0,00;0,00;0,00;3.029.620,00;578.920,00;1.181.738,00;7.549.858,00;137.837,66;52.322,63;64.590,77;-292.626,13;-36.663,49;-494.151,49;-576.836,97;-518.913,93;-613.068,19;2.414.036,51;-31.632,89;148.560,95;253.455,43
1.605.000.0000;Assistência Financeira da União destinada à complementação ao pagamento dos pisos salariais para profissionais da enfermagem.;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.253.149,08;2.833,25;1.217.962,38;1.233.888,75;1.222.785,81;1.269.085,75;1.241.092,31;1.249.200,53;2.541.099,92;4.049,08;1.286.995,94;2.595.832,30;15.117.975,10;1.253.149,08;2.833,25;1.217.962,38;1.233.888,75;1.222.785,81;1.269.085,75;1.241.092,31;1.249.200,53;2.541.099,92;4.049,08;1.286.995,94;2.595.832,30;15.117.975,10
1.621.000.0000;Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual;1.369.812,95;4.921.722,60;1.805.707,30;478.781,85;5.788.770,30;1.163.476,72;2.292.262,46;1.028.415,51;8.147.553,90;472.243,53;2.354.881,45;2.002.760,82;31.826.389,39;746.366,04;7.668.520,22;564.758,31;1.160.425,04;3.246.541,88;7.199.188,23;3.155.740,06;1.633.336,15;1.629.263,66;13.710.941,83;2.832.387,96;4.742.622,88;48.290.092,26;-623.446,91;2.746.797,62;-1.240.948,99;681.643,19;-2.542.228,42;6.035.711,51;863.477,60;604.920,64;-6.518.290,24;13.238.698,30;477.506,51;2.739.862,06;16.463.702,87
1.621.000.0000;Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual;1.369.812,95;4.921.722,60;1.805.707,30;478.781,85;5.788.770,30;1.163.476,72;2.292.262,46;1.028.415,51;8.147.553,90;472.243,53;2.354.881,45;2.002.760,82;31.826.389,39;746.366,04;7.668.520,22;564.758,31;1.160.425,04;3.246.541,88;7.199.188,23;3.155.740,06;1.633.336,15;1.629.263,66;13.710.941,83;2.832.387,96;4.742.622,88;48.290.092,26;-623.446,91;2.746.797,62;-1.240.948,99;681.643,19;-2.542.228,42;6.035.711,51;863.477,60;604.920,64;-6.518.290,24;13.238.698,30;477.506,51;2.739.862,06;16.463.702,87
1.621.000.3210;Transferências Fundo a Fundo de Recursos do SUS provenientes do Governo Estadual;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;304.800,00;0,00;0,00;344.515,00;476.893,61;4.525.740,70;7.759,20;6.062,14;4.154,85;3.139,91;2.719,30;330.976,62;6.006.761,33;304.800,00;0,00;0,00;344.515,00;476.893,61;4.525.740,70;7.759,20;6.062,14;4.154,85;3.139,91;2.719,30;330.976,62;6.006.761,33
1.632.000.0000;Transferências do Estado referentes a Convênios e Instrumentos Congêneres Vinculados à Saúde;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5.734.610,01;5.734.610,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5.734.610,01;5.734.610,01
1.635.000.0000;Royalties e Participação Especial de Petróleo e Gás Natural vinculados à Saúde - Lei nº 12.858/2013;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.635,78;0,00;0,00;-1.635,78;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.635,78;0,00;0,00;-1.635,78;0,00
1.659.000.0000;Outros Recursos Vinculados à Saúde;83,33;83,33;83,33;83,33;83,33;83,33;83,33;83,33;83,33;83,33;83,33;83,37;1.000,00;0,00;0,00;0,00;946,72;467,10;0,00;0,00;0,00;0,00;0,00;1.482,90;0,00;2.896,72;-83,33;-83,33;-83,33;863,39;383,77;-83,33;-83,33;-83,33;-83,33;-83,33;1.399,57;-83,37;1.896,72
1.660.000.0000;Transferência de Recursos do Fundo Nacional de Assistência Social - FNAS;73.165,89;181.341,53;432.533,65;159.246,92;217.215,37;163.601,85;187.073,26;173.611,64;169.400,41;170.671,14;84.528,53;335.545,30;2.347.935,49;21.941,91;234.269,71;165.501,03;143.470,77;142.825,31;40.033,94;141.941,98;273.896,20;46.894,27;149.147,17;44.089,20;289.178,12;1.693.189,61;-51.223,98;52.928,18;-267.032,62;-15.776,15;-74.390,06;-123.567,91;-45.131,28;100.284,56;-122.506,14;-21.523,97;-40.439,33;-46.367,18;-654.745,88
1.660.000.0000;Transferência de Recursos do Fundo Nacional de Assistência Social - FNAS;73.165,89;181.341,53;432.533,65;159.246,92;217.215,37;163.601,85;187.073,26;173.611,64;169.400,41;170.671,14;84.528,53;335.545,30;2.347.935,49;21.941,91;234.269,71;165.501,03;143.470,77;142.825,31;40.033,94;141.941,98;273.896,20;46.894,27;149.147,17;44.089,20;289.178,12;1.693.189,61;-51.223,98;52.928,18;-267.032,62;-15.776,15;-74.390,06;-123.567,91;-45.131,28;100.284,56;-122.506,14;-21.523,97;-40.439,33;-46.367,18;-654.745,88
